F61,F77,F88,F70,
0,14008,3201,17995,
24,14008,3201,17995,
15,14008,3201,17995,
15,14008,3201,17995,
6,13850,3087,17837,
11,14008,3201,17995,
1,4957,770,8944,
26,14008,3201,17995,
26,14008,3201,17995,
26,14008,3201,17995,
26,14008,3201,17995,
13,14008,3201,17995,
13,14008,3201,17995,
11,14008,3201,17995,
0,892,114,4879,
14,14008,3201,17995,
12,14008,3201,17995,
20,14008,3201,17995,
20,14008,3201,17995,
20,14008,3201,17995,
20,14008,3201,17995,
25,7809,1370,11796,
40,14008,3201,17995,
9,5382,871,9369,
10,42,15,4029,
48,14008,3201,17995,
10,42,15,4029,
15,14008,3201,17995,
5,45,15,4032,
15,14008,3201,17995,
15,14008,3201,17995,
15,14008,3201,17995,
1,14008,3201,17995,
0,42,15,4029,
22,7849,1373,11836,
13,5559,902,9546,
206,14008,3201,17995,
206,14008,3201,17995,
206,14008,3201,17995,
7,14008,3201,17995,
68,6670,1156,10657,
12,1016,138,5003,
211,14008,3201,17995,
211,14008,3201,17995,
211,14008,3201,17995,
211,14008,3201,17995,
75,6776,1166,10763,
211,14008,3201,17995,
43,6776,1166,10763,
106,14008,3201,17995,
38,14008,3201,17995,
38,14008,3201,17995,
38,14008,3201,17995,
38,14008,3201,17995,
49,14008,3201,17995,
49,14008,3201,17995,
49,14008,3201,17995,
9,10715,1860,14702,
9,10715,1860,14702,
9,10715,1860,14702,
9,10715,1860,14702,
8,10713,1860,14700,
24,14008,3201,17995,
33,14008,3201,17995,
33,14008,3201,17995,
33,14008,3201,17995,
33,14008,3201,17995,
0,14008,3201,17995,
24,6631,1149,10618,
73,13637,2995,17624,
60,12668,2583,16655,
52,11546,2035,15533,
67,13522,2955,17509,
24,6631,1149,10618,
73,13637,2995,17624,
43,10375,1798,14362,
24,6631,1149,10618,
57,11910,2195,15897,
57,11910,2195,15897,
61,9457,1641,13444,
61,9457,1641,13444,
48,9157,1577,13144,
29,6257,1062,10244,
58,13079,2774,17066,
58,13079,2774,17066,
58,13079,2774,17066,
58,13079,2774,17066,
29,11635,2080,15622,
41,14008,3201,17995,
41,14008,3201,17995,
24,1748,281,5735,
19,1377,210,5364,
313,14008,3201,17995,
313,14008,3201,17995,
313,14008,3201,17995,
313,14008,3201,17995,
313,14008,3201,17995,
313,14008,3201,17995,
313,14008,3201,17995,
313,14008,3201,17995,
313,14008,3201,17995,
180,8801,1522,12788,
313,14008,3201,17995,
169,8472,1479,12459,
280,12430,2433,16417,
42,10247,1784,14234,
23,8497,1482,12484,
8,5548,902,9535,
3,5548,902,9535,
98,14008,3201,17995,
98,14008,3201,17995,
62,10693,1854,14680,
98,14008,3201,17995,
98,14008,3201,17995,
98,14008,3201,17995,
98,14008,3201,17995,
98,14008,3201,17995,
73,11910,2195,15897,
95,13941,3164,17928,
98,14008,3201,17995,
98,14008,3201,17995,
98,14008,3201,17995,
98,14008,3201,17995,
5,3416,541,7403,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
4,3745,576,7732,
17,9758,1700,13745,
18,9406,1631,13393,
18,9406,1631,13393,
2,6638,1150,10625,
23,10884,1882,14871,
7,11160,1961,15147,
29,13501,2948,17488,
5,11039,1909,15026,
9,11674,2092,15661,
8,11668,2092,15655,
8,11668,2092,15655,
8,11668,2092,15655,
30,13797,3053,17784,
30,13797,3053,17784,
5,6501,1105,10488,
23,13292,2836,17279,
42,13797,3053,17784,
42,13797,3053,17784,
42,13797,3053,17784,
42,13797,3053,17784,
11,13797,3053,17784,
11,13797,3053,17784,
11,13797,3053,17784,
19,13797,3053,17784,
3,3729,574,7716,
98,13797,3053,17784,
98,13797,3053,17784,
98,13797,3053,17784,
98,13797,3053,17784,
98,13797,3053,17784,
98,13797,3053,17784,
98,13797,3053,17784,
98,13797,3053,17784,
18,3129,504,7116,
98,13797,3053,17784,
16,5894,993,9881,
67,13797,3053,17784,
39,13797,3053,17784,
16,13797,3053,17784,
16,13797,3053,17784,
35,13797,3053,17784,
63,13797,3053,17784,
1,893,114,4880,
25,2176,348,6163,
6,893,114,4880,
6,893,114,4880,
6,893,114,4880,
6,893,114,4880,
6,893,114,4880,
6,893,114,4880,
80,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
23,7384,1282,11371,
67,11913,2195,15900,
67,11913,2195,15900,
67,11913,2195,15900,
67,11913,2195,15900,
57,10901,1882,14888,
67,11913,2195,15900,
67,11913,2195,15900,
67,11913,2195,15900,
67,11913,2195,15900,
67,11913,2195,15900,
24,13907,3128,17894,
83,13907,3128,17894,
83,13907,3128,17894,
83,13907,3128,17894,
83,13907,3128,17894,
83,13907,3128,17894,
83,13907,3128,17894,
83,13907,3128,17894,
83,13907,3128,17894,
15,1799,289,5786,
16,13907,3128,17894,
16,13907,3128,17894,
23,13907,3128,17894,
23,13907,3128,17894,
23,13907,3128,17894,
23,13907,3128,17894,
23,13907,3128,17894,
23,13907,3128,17894,
23,13907,3128,17894,
23,13907,3128,17894,
23,13907,3128,17894,
36,13907,3128,17894,
36,13907,3128,17894,
36,13907,3128,17894,
36,13907,3128,17894,
36,13907,3128,17894,
25,10451,1814,14438,
36,13907,3128,17894,
4,13209,2816,17196,
4,13209,2816,17196,
11,12142,2247,16129,
12,12146,2247,16133,
12,12146,2247,16133,
34,5462,884,9449,
34,5462,884,9449,
34,5462,884,9449,
34,5462,884,9449,
34,5462,884,9449,
15,1263,191,5250,
10,9132,1572,13119,
10,9132,1572,13119,
13,14008,3201,17995,
13,14008,3201,17995,
13,14008,3201,17995,
13,14008,3201,17995,
18,12242,2287,16229,
16,12227,2282,16214,
44,14008,3201,17995,
12,14008,3201,17995,
1,5522,899,9509,
30,14008,3201,17995,
30,14008,3201,17995,
29,13964,3184,17951,
29,13964,3184,17951,
2,53,15,4040,
36,13850,3087,17837,
2,3517,548,7504,
37,14008,3201,17995,
36,14008,3201,17995,
36,14008,3201,17995,
36,14008,3201,17995,
36,14008,3201,17995,
36,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
80,14008,3201,17995,
63,11625,2076,15612,
14,12252,2290,16239,
84,14008,3201,17995,
84,14008,3201,17995,
84,14008,3201,17995,
84,14008,3201,17995,
84,14008,3201,17995,
84,14008,3201,17995,
84,14008,3201,17995,
84,14008,3201,17995,
12,14008,3201,17995,
4,8071,1407,12058,
24,14008,3201,17995,
24,14008,3201,17995,
29,12231,2284,16218,
45,14008,3201,17995,
35,13392,2881,17379,
45,14008,3201,17995,
45,14008,3201,17995,
45,14008,3201,17995,
82,14008,3201,17995,
82,14008,3201,17995,
82,14008,3201,17995,
82,14008,3201,17995,
29,5514,899,9501,
82,14008,3201,17995,
33,6283,1064,10270,
82,14008,3201,17995,
62,14008,3201,17995,
62,14008,3201,17995,
45,11715,2099,15702,
62,14008,3201,17995,
62,14008,3201,17995,
62,14008,3201,17995,
62,14008,3201,17995,
62,14008,3201,17995,
62,14008,3201,17995,
62,14008,3201,17995,
62,14008,3201,17995,
62,14008,3201,17995,
19,14008,3201,17995,
19,14008,3201,17995,
19,14008,3201,17995,
28,14008,3201,17995,
11,7610,1307,11597,
28,14008,3201,17995,
28,14008,3201,17995,
28,14008,3201,17995,
28,14008,3201,17995,
28,14008,3201,17995,
28,14008,3201,17995,
28,14008,3201,17995,
28,14008,3201,17995,
28,14008,3201,17995,
28,14008,3201,17995,
3,5512,899,9499,
102,14008,3201,17995,
47,14008,3201,17995,
33,10287,1788,14274,
33,10287,1788,14274,
47,14008,3201,17995,
78,14008,3201,17995,
78,14008,3201,17995,
78,14008,3201,17995,
76,13964,3184,17951,
78,14008,3201,17995,
73,13850,3087,17837,
12,14008,3201,17995,
11,14008,3201,17995,
11,14008,3201,17995,
13,14008,3201,17995,
13,14008,3201,17995,
11,13665,2998,17652,
16,14008,3201,17995,
16,14008,3201,17995,
15,14008,3201,17995,
21,14008,3201,17995,
21,14008,3201,17995,
12,7346,1278,11333,
37,14008,3201,17995,
37,14008,3201,17995,
72,14008,3201,17995,
72,14008,3201,17995,
72,14008,3201,17995,
72,14008,3201,17995,
72,14008,3201,17995,
72,14008,3201,17995,
23,14008,3201,17995,
23,14008,3201,17995,
101,6334,1067,10321,
242,14008,3201,17995,
242,14008,3201,17995,
242,14008,3201,17995,
242,14008,3201,17995,
242,14008,3201,17995,
154,8932,1545,12919,
242,14008,3201,17995,
54,3819,589,7806,
0,724,97,4711,
23,14008,3201,17995,
23,14008,3201,17995,
29,6257,1062,10244,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
34,6590,1143,10577,
11,14008,3201,17995,
131,14008,3201,17995,
131,14008,3201,17995,
131,14008,3201,17995,
131,14008,3201,17995,
131,14008,3201,17995,
131,14008,3201,17995,
131,14008,3201,17995,
13,14008,3201,17995,
13,14008,3201,17995,
63,12347,2358,16334,
4,3064,491,7051,
63,12347,2358,16334,
18,6274,1063,10261,
53,11097,1933,15084,
53,11097,1933,15084,
18,14008,3201,17995,
13,5946,1009,9933,
8,3223,520,7210,
4,4522,696,8509,
5,4522,696,8509,
8,4522,696,8509,
2,4522,696,8509,
2,4522,696,8509,
2,4522,696,8509,
3,4522,696,8509,
8,13797,3053,17784,
8,13797,3053,17784,
8,13797,3053,17784,
12,13797,3053,17784,
9,13797,3053,17784,
10,13797,3053,17784,
10,13797,3053,17784,
18,13797,3053,17784,
11,13797,3053,17784,
27,13797,3053,17784,
27,13797,3053,17784,
27,13797,3053,17784,
28,13797,3053,17784,
28,13797,3053,17784,
28,13797,3053,17784,
28,13797,3053,17784,
28,13797,3053,17784,
28,13797,3053,17784,
28,13797,3053,17784,
28,13797,3053,17784,
11,13797,3053,17784,
11,13797,3053,17784,
13,13797,3053,17784,
13,13797,3053,17784,
13,13797,3053,17784,
16,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
25,13797,3053,17784,
6,11901,2193,15888,
6,13797,3053,17784,
9,5488,892,9475,
15,13232,2819,17219,
7,5488,892,9475,
8,11931,2198,15918,
14,13797,3053,17784,
18,13797,3053,17784,
18,13797,3053,17784,
18,13797,3053,17784,
18,13797,3053,17784,
18,13797,3053,17784,
18,13797,3053,17784,
23,13797,3053,17784,
13,13797,3053,17784,
13,13797,3053,17784,
12,13797,3053,17784,
23,13797,3053,17784,
23,13797,3053,17784,
23,13797,3053,17784,
8,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
33,13797,3053,17784,
46,13797,3053,17784,
46,13797,3053,17784,
41,12871,2695,16858,
46,13797,3053,17784,
24,13797,3053,17784,
24,13797,3053,17784,
24,13797,3053,17784,
24,13797,3053,17784,
24,13797,3053,17784,
24,13797,3053,17784,
24,13797,3053,17784,
24,13797,3053,17784,
24,13797,3053,17784,
17,12557,2511,16544,
17,12557,2511,16544,
19,13797,3053,17784,
19,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
95,13797,3053,17784,
21,13797,3053,17784,
21,13797,3053,17784,
6,13478,2938,17465,
6,13797,3053,17784,
6,13797,3053,17784,
6,13797,3053,17784,
6,13797,3053,17784,
18,13797,3053,17784,
18,13797,3053,17784,
18,13797,3053,17784,
7,13479,2939,17466,
7,13479,2939,17466,
1,5432,876,9419,
20,13797,3053,17784,
20,13797,3053,17784,
20,13797,3053,17784,
20,13797,3053,17784,
20,13797,3053,17784,
20,13797,3053,17784,
20,13797,3053,17784,
20,13797,3053,17784,
20,13797,3053,17784,
8,8742,1511,12729,
8,8742,1511,12729,
18,13797,3053,17784,
18,13797,3053,17784,
9,13797,3053,17784,
9,13797,3053,17784,
9,13797,3053,17784,
47,13797,3053,17784,
19,13477,2938,17464,
19,13477,2938,17464,
31,13797,3053,17784,
31,13797,3053,17784,
31,13797,3053,17784,
20,12553,2507,16540,
