3,,F25,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
12,,F68,
14,,F102,
16,,F104,
17,,F105,
18,,F107,
29,,F16-void,
55,,F3-int,
85,,F2-SimpleCharStream,
131,,F1-ReInit,
207,,F4-void,
243,,F94,
244,,F95,
245,,F21,
248,,F23,
249,,F22,
250,,F79,
251,,F111,
252,,F112,
253,,F113,
254,,F116,
255,,F117,
258,,F120,
259,,F110,
261,,F122,
262,,F123,
264,,F115,
266,,F77,
272,,F42,
274,,F44,
275,,F46,
277,,F127,
279,,F129,
280,,F36,
282,,F35,
284,,F38,
286,,F37,
287,,F133,
288,,F134,
289,,F39,
290,,F135,
292,,F137,
293,,F83,
294,,F71-mturk@apache.org,
295,,F71-jboynes@apache.org,
297,,F71-fhanik@apache.org,
298,,F71-kfujino@apache.org,
314,,F74,
318,,category,
original feature size,319
refined feature size,52
