0,,F72,
1,,F54,
3,,F25,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
14,,F102,
16,,F104,
17,,F105,
18,,F107,
19,,F108,
29,,F16-void,
98,,F2-Statement,
242,,F94,
243,,F95,
245,,F109,
247,,F23,
248,,F22,
249,,F79,
250,,F111,
252,,F113,
253,,F116,
254,,F117,
255,,F118,
257,,F120,
258,,F110,
260,,F122,
261,,F123,
263,,F115,
264,,F61,
265,,F77,
266,,F88,
267,,F70,
268,,F41,
269,,F40,
270,,F43,
271,,F42,
272,,F45,
273,,F44,
274,,F46,
275,,F126,
276,,F127,
277,,F128,
278,,F129,
280,,F130,
281,,F35,
282,,F131,
283,,F38,
284,,F132,
286,,F133,
287,,F134,
289,,F135,
293,,F71-mturk@apache.org,
294,,F71-jboynes@apache.org,
297,,F71-kfujino@apache.org,
298,,F71-funkman@apache.org,
299,,F71-costin@apache.org,
300,,F71-kkolinko@apache.org,
306,,F71-jfclere@apache.org,
307,,F71-rjung@apache.org,
308,,F71-pero@apache.org,
310,,F71-violetagg@apache.org,
317,,category,
original feature size,318
refined feature size,67
