F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
0,0,0,1,0,0,1,14,40.516666666666666,26,0,0.0,1.0,0,0,
3,34,719,1,0,197,1,30,0.6968085106382979,148,191,1.2905405405405406,1.0,0,0,
6,23,719,1,0,197,1,30,2.2425925925925925,100,144,1.44,1.0,0,0,
6,23,719,1,0,197,1,30,2.314814814814815,100,144,1.44,1.0,0,0,
3,20,524,1,0,159,1,26,0.4682713347921225,158,238,1.5063291139240507,1.0,0,0,
3,14,524,1,0,159,1,26,0.36538461538461536,80,170,2.125,1.0,0,0,
3,4,367,1,0,98,1,45,2.4358974358974357,17,17,1.0,1.0,0,0,
3,13,695,1,8,115,1,21,0.4519230769230769,164,94,0.573170731707317,0.6666666666666666,0,0,
3,13,695,1,8,115,1,21,1.2532051282051282,164,94,0.573170731707317,0.6666666666666666,0,0,
3,13,695,1,6,115,1,21,0.32211538461538464,164,94,0.573170731707317,0.8333333333333334,0,0,
105,13,695,1,0,115,21,21,0.9198717948717948,164,94,0.573170731707317,1.0,0,1,
24,19,695,1,12,115,5,21,0.6991643454038997,145,181,1.2482758620689656,0.375,0,0,
3,19,695,1,6,115,1,21,1.498607242339833,145,181,1.2482758620689656,0.8333333333333334,0,0,
32,3,695,1,0,115,6,21,0.8823529411764706,54,39,0.7222222222222222,1.0,21,1,
9,20,327,1,0,114,2,11,0.9668508287292817,89,82,0.9213483146067416,1.0,2,1,
28,5,327,1,0,114,8,11,0.9738219895287958,91,76,0.8351648351648352,1.0,11,1,
12,11,327,1,8,114,4,11,0.9601990049751243,82,96,1.170731707317073,0.5,6,1,
56,40,327,1,16,114,15,11,0.759656652360515,409,216,0.5281173594132029,0.5892857142857143,32,1,
56,40,327,1,16,114,15,11,0.748211731044349,409,216,0.5281173594132029,0.44642857142857145,32,1,
56,40,327,1,16,114,15,11,0.721030042918455,409,216,0.5281173594132029,0.10714285714285714,32,1,
56,40,327,1,16,114,15,11,0.7324749642346209,409,216,0.5281173594132029,0.25,32,1,
134,32,1293,3,0,123,44,23,0.49947089947089945,461,334,0.7245119305856833,1.0,79,1,
