0,,F72,
7,,F64,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
16,,F104,
46,,F3-DecoratedKey,
80,,F12-TField,
89,,F12-TStruct,
115,,F2-Boolean,
128,,F6-org.apache.thrift.protocol.TStruct,
135,,F6-org.apache.thrift.protocol.TField,
138,,F13-private,
144,,F18-public,
145,,F14-static-final,
149,,F14-final,
214,,F15-public,
230,,F4-String,
269,,F11-STRUCT_DESC,
287,,F116,
288,,F117,
289,,F118,
291,,F120,
293,,F121,
294,,F122,
296,,F114,
297,,F115,
299,,F77,
300,,F88,
303,,F40,
304,,F43,
315,,F35,
316,,F131,
318,,F132,
320,,F133,
321,,F134,
323,,F135,
324,,F136,
327,,F71-xedin@apache.org,
328,,F71-jmckenzie@apache.org,
329,,F71-povel.y@gmail.com,
331,,F71-yukim@apache.org,
332,,F71-brandonwilliams@apache.org,
334,,F71-johan@apache.org,
336,,F71-jakers@gmail.com,
338,,F71-jbellis@apache.org,
339,,F71-gdusbabek@apache.org,
342,,F71-aleksey@apache.org,
343,,F71-jake@apache.org,
344,,F71-eevans@apache.org,
351,,category,
original feature size,352
refined feature size,52
