F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,
0.0,0.21428571428571427,0.015306122448979591,0.14583333333333334,0.14152420532439902,-0.5714285714285714,3.7678975131876413E-4,0.0048982667671439335,0.14152420532439902,-1.0,-1.0,
-1.0,0.3055555555555556,0.0075782627865961195,0.20898100172711573,0.23149093143732255,-0.3611111111111111,0.0026375282592313487,0.04333082140165787,0.23149093143732255,-1.0,-1.0,
0.0,0.1,0.008181818181818182,0.14583333333333334,0.14152420532439902,-0.8,3.7678975131876413E-4,0.0048982667671439335,0.14152420532439902,-1.0,-1.0,
-1.0,0.03763440860215054,0.0012488986169419628,0.06143344709897611,0.089737984519044,-0.9247311827956989,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,
-1.0,0.1553398058252427,0.0656046752757093,0.13440860215053763,1.589727162699383E-4,-0.6601941747572816,0.0018839487565938207,0.007912584777694047,1.589727162699383E-4,-1.0,-1.0,
0.0,0.0851063829787234,0.002780831662678652,0.20898100172711573,0.23149093143732255,-0.7872340425531915,0.0026375282592313487,0.04333082140165787,0.23149093143732255,-1.0,-1.0,
-1.0,0.25,0.006696428571428571,0.20898100172711573,0.23149093143732255,-0.5,0.0026375282592313487,0.04333082140165787,0.23149093143732255,-1.0,-1.0,
-1.0,0.1111111111111111,0.006584362139917695,0.2564102564102564,0.10286561401825511,-0.5555555555555556,0.006782215523737754,0.04672192916352675,0.10286561401825511,-1.0,-1.0,
-1.0,0.0,0.0,0.2564102564102564,0.10286561401825511,-1.0,0.006782215523737754,0.04672192916352675,0.10286561401825511,-1.0,-1.0,
-1.0,0.15789473684210525,0.004584965135160951,0.06143344709897611,0.089737984519044,-0.5789473684210527,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,
-1.0,0.02912621359223301,9.750992163452632E-4,0.06143344709897611,0.089737984519044,-0.941747572815534,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,
-0.5,0.15,0.0045535714285714285,0.20898100172711573,0.23149093143732255,-0.7,0.0026375282592313487,0.04333082140165787,0.23149093143732255,-1.0,-1.0,
-1.0,0.14285714285714285,0.00422237860661506,0.06143344709897611,0.089737984519044,-0.5714285714285714,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,
-1.0,0.13114754098360656,0.003929236671639993,0.06143344709897611,0.089737984519044,-0.7213114754098361,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,
-0.5,0.15,0.0045535714285714285,0.20898100172711573,0.23149093143732255,-0.7,0.0026375282592313487,0.04333082140165787,0.23149093143732255,-1.0,-1.0,
-1.0,0.14285714285714285,0.00422237860661506,0.06143344709897611,0.089737984519044,-0.5714285714285714,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,
-0.5,0.15,0.0045535714285714285,0.20898100172711573,0.23149093143732255,-0.7,0.0026375282592313487,0.04333082140165787,0.23149093143732255,-1.0,-1.0,
-1.0,0.3055555555555556,0.0075782627865961195,0.20898100172711573,0.23149093143732255,-0.3611111111111111,0.0026375282592313487,0.04333082140165787,0.23149093143732255,-0.5714285714285714,-1.0,
