F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,
17,2,MALICIOUS_CODE,0.0052750565184626974,MS_MUTABLE_COLLECTION_PKGPROTECT,18,2,0,8.727347399763849E-4,1.026746752913394E-4,0.0,
17,2,BAD_PRACTICE,0.013564431047475508,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,8.727347399763849E-4,1.026746752913394E-4,5.13373376456697E-5,
17,2,MALICIOUS_CODE,0.0037678975131876413,MS_PKGPROTECT,18,2,0,8.727347399763849E-4,1.026746752913394E-4,0.0,
17,2,STYLE,0.07008289374529013,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,20,3,1,8.727347399763849E-4,1.026746752913394E-4,5.13373376456697E-5,
17,3,I18N,0.03880934438583271,DM_DEFAULT_ENCODING,19,1,1,8.727347399763849E-4,1.5401201293700908E-4,5.13373376456697E-5,
17,3,BAD_PRACTICE,0.017709118311981915,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,19,2,0,8.727347399763849E-4,1.5401201293700908E-4,0.0,
17,3,BAD_PRACTICE,0.00452147701582517,EQ_COMPARETO_USE_OBJECT_EQUALS,16,2,1,8.727347399763849E-4,1.5401201293700908E-4,5.13373376456697E-5,
17,1,PERFORMANCE,0.003391107761868877,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,1,8.727347399763849E-4,5.13373376456697E-5,5.13373376456697E-5,
17,2,PERFORMANCE,7.535795026375283E-4,DM_GC,16,1,1,8.727347399763849E-4,1.026746752913394E-4,5.13373376456697E-5,
17,2,STYLE,0.007159005275056519,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,8.727347399763849E-4,1.026746752913394E-4,5.13373376456697E-5,
17,1,STYLE,0.03880934438583271,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,8.727347399763849E-4,5.13373376456697E-5,5.13373376456697E-5,
10,2,BAD_PRACTICE,0.007535795026375283,NM_CONFUSING,19,3,0,5.13373376456697E-4,1.026746752913394E-4,2.566866882283485E-5,
10,2,STYLE,0.0026375282592313487,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,5.13373376456697E-4,1.026746752913394E-4,5.13373376456697E-5,
10,1,STYLE,0.022984174830444612,REC_CATCH_EXCEPTION,20,3,1,5.13373376456697E-4,5.13373376456697E-5,5.13373376456697E-5,
10,1,BAD_PRACTICE,0.007535795026375283,NM_CONFUSING,19,3,0,5.13373376456697E-4,5.13373376456697E-5,2.566866882283485E-5,
10,1,STYLE,0.0026375282592313487,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,5.13373376456697E-4,5.13373376456697E-5,5.13373376456697E-5,
2,2,BAD_PRACTICE,0.007535795026375283,NM_CONFUSING,19,3,0,1.026746752913394E-4,1.026746752913394E-4,2.566866882283485E-5,
14,1,BAD_PRACTICE,0.013564431047475508,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,7.187227270393757E-4,5.13373376456697E-5,5.13373376456697E-5,
14,1,PERFORMANCE,0.016578749058025623,SIC_INNER_SHOULD_BE_STATIC,18,2,0,7.187227270393757E-4,5.13373376456697E-5,0.0,
14,4,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,2,7.187227270393757E-4,2.053493505826788E-4,1.026746752913394E-4,
14,4,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,7.187227270393757E-4,2.053493505826788E-4,5.13373376456697E-5,
14,4,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,7.187227270393757E-4,2.053493505826788E-4,5.13373376456697E-5,
14,4,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,2,7.187227270393757E-4,2.053493505826788E-4,1.026746752913394E-4,
113,1,STYLE,0.0018839487565938207,EQ_DOESNT_OVERRIDE_EQUALS,17,2,3,0.005801119153960675,5.13373376456697E-5,1.5401201293700908E-4,
14,2,STYLE,0.0018839487565938207,RI_REDUNDANT_INTERFACES,20,3,0,7.187227270393757E-4,1.026746752913394E-4,0.0,
14,2,STYLE,0.028636021100226075,BC_UNCONFIRMED_CAST,20,3,1,7.187227270393757E-4,1.026746752913394E-4,5.13373376456697E-5,
14,2,STYLE,0.028636021100226075,BC_UNCONFIRMED_CAST,20,3,1,7.187227270393757E-4,1.026746752913394E-4,5.13373376456697E-5,
157,22,PERFORMANCE,0.003391107761868877,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,2,0.008059962010370143,0.0011294214282047332,1.026746752913394E-4,
157,22,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,BAD_PRACTICE,0.018839487565938208,DM_EXIT,16,2,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,PERFORMANCE,0.0018839487565938207,DM_NUMBER_CTOR,18,2,2,0.008059962010370143,0.0011294214282047332,1.026746752913394E-4,
157,22,BAD_PRACTICE,0.007535795026375283,NM_CONFUSING,19,3,0,0.008059962010370143,0.0011294214282047332,2.566866882283485E-5,
157,22,STYLE,0.059909570459683495,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.008059962010370143,0.0011294214282047332,5.13373376456697E-5,
157,22,STYLE,0.022984174830444612,REC_CATCH_EXCEPTION,20,3,2,0.008059962010370143,0.0011294214282047332,1.026746752913394E-4,
157,22,PERFORMANCE,0.0037678975131876413,WMI_WRONG_MAP_ITERATOR,18,2,2,0.008059962010370143,0.0011294214282047332,1.026746752913394E-4,
157,22,PERFORMANCE,0.09080633006782216,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.008059962010370143,0.0011294214282047332,0.0,
