0,,F72,
1,,F54,
2,,F55,
6,,F65,
7,,F64,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
16,,F104,
17,,F105,
19,,F108,
29,,F16-void,
80,,F12-TField,
89,,F12-TStruct,
93,,F12-Map<Class<? extends IScheme> SchemeFactory>,
124,,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,
128,,F6-org.apache.thrift.protocol.TStruct,
135,,F6-org.apache.thrift.protocol.TField,
138,,F13-private,
140,,F13-public,
142,,F18-private,
144,,F18-public,
145,,F14-static-final,
149,,F14-final,
170,,F5-java.util.AbstractMap,
171,,F5-java.lang.Object,
214,,F15-public,
257,,F11-IRE_FIELD_DESC,
260,,F11-NAME_FIELD_DESC,
261,,F11-SUCCESS_FIELD_DESC,
269,,F11-STRUCT_DESC,
276,,F94,
279,,F109,
281,,F23,
282,,F22,
284,,F111,
287,,F116,
292,,F110,
296,,F114,
297,,F115,
298,,F61,
299,,F77,
302,,F41,
303,,F40,
304,,F43,
305,,F42,
307,,F44,
316,,F131,
318,,F132,
320,,F133,
321,,F134,
323,,F135,
324,,F136,
329,,F71-povel.y@gmail.com,
330,,F71-sylvain@datastax.com,
332,,F71-brandonwilliams@apache.org,
334,,F71-johan@apache.org,
336,,F71-jakers@gmail.com,
340,,F71-vijay2win@gmail.com,
341,,F71-dbrosius@apache.org,
343,,F71-jake@apache.org,
345,,F71-tyler@datastax.com,
351,,category,
original feature size,352
refined feature size,63
