0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
7,,F64,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
16,,F104,
17,,F105,
29,,F16-void,
41,,F3-Class,
80,,F12-TField,
81,,F12-Logger,
89,,F12-TStruct,
93,,F12-Map<Class<? extends IScheme> SchemeFactory>,
128,,F6-org.apache.thrift.protocol.TStruct,
136,,F6-org.apache.thrift.protocol.TField,
138,,F13-private,
144,,F18-public,
145,,F14-static-final,
171,,F5-java.lang.Object,
256,,F11-IRE_FIELD_DESC,
259,,F11-NAME_FIELD_DESC,
260,,F11-SUCCESS_FIELD_DESC,
268,,F11-STRUCT_DESC,
275,,F94,
278,,F109,
279,,F20,
280,,F23,
281,,F22,
283,,F111,
285,,F113,
286,,F116,
287,,F117,
291,,F110,
296,,F115,
298,,F77,
299,,F88,
300,,F70,
301,,F41,
304,,F42,
306,,F44,
314,,F35,
317,,F132,
319,,F133,
329,,F71-sylvain@datastax.com,
339,,F71-vijay2win@gmail.com,
340,,F71-dbrosius@apache.org,
350,,category,
original feature size,351
refined feature size,52
