F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
0,4,511,2,4,93,1,44,0.5135135135135135,47,19,0.40425531914893614,1.0,0,1,
5,4,511,2,8,93,1,44,0.9594594594594594,47,19,0.40425531914893614,0.6,2,1,
0,3,511,4,4,93,1,44,0.37349397590361444,55,18,0.32727272727272727,1.0,0,1,
0,3,511,4,0,93,1,44,0.6867469879518072,55,18,0.32727272727272727,1.0,0,1,
22,8,511,3,8,93,3,44,0.6347305389221557,129,21,0.16279069767441862,0.13636363636363635,0,1,
0,8,511,3,8,93,1,44,0.2155688622754491,129,21,0.16279069767441862,1.0,0,1,
0,8,511,3,0,93,1,44,0.8922155688622755,129,21,0.16279069767441862,1.0,0,1,
2,2,511,1,0,93,1,44,0.6349206349206349,31,17,0.5483870967741935,1.0,0,1,
6,24,511,18,8,93,1,44,0.15384615384615385,387,43,0.1111111111111111,0.5,0,1,
5,24,511,18,8,93,2,44,0.9959514170040485,387,43,0.1111111111111111,0.8,5,1,
2,38,511,6,0,93,1,44,0.5442708333333334,300,31,0.10333333333333333,1.0,0,1,
2,10,1267,3,4,194,1,69,1.1168831168831168,48,17,0.3541666666666667,1.0,0,0,
0,10,1267,3,0,194,1,69,0.8441558441558441,48,17,0.3541666666666667,1.0,0,1,
2,13,1267,3,0,194,1,69,0.7322033898305085,202,63,0.3118811881188119,1.0,0,1,
4,19,1267,3,8,194,2,69,4.393145161290323,153,65,0.42483660130718953,0.75,0,0,
0,18,1267,5,0,194,1,69,0.8303571428571429,249,45,0.18072289156626506,1.0,0,1,
0,2,224,4,0,16,1,13,1.3384615384615384,50,2,0.04,1.0,0,0,
0,8,765,8,0,136,1,48,0.8850855745721271,315,38,0.12063492063492064,1.0,0,1,
0,6,765,3,8,136,1,48,0.94,108,22,0.2037037037037037,1.0,0,1,
8,12,765,5,0,136,3,48,0.18229166666666666,227,21,0.09251101321585903,1.0,3,0,
3,12,765,5,8,136,1,48,0.46875,227,21,0.09251101321585903,0.6666666666666666,0,1,
16,12,765,5,12,136,7,48,0.2569444444444444,227,21,0.09251101321585903,0.1875,0,1,
4,12,765,5,0,136,2,48,0.65625,227,21,0.09251101321585903,1.0,3,1,
7,29,3361,1,9,477,4,165,0.9104477611940298,319,42,0.13166144200626959,0.7619047619047619,2,1,
0,6,765,1,5,136,1,48,0.3287671232876712,42,22,0.5238095238095238,1.0,0,1,
0,1,765,2,0,136,1,48,0.6911764705882353,44,18,0.4090909090909091,1.0,0,1,
0,1,765,2,0,136,1,48,0.9411764705882353,44,18,0.4090909090909091,1.0,0,1,
18,93,9489,9,12,302,2,97,0.7795981452859351,2425,356,0.14680412371134022,0.2222222222222222,0,1,
43,93,9489,9,16,302,7,97,0.5134466769706337,2425,356,0.14680412371134022,0.3488372093023256,0,1,
10,93,9489,9,8,302,4,97,0.5020092735703245,2425,356,0.14680412371134022,0.4,0,1,
13,93,9489,9,8,302,4,97,0.49304482225656876,2425,356,0.14680412371134022,0.23076923076923078,0,1,
16,93,9489,9,12,302,2,97,0.1928902627511592,2425,356,0.14680412371134022,0.25,0,1,
11,93,9489,9,12,302,2,97,0.8757341576506955,2425,356,0.14680412371134022,0.36363636363636365,0,1,
101,93,9489,9,12,302,33,97,0.3919629057187017,2425,356,0.14680412371134022,0.039603960396039604,0,1,
37,93,9489,9,12,302,7,97,0.3740340030911901,2425,356,0.14680412371134022,0.13513513513513514,0,1,
103,93,9489,9,0,302,32,97,0.0973724884080371,2425,356,0.14680412371134022,1.0,0,1,
18,93,9489,9,12,302,2,97,0.7795981452859351,2425,356,0.14680412371134022,0.2222222222222222,0,1,
4,93,9489,9,6,302,1,97,0.31638330757341576,2425,356,0.14680412371134022,0.75,0,0,
82,93,9489,9,12,302,22,97,0.2136012364760433,2425,356,0.14680412371134022,0.42073170731707316,0,1,
18,93,9489,9,0,302,8,97,0.7301391035548687,2425,356,0.14680412371134022,1.0,0,1,
18,93,9489,9,16,302,8,97,0.7292117465224112,2425,356,0.14680412371134022,0.6111111111111112,0,1,
0,93,9489,9,16,302,1,97,0.5394126738794436,2425,356,0.14680412371134022,1.0,0,1,
0,93,9489,9,0,302,1,97,0.9845440494590417,2425,356,0.14680412371134022,1.0,0,1,
0,93,9489,9,0,302,1,97,0.9978361669242658,2425,356,0.14680412371134022,1.0,0,1,
0,93,9489,9,7,302,1,97,0.9360123647604328,2425,356,0.14680412371134022,1.0,0,1,
9,93,9489,9,16,302,2,97,0.030602782071097373,2425,356,0.14680412371134022,0.5555555555555556,0,1,
0,93,9489,9,7,302,1,97,0.9335394126738794,2425,356,0.14680412371134022,1.0,0,1,
0,93,9489,9,20,302,1,97,0.1276661514683153,2425,356,0.14680412371134022,1.0,0,1,
0,93,9489,9,16,302,1,97,0.12704791344667696,2425,356,0.14680412371134022,1.0,0,1,
15,8,9489,2,0,302,5,97,0.6511627906976745,108,35,0.32407407407407407,1.0,0,1,
15,8,9489,2,0,302,5,97,0.8197674418604651,108,35,0.32407407407407407,1.0,0,1,
16,90,9489,2,0,302,3,97,0.6604064039408867,2374,515,0.21693344566133108,1.0,0,0,
16,90,9489,2,0,302,3,97,0.6604064039408867,2374,515,0.21693344566133108,1.0,0,0,
46,90,9489,2,0,302,10,97,0.6114532019704434,2374,515,0.21693344566133108,1.0,0,1,
38,90,9489,2,0,302,8,97,0.5942118226600985,2374,515,0.21693344566133108,1.0,0,1,
356,90,9489,2,0,302,72,97,0.729679802955665,2374,515,0.21693344566133108,1.0,0,1,
0,90,9489,2,0,302,1,97,0.9947660098522167,2374,515,0.21693344566133108,1.0,0,1,
72,10,9489,1,16,302,13,97,0.6412776412776413,302,48,0.15894039735099338,0.25,31,1,
18,10,9489,1,16,302,3,97,0.538083538083538,302,48,0.15894039735099338,0.6666666666666666,0,1,
6,10,9489,1,10,302,2,97,0.3906633906633907,302,48,0.15894039735099338,0.4444444444444444,0,1,
72,10,9489,1,10,302,13,97,0.6068796068796068,302,48,0.15894039735099338,0.09722222222222222,31,1,
67,10,9489,1,10,302,17,97,0.14987714987714987,302,48,0.15894039735099338,0.03731343283582089,0,1,
72,10,9489,1,0,302,13,97,0.7542997542997543,302,48,0.15894039735099338,1.0,31,1,
