0,,F72,
3,,F25,
7,,F64,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
15,,F103,
16,,F104,
17,,F105,
19,,F108,
47,,F3-boolean,
57,,F3-BitSet,
66,,F7-+,
80,,F12-TField,
89,,F12-TStruct,
107,,F2-Math,
115,,F2-Boolean,
128,,F6-org.apache.thrift.protocol.TStruct,
136,,F6-org.apache.thrift.protocol.TField,
138,,F13-private,
144,,F18-public,
145,,F14-static-final,
171,,F5-java.lang.Object,
230,,F4-int,
268,,F11-STRUCT_DESC,
277,,F21,
281,,F22,
286,,F116,
288,,F118,
290,,F120,
292,,F121,
293,,F122,
295,,F114,
296,,F115,
297,,F61,
298,,F77,
299,,F88,
300,,F70,
301,,F41,
304,,F42,
306,,F44,
307,,F46,
317,,F132,
319,,F133,
320,,F134,
322,,F135,
323,,F136,
324,,F137,
326,,F71-xedin@apache.org,
331,,F71-brandonwilliams@apache.org,
332,,F71-dbrosius@mebigfatguy.com,
333,,F71-johan@apache.org,
334,,F71-benedict@apache.org,
335,,F71-jakers@gmail.com,
338,,F71-gdusbabek@apache.org,
342,,F71-jake@apache.org,
347,,F73,
350,,category,
original feature size,351
refined feature size,59
