0,,F72,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
9,,F34,
10,,F66,
12,,F68,
13,,F101,
14,,F102,
15,,F103,
17,,F105,
27,,F16-Object,
29,,F16-void,
30,,F16-int,
40,,F3-null,
60,,F12-long,
114,,F14-static-final,
150,,F15-public,
176,,F11-serialVersionUID,
179,,F94,
180,,F95,
182,,F109,
184,,F23,
185,,F22,
186,,F79,
187,,F111,
188,,F112,
190,,F116,
191,,F117,
192,,F118,
195,,F110,
199,,F114,
200,,F115,
202,,F77,
203,,F88,
205,,F41,
206,,F40,
208,,F42,
209,,F45,
210,,F44,
212,,F126,
213,,F127,
215,,F129,
217,,F130,
218,,F35,
221,,F132,
223,,F133,
225,,F39,
226,,F135,
227,,F136,
230,,F71-jcarman@apache.org,
243,,F71-scolebourne@apache.org,
251,,category,
original feature size,252
refined feature size,54
