1,,F54,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
10,,F66,
11,,F69,
12,,F68,
14,,F102,
16,,F104,
17,,F105,
19,,F108,
23,,F16-void,
24,,F16-int,
51,,F3-int,
67,,F12-boolean,
98,,F2-Iterator,
127,,F13-private,
131,,F18-private,
204,,F15-protected,
205,,F15-public,
223,,F4-String,
267,,F94,
268,,F95,
270,,F109,
272,,F23,
273,,F22,
275,,F111,
276,,F112,
277,,F113,
278,,F116,
279,,F117,
280,,F118,
287,,F114,
288,,F115,
290,,F77,
291,,F88,
292,,F70,
293,,F41,
294,,F40,
295,,F43,
297,,F45,
298,,F44,
300,,F126,
301,,F127,
302,,F128,
309,,F132,
312,,F134,
314,,F135,
315,,F136,
340,,F84,
342,,category,
original feature size,343
refined feature size,52
