F61,F77,F88,F70,
86,8610,3582,9489,
11,897,893,1776,
157,12374,4182,13253,
157,12374,4182,13253,
157,12374,4182,13253,
96,9642,3634,10521,
86,8610,3582,9489,
0,885,885,1764,
17,7762,3501,8641,
2,893,892,1772,
23,6453,3111,7332,
23,6453,3111,7332,
23,6453,3111,7332,
23,6453,3111,7332,
341,12615,4370,13494,
103,12615,4370,13494,
147,12615,4370,13494,
30,7071,3252,7950,
44,9289,3618,10168,
82,6448,3110,7327,
95,7248,3283,8127,
341,12615,4370,13494,
49,10300,3672,11179,
49,10300,3672,11179,
3,862,874,1741,
22,8921,3600,9800,
22,8921,3600,9800,
51,7735,3462,8614,
50,7710,3455,8589,
51,7735,3462,8614,
47,7390,3317,8269,
8,1043,1066,1922,
32,4381,2518,5260,
16,1317,1200,2196,
16,1317,1200,2196,
16,1317,1200,2196,
126,7793,3532,8672,
34,1853,1593,2732,
65,4366,2515,5245,
127,8103,3553,8982,
165,12582,4346,13461,
165,12582,4346,13461,
165,12582,4346,13461,
10,3837,2413,4716,
44,10955,3824,11834,
7,2785,1928,3664,
7,2785,1928,3664,
18,1959,1637,2838,
8,5009,2689,5888,
8,5009,2689,5888,
8,5009,2689,5888,
8,5009,2689,5888,
8,5009,2689,5888,
8,5009,2689,5888,
29,12414,4190,13293,
8,7231,3281,8110,
24,10268,3668,11147,
29,12513,4266,13392,
86,7747,3481,8626,
130,10917,3814,11796,
159,12466,4205,13345,
153,12235,4149,13114,
97,8123,3554,9002,
64,4246,2494,5125,
328,12531,4304,13410,
327,12529,4304,13408,
341,12615,4370,13494,
182,8712,3590,9591,
182,8712,3590,9591,
6,871,883,1750,
120,6722,3183,7601,
17,1563,1290,2442,
341,12615,4370,13494,
341,12615,4370,13494,
341,12615,4370,13494,
17,1563,1290,2442,
341,12615,4370,13494,
0,2400,1852,3279,
11,1177,1145,2056,
5,733,828,1612,
5,733,828,1612,
5,733,828,1612,
5,733,828,1612,
5,733,828,1612,
14,5456,2873,6335,
7,4260,2496,5139,
0,871,883,1750,
34,11986,4062,12865,
14,5456,2873,6335,
34,11986,4062,12865,
0,351,564,1230,
1,352,564,1231,
28,2004,1661,2883,
67,7672,3445,8551,
57,6397,3102,7276,
9,762,848,1641,
8,746,835,1625,
