F61,F77,F88,F70,
15,904,840,2238,
15,904,840,2238,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
44,1228,1117,2562,
9,1199,1110,2533,
12,1228,1117,2562,
12,1228,1117,2562,
12,1228,1117,2562,
12,1228,1117,2562,
12,1228,1117,2562,
12,1228,1117,2562,
12,1228,1117,2562,
12,1228,1117,2562,
6,1150,1080,2484,
2,392,516,1726,
6,1150,1080,2484,
6,1150,1080,2484,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
2,134,110,1468,
2,134,110,1468,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
23,1228,1117,2562,
15,1120,1062,2454,
23,1228,1117,2562,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
15,1120,1062,2454,
23,1228,1117,2562,
15,1120,1062,2454,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
7,394,516,1728,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
6,393,516,1727,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
1,132,103,1466,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
1,132,103,1466,
23,1228,1117,2562,
23,1228,1117,2562,
23,1228,1117,2562,
1,132,103,1466,
1,132,103,1466,
