0,,F72,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
8,,F67,
11,,F69,
13,,F101,
14,,F102,
15,,F103,
16,,F104,
17,,F105,
19,,F108,
47,,F3-int,
115,,F1-assertEquals,
130,,F5-java.lang.Object,
148,,F15-public,
175,,F94,
176,,F95,
177,,F21,
178,,F109,
181,,F22,
182,,F79,
183,,F111,
184,,F112,
186,,F116,
189,,F119,
190,,F120,
191,,F110,
192,,F121,
195,,F114,
196,,F115,
197,,F61,
198,,F77,
199,,F88,
200,,F70,
201,,F41,
202,,F40,
203,,F43,
204,,F42,
205,,F45,
207,,F46,
212,,F36,
214,,F35,
216,,F38,
221,,F39,
237,,F71-mbenson@apache.org,
244,,category,
original feature size,245
refined feature size,47
