F72,F54,F53,F55,F25,F26,
11856,org/apache/commons/cli/avalon,apache,org/apache/commons/cli/avalon/CLArgsParser.java,3576,true,
11856,org/apache/commons/cli/avalon,apache,org/apache/commons/cli/avalon/CLArgsParser.java,3576,true,
11856,org/apache/commons/cli/avalon,apache,org/apache/commons/cli/avalon/CLArgsParser.java,3576,true,
8614,org/apache/commons/jexl/bsf,apache,org/apache/commons/jexl/bsf/JexlEngine.java,2424,true,
13761,org/apache/jmeter,apache,org/apache/jmeter/JMeter.java,4525,true,
13761,org/apache/jmeter,apache,org/apache/jmeter/JMeter.java,4525,true,
13761,org/apache/jmeter,apache,org/apache/jmeter/JMeter.java,4525,true,
13761,org/apache/jmeter,apache,org/apache/jmeter/JMeter.java,4525,true,
13761,org/apache/jmeter,apache,org/apache/jmeter/JMeter.java,4525,true,
13761,org/apache/jmeter,apache,org/apache/jmeter/JMeter.java,4525,true,
7835,org/apache/jmeter,apache,org/apache/jmeter/JMeterReport.java,1964,true,
7835,org/apache/jmeter,apache,org/apache/jmeter/JMeterReport.java,1964,true,
8608,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/BSFAssertion.java,2423,true,
12838,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/BeanShellAssertion.java,4045,true,
11455,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/CompareAssertion.java,3427,true,
10273,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/DurationAssertion.java,3123,true,
10273,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/HTMLAssertion.java,3123,true,
10273,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/HTMLAssertion.java,3123,true,
10273,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/HTMLAssertion.java,3123,true,
10273,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/HTMLAssertion.java,3123,true,
10273,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/HTMLAssertion.java,3123,true,
7725,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/JSR223Assertion.java,1884,true,
10273,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/MD5HexAssertion.java,3123,true,
10273,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/ResponseAssertion.java,3123,true,
7336,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/SMIMEAssertionTestElement.java,1650,true,
13509,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/SizeAssertion.java,4290,true,
13326,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/XMLAssertion.java,4227,true,
11821,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/XMLSchemaAssertion.java,3553,true,
11856,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/XPathAssertion.java,3576,true,
11856,org/apache/jmeter/assertions,apache,org/apache/jmeter/assertions/XPathAssertion.java,3576,true,
13761,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/AssertionGui.java,4525,true,
12176,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/HTMLAssertionGui.java,3919,true,
12176,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/HTMLAssertionGui.java,3919,true,
12494,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/MD5HexAssertionGUI.java,3982,true,
12494,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/MD5HexAssertionGUI.java,3982,true,
7336,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/SMIMEAssertionGui.java,1650,true,
7336,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/SMIMEAssertionGui.java,1650,true,
13679,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/SizeAssertionGui.java,4412,true,
13679,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/SizeAssertionGui.java,4412,true,
11821,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/XMLSchemaAssertionGUI.java,3553,true,
11821,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/XMLSchemaAssertionGUI.java,3553,true,
11856,org/apache/jmeter/assertions/gui,apache,org/apache/jmeter/assertions/gui/XPathAssertionGui.java,3576,true,
13761,org/apache/jmeter/config,apache,org/apache/jmeter/config/Argument.java,4525,true,
13761,org/apache/jmeter/config,apache,org/apache/jmeter/config/Arguments.java,4525,true,
11952,org/apache/jmeter/config,apache,org/apache/jmeter/config/CSVDataSet.java,3735,true,
11540,org/apache/jmeter/config,apache,org/apache/jmeter/config/ConfigTestElement.java,3459,true,
13654,org/apache/jmeter/config,apache,org/apache/jmeter/config/LoginConfig.java,4385,true,
13654,org/apache/jmeter/config,apache,org/apache/jmeter/config/LoginConfig.java,4385,true,
13654,org/apache/jmeter/config,apache,org/apache/jmeter/config/LoginConfig.java,4385,true,
12475,org/apache/jmeter/control,apache,org/apache/jmeter/control/ForeachController.java,3978,true,
8467,org/apache/jmeter/control,apache,org/apache/jmeter/control/GenericController.java,2369,true,
13204,org/apache/jmeter/control,apache,org/apache/jmeter/control/IfController.java,4135,true,
7861,org/apache/jmeter/control,apache,org/apache/jmeter/control/InterleaveControl.java,1965,true,
8720,org/apache/jmeter/control,apache,org/apache/jmeter/control/LoopController.java,2457,true,
12420,org/apache/jmeter/control,apache,org/apache/jmeter/control/OnceOnlyController.java,3974,true,
13761,org/apache/jmeter/control,apache,org/apache/jmeter/control/RandomController.java,4525,true,
12469,org/apache/jmeter/control,apache,org/apache/jmeter/control/RandomOrderController.java,3978,true,
5388,org/apache/jmeter/control,apache,org/apache/jmeter/control/RunTime.java,863,true,
11856,org/apache/jmeter/control,apache,org/apache/jmeter/control/SwitchController.java,3576,true,
7041,org/apache/jmeter/control,apache,org/apache/jmeter/control/TestFragmentController.java,1476,true,
13405,org/apache/jmeter/control,apache,org/apache/jmeter/control/ThroughputController.java,4262,true,
7860,org/apache/jmeter/control,apache,org/apache/jmeter/control/TransactionController.java,1965,true,
11965,org/apache/jmeter/control,apache,org/apache/jmeter/control/WhileController.java,3739,true,
12475,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/ForeachControlPanel.java,3978,true,
11427,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/IncludeControllerGui.java,3416,true,
11427,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/IncludeControllerGui.java,3416,true,
13761,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/InterleaveControlGui.java,4525,true,
13761,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/InterleaveControlGui.java,4525,true,
13510,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/ModuleControllerGui.java,4290,true,
13510,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/ModuleControllerGui.java,4290,true,
13761,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/RandomControlGui.java,4525,true,
13761,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/RandomControlGui.java,4525,true,
10273,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/SwitchControllerGui.java,3123,true,
10273,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/SwitchControllerGui.java,3123,true,
13761,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/TestPlanGui.java,4525,true,
13405,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/ThroughputControllerGui.java,4262,true,
13405,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/ThroughputControllerGui.java,4262,true,
12598,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/TransactionControllerGui.java,4002,true,
12598,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/TransactionControllerGui.java,4002,true,
13761,org/apache/jmeter/control/gui,apache,org/apache/jmeter/control/gui/WorkBenchGui.java,4525,true,
13761,org/apache/jmeter/engine,apache,org/apache/jmeter/engine/ClientJMeterEngine.java,4525,true,
13761,org/apache/jmeter/engine,apache,org/apache/jmeter/engine/JMeterEngineException.java,4525,true,
13761,org/apache/jmeter/engine,apache,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,true,
13761,org/apache/jmeter/engine,apache,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,true,
13761,org/apache/jmeter/engine,apache,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,true,
13761,org/apache/jmeter/engine,apache,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,true,
13761,org/apache/jmeter/engine,apache,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,true,
13761,org/apache/jmeter/engine,apache,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,true,
10182,org/apache/jmeter/engine/util,apache,org/apache/jmeter/engine/util/CompoundVariable.java,2915,true,
4850,org/apache/jmeter/extractor,apache,org/apache/jmeter/extractor/BSFPostProcessor.java,764,true,
10828,org/apache/jmeter/extractor,apache,org/apache/jmeter/extractor/BeanShellPostProcessor.java,3214,true,
9281,org/apache/jmeter/extractor,apache,org/apache/jmeter/extractor/DebugPostProcessor.java,2640,true,
4785,org/apache/jmeter/extractor,apache,org/apache/jmeter/extractor/HtmlExtractor.java,748,true,
7734,org/apache/jmeter/extractor,apache,org/apache/jmeter/extractor/JSR223PostProcessor.java,1895,true,
9736,org/apache/jmeter/extractor,apache,org/apache/jmeter/extractor/RegexExtractor.java,2797,true,
10183,org/apache/jmeter/extractor,apache,org/apache/jmeter/extractor/XPathExtractor.java,2915,true,
11246,org/apache/jmeter/extractor/gui,apache,org/apache/jmeter/extractor/gui/XPathExtractorGui.java,3359,true,
6169,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/AbstractHostIPName.java,1117,true,
12591,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/BeanShell.java,4002,true,
13384,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/CSVRead.java,4257,true,
7485,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/CharFunction.java,1772,true,
8455,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/EscapeHtml.java,2356,true,
4881,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/EscapeOroRegexpChars.java,770,true,
9344,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/EvalFunction.java,2653,true,
8465,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/EvalVarFunction.java,2369,true,
3629,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/FileRowColContainer.java,228,true,
7868,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/FileToString.java,1968,true,
9736,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/IntSum.java,2797,true,
7064,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/IterationCounter.java,1482,true,
9736,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/JavaScript.java,2797,true,
6590,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/Jexl2Function.java,1176,true,
10346,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/JexlFunction.java,3141,true,
3424,org/apache/jmeter/functions,apache,org/apache/jmeter/functions/LogFunction.java,73,true,
