0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
14,,F102,
15,,F103,
16,,F104,
17,,F105,
18,,F107,
19,,F108,
28,,F16-void,
29,,F16-int,
33,,F16-Integer,
49,,F3-boolean,
53,,F3-String,
111,,F2-Boolean,
114,,F2-ThreadPoolExecutor,
159,,F1-compareTo,
215,,F15-public,
277,,F94,
280,,F109,
281,,F20,
282,,F23,
283,,F22,
284,,F79,
285,,F111,
287,,F113,
288,,F116,
289,,F117,
290,,F118,
293,,F110,
297,,F114,
298,,F115,
299,,F61,
300,,F77,
301,,F88,
302,,F70,
303,,F41,
304,,F40,
305,,F43,
306,,F42,
307,,F45,
308,,F44,
310,,F126,
311,,F127,
312,,F128,
313,,F129,
314,,F36,
315,,F130,
316,,F35,
317,,F131,
318,,F38,
319,,F132,
320,,F37,
321,,F133,
322,,F134,
323,,F39,
324,,F135,
325,,F136,
327,,F83,
328,,F71-xedin@apache.org,
330,,F71-sylvain@datastax.com,
332,,F71-brandonwilliams@apache.org,
333,,F71-dbrosius@mebigfatguy.com,
336,,F71-benedict@apache.org,
337,,F71-marcuse@apache.org,
338,,F71-marcuse@spotify.com,
339,,F71-jbellis@apache.org,
340,,F71-gdusbabek@apache.org,
341,,F71-vijay2win@gmail.com,
342,,F71-dbrosius@apache.org,
343,,F71-aleksey@apache.org,
344,,F71-jake@apache.org,
345,,F71-eevans@apache.org,
346,,F71-tyler@datastax.com,
347,,F71-slebresne@apache.org,
348,,F74,
349,,F73,
350,,F84,
351,,F146,
352,,category,
original feature size,353
refined feature size,89
