F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
0,4,336,2,4,103,1,44,0.5135135135135135,47,19,0.40425531914893614,1.0,0,1,
5,4,336,2,8,103,1,44,0.9594594594594594,47,19,0.40425531914893614,0.6,2,1,
0,3,336,4,4,103,1,44,0.37349397590361444,55,18,0.32727272727272727,1.0,0,1,
0,3,336,4,0,103,1,44,0.6867469879518072,55,18,0.32727272727272727,1.0,0,1,
22,8,336,3,8,103,3,44,0.6347305389221557,129,21,0.16279069767441862,0.13636363636363635,0,1,
0,8,336,3,8,103,1,44,0.2155688622754491,129,21,0.16279069767441862,1.0,0,1,
0,8,336,3,0,103,1,44,0.8922155688622755,129,21,0.16279069767441862,1.0,0,1,
2,2,336,1,0,103,1,44,0.6349206349206349,31,17,0.5483870967741935,1.0,0,1,
5,23,336,18,8,103,2,44,0.9958847736625515,380,43,0.11315789473684211,0.8,5,1,
2,37,336,6,0,103,1,44,0.5514511873350924,296,31,0.10472972972972973,1.0,0,1,
2,10,717,3,4,230,1,69,1.1168831168831168,48,17,0.3541666666666667,1.0,0,0,
0,10,717,3,0,230,1,69,0.8441558441558441,48,17,0.3541666666666667,1.0,0,1,
2,16,717,4,0,230,1,69,0.6835106382978723,267,63,0.23595505617977527,1.0,0,1,
3,16,717,4,8,230,1,69,0.2393617021276596,267,63,0.23595505617977527,0.6666666666666666,0,1,
4,16,717,4,8,230,1,69,0.22606382978723405,267,63,0.23595505617977527,0.75,1,1,
0,17,717,5,0,230,1,69,0.8251533742331288,240,45,0.1875,1.0,0,1,
0,4,0,4,0,32,1,13,0.8529411764705882,65,22,0.3384615384615385,1.0,0,0,
31,6,427,8,0,152,9,48,0.44816053511705684,240,21,0.0875,1.0,0,1,
0,6,427,8,0,152,1,48,0.8394648829431438,240,21,0.0875,1.0,0,1,
0,7,427,3,8,152,1,48,0.9451219512195121,120,22,0.18333333333333332,1.0,0,1,
8,12,427,5,0,152,3,48,0.18229166666666666,227,21,0.09251101321585903,1.0,3,0,
3,12,427,5,8,152,1,48,0.46875,227,21,0.09251101321585903,0.6666666666666666,0,1,
16,12,427,5,12,152,7,48,0.2569444444444444,227,21,0.09251101321585903,0.1875,0,1,
4,12,427,5,0,152,2,48,0.65625,227,21,0.09251101321585903,1.0,3,1,
7,23,1794,1,9,530,4,155,0.9233038348082596,267,38,0.14232209737827714,0.7619047619047619,2,1,
0,1,427,2,0,152,1,48,0.6911764705882353,44,18,0.4090909090909091,1.0,0,1,
0,1,427,2,0,152,1,48,0.9411764705882353,44,18,0.4090909090909091,1.0,0,1,
3,5,63,1,8,8,1,2,0.8524590163934426,84,24,0.2857142857142857,0.6666666666666666,0,1,
62,3,63,1,12,8,13,2,0.9297520661157025,78,29,0.3717948717948718,0.45161290322580644,0,0,
31,3,63,1,12,8,7,2,0.8512396694214877,78,29,0.3717948717948718,0.6129032258064516,0,1,
4,3,63,1,8,8,1,2,0.4132231404958678,78,29,0.3717948717948718,0.5,0,1,
0,15,602,3,0,156,1,59,0.8986784140969163,177,18,0.1016949152542373,1.0,0,1,
0,19,602,4,0,156,1,59,0.20314253647586983,181,84,0.46408839779005523,1.0,0,0,
0,1,602,2,12,156,1,59,0.7166666666666667,35,20,0.5714285714285714,1.0,0,1,
0,2,602,3,9,156,1,59,0.415929203539823,75,20,0.26666666666666666,1.0,0,1,
0,1,602,6,0,156,1,59,0.75,190,22,0.11578947368421053,1.0,0,1,
0,3,602,5,0,156,1,59,0.3991228070175439,181,25,0.13812154696132597,1.0,0,1,
0,3,602,5,0,156,1,59,0.2894736842105263,181,25,0.13812154696132597,1.0,0,1,
3,24,602,1,8,156,1,59,1.0463917525773196,209,46,0.22009569377990432,0.6666666666666666,0,0,
4,24,602,1,8,156,1,59,0.8006872852233677,209,46,0.22009569377990432,0.5,1,1,
0,3,602,1,5,156,1,59,0.5728155339805825,37,56,1.5135135135135136,1.0,0,1,
0,11,602,2,9,156,1,59,0.07012987012987013,233,110,0.4721030042918455,1.0,0,1,
0,0,602,3,0,156,1,59,0.9384615384615385,45,17,0.37777777777777777,1.0,0,1,
0,0,602,3,0,156,1,59,0.9384615384615385,45,17,0.37777777777777777,1.0,0,1,
0,6,602,4,14,156,1,59,0.27848101265822783,126,20,0.15873015873015872,1.0,0,1,
0,6,602,4,0,156,1,59,0.6012658227848101,126,20,0.15873015873015872,1.0,0,1,
0,6,602,4,15,156,1,59,0.5316455696202531,126,20,0.15873015873015872,1.0,0,1,
0,6,602,4,15,156,1,59,0.7784810126582279,126,20,0.15873015873015872,1.0,0,1,
20,136,1200,7,0,469,4,53,0.5535168195718655,1765,240,0.1359773371104816,1.0,0,1,
3,136,1200,7,8,469,1,53,0.254696373962429,1765,240,0.1359773371104816,0.6666666666666666,0,1,
