F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,
0.0,0.5,0.022727272727272728,0.3037974683544304,0.31604098266049,0.0,8.703220191470844E-4,0.009573542210617928,0.31604098266049,-0.625,-1.0,
-1.0,0.4642857142857143,0.00888301749271137,0.44945848375451264,0.39227512239598844,-0.03571428571428571,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.625,-1.0,
0.0,0.2222222222222222,0.015712682379349044,0.3037974683544304,0.31604098266049,-0.5555555555555556,8.703220191470844E-4,0.009573542210617928,0.31604098266049,-0.625,1.0,
1.0,0.054945054945054944,0.0017905550304186152,0.2035490605427975,0.7759481653230883,-0.8791208791208791,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.625,1.0,
-1.0,0.5816326530612245,0.12166805497709288,0.5,0.003491666831941718,0.24489795918367346,0.0039164490861618795,0.03176675369886858,0.003491666831941718,-0.625,-1.0,
0.0,0.3023255813953488,0.007533029436761184,0.44945848375451264,0.39227512239598844,-0.3488372093023256,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.625,-1.0,
-1.0,0.4666666666666667,0.008888888888888889,0.44945848375451264,0.39227512239598844,-0.06666666666666667,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.625,-1.0,
-1.0,0.5,0.017857142857142856,0.5553145336225597,0.18512167159707296,0.0,0.015665796344647518,0.10400348128807659,0.18512167159707296,-0.625,-1.0,
-1.0,0.5,0.008620689655172414,0.2035490605427975,0.7759481653230883,0.125,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.625,-1.0,
1.0,0.2222222222222222,0.005959982971477224,0.2035490605427975,0.7759481653230883,-0.5555555555555556,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.625,1.0,
-0.5,0.1875,0.005440848214285714,0.44945848375451264,0.39227512239598844,-0.625,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.45454545454545453,-1.0,
-1.0,0.42857142857142855,0.008444757213230118,0.2035490605427975,0.7759481653230883,0.0,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.45454545454545453,-1.0,
1.0,0.3404255319148936,0.007742620315012253,0.2035490605427975,0.7759481653230883,-0.2765957446808511,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.45454545454545453,1.0,
1.0,0.054945054945054944,0.0017905550304186152,0.2035490605427975,0.7759481653230883,-0.8791208791208791,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.45454545454545453,1.0,
1.0,0.054945054945054944,0.0017905550304186152,0.2035490605427975,0.7759481653230883,-0.8791208791208791,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.45454545454545453,1.0,
-1.0,0.42857142857142855,0.008444757213230118,0.2035490605427975,0.7759481653230883,0.0,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.45454545454545453,-1.0,
-0.5,0.1875,0.005440848214285714,0.44945848375451264,0.39227512239598844,-0.625,0.004351610095735422,0.1061792863359443,0.39227512239598844,-1.0,-1.0,
1.0,0.3404255319148936,0.007742620315012253,0.2035490605427975,0.7759481653230883,-0.2765957446808511,0.009138381201044387,0.07658833768494343,0.7759481653230883,0.0,0.0,
-1.0,0.4642857142857143,0.00888301749271137,0.44945848375451264,0.39227512239598844,-0.03571428571428571,0.004351610095735422,0.1061792863359443,0.39227512239598844,0.0,0.0,
0.0,0.15384615384615385,0.009298393913778529,0.5553145336225597,0.18512167159707296,-0.6666666666666666,0.015665796344647518,0.10400348128807659,0.18512167159707296,0.0,-1.0,
1.0,0.36666666666666664,0.1161111111111111,0.5,0.003491666831941718,-0.26666666666666666,0.0039164490861618795,0.03176675369886858,0.003491666831941718,0.0,1.0,
1.0,0.36666666666666664,0.1161111111111111,0.5,0.003491666831941718,-0.26666666666666666,0.0039164490861618795,0.03176675369886858,0.003491666831941718,0.0,1.0,
1.0,0.36666666666666664,0.1161111111111111,0.5,0.003491666831941718,-0.26666666666666666,0.0039164490861618795,0.03176675369886858,0.003491666831941718,0.0,1.0,
1.0,0.36666666666666664,0.1161111111111111,0.5,0.003491666831941718,-0.26666666666666666,0.0039164490861618795,0.03176675369886858,0.003491666831941718,0.0,1.0,
-1.0,0.0,0.0,0.2035490605427975,0.7759481653230883,-1.0,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.7064220183486238,-1.0,
1.0,0.4528301886792453,0.008543965824136704,0.2035490605427975,0.7759481653230883,-0.05660377358490566,0.009138381201044387,0.07658833768494343,0.7759481653230883,0.0,1.0,
1.0,0.4528301886792453,0.008543965824136704,0.2035490605427975,0.7759481653230883,-0.05660377358490566,0.009138381201044387,0.07658833768494343,0.7759481653230883,0.0,1.0,
1.0,0.36363636363636365,0.007979481333713309,0.2035490605427975,0.7759481653230883,-0.09090909090909091,0.009138381201044387,0.07658833768494343,0.7759481653230883,1.0,1.0,
1.0,0.5816326530612245,0.12166805497709288,0.5,0.003491666831941718,0.24489795918367346,0.0039164490861618795,0.03176675369886858,0.003491666831941718,1.0,1.0,
1.0,0.5816326530612245,0.12166805497709288,0.5,0.003491666831941718,0.24489795918367346,0.0039164490861618795,0.03176675369886858,0.003491666831941718,1.0,1.0,
1.0,1.0,0.0,0.2857142857142857,0.4284036988589398,1.0,8.703220191470844E-4,0.0073977371627502175,0.4284036988589398,1.0,1.0,
1.0,0.4642857142857143,0.00888301749271137,0.44945848375451264,0.39227512239598844,-0.03571428571428571,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.25,1.0,
-1.0,0.4528301886792453,0.008543965824136704,0.2035490605427975,0.7759481653230883,-0.05660377358490566,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.25,-1.0,
0.0,0.6587677725118484,0.016056628172259,0.5553145336225597,0.18512167159707296,0.44075829383886256,0.015665796344647518,0.10400348128807659,0.18512167159707296,-0.25,-1.0,
0.0,0.25,0.013392857142857142,0.5553145336225597,0.18512167159707296,-0.5,0.015665796344647518,0.10400348128807659,0.18512167159707296,-0.25,1.0,
1.0,0.8,0.005517241379310344,0.2035490605427975,0.7759481653230883,0.6666666666666666,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.25,1.0,
1.0,0.4666666666666667,0.008888888888888889,0.44945848375451264,0.39227512239598844,-0.06666666666666667,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.25,1.0,
1.0,0.4666666666666667,0.008888888888888889,0.44945848375451264,0.39227512239598844,-0.06666666666666667,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.25,1.0,
-0.5,0.1875,0.005440848214285714,0.44945848375451264,0.39227512239598844,-0.625,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.25,-1.0,
-1.0,0.4642857142857143,0.00888301749271137,0.44945848375451264,0.39227512239598844,-0.03571428571428571,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.25,-1.0,
0.0,0.125,0.00390625,0.44945848375451264,0.39227512239598844,-0.75,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.25,0.0,
0.0,0.4367816091954023,0.008785836966574184,0.44945848375451264,0.39227512239598844,-0.10919540229885058,0.004351610095735422,0.1061792863359443,0.39227512239598844,-0.25,-1.0,
-1.0,0.36666666666666664,0.1161111111111111,0.5,0.003491666831941718,-0.26666666666666666,0.0039164490861618795,0.03176675369886858,0.003491666831941718,-0.25,-1.0,
-1.0,0.5,0.017857142857142856,0.5553145336225597,0.18512167159707296,0.0,0.015665796344647518,0.10400348128807659,0.18512167159707296,-0.25,-1.0,
0.0,0.6587677725118484,0.016056628172259,0.5553145336225597,0.18512167159707296,0.44075829383886256,0.015665796344647518,0.10400348128807659,0.18512167159707296,-0.25,1.0,
1.0,0.24812030075187969,0.006432986796781947,0.2035490605427975,0.7759481653230883,-0.5037593984962406,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.25,1.0,
0.0,0.6587677725118484,0.016056628172259,0.5553145336225597,0.18512167159707296,0.44075829383886256,0.015665796344647518,0.10400348128807659,0.18512167159707296,-0.25,1.0,
0.0,0.6587677725118484,0.016056628172259,0.5553145336225597,0.18512167159707296,0.44075829383886256,0.015665796344647518,0.10400348128807659,0.18512167159707296,-0.25,1.0,
1.0,0.36363636363636365,0.007979481333713309,0.2035490605427975,0.7759481653230883,-0.09090909090909091,0.009138381201044387,0.07658833768494343,0.7759481653230883,0.6,1.0,
1.0,0.5816326530612245,0.12166805497709288,0.5,0.003491666831941718,0.24489795918367346,0.0039164490861618795,0.03176675369886858,0.003491666831941718,0.6,1.0,
