0,,F72,
2,,F55,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
13,,F101,
14,,F102,
15,,F103,
17,,F105,
28,,F16-void,
56,,F3-int,
58,,F3-BitSet,
59,,F3-input,
93,,F17-static,
103,,F2-Math,
154,,F1-pushFollow,
164,,F1-match,
167,,F1-max,
278,,F95,
282,,F23,
283,,F22,
284,,F79,
286,,F112,
287,,F113,
288,,F116,
297,,F114,
298,,F115,
299,,F61,
306,,F42,
309,,F46,
310,,F126,
311,,F127,
312,,F128,
313,,F129,
314,,F36,
315,,F130,
316,,F35,
317,,F131,
318,,F38,
319,,F132,
320,,F37,
321,,F133,
322,,F134,
323,,F39,
325,,F136,
326,,F137,
328,,F71-xedin@apache.org,
329,,F71-povel.y@gmail.com,
332,,F71-brandonwilliams@apache.org,
334,,F71-johan@apache.org,
343,,F71-aleksey@apache.org,
349,,F73,
352,,category,
original feature size,353
refined feature size,53
