0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
14,,F102,
15,,F103,
16,,F104,
17,,F105,
18,,F107,
19,,F108,
22,,F16-long,
28,,F16-void,
29,,F16-int,
42,,F3-Class,
53,,F3-String,
73,,F12-long,
78,,F12-TField,
79,,F12-Logger,
88,,F12-TStruct,
92,,F12-Map<Class<? extends IScheme> SchemeFactory>,
98,,F2-Random,
115,,F2-File,
124,,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,
127,,F6-org.apache.thrift.protocol.TStruct,
138,,F13-public,
141,,F18-private,
143,,F18-public,
144,,F14-static-final,
148,,F14-final,
169,,F5-java.util.AbstractMap,
170,,F5-java.lang.Object,
173,,F5-AbstractType,
215,,F15-public,
258,,F11-IRE_FIELD_DESC,
259,,F11-COMPRESSION_FIELD_DESC,
261,,F11-NAME_FIELD_DESC,
262,,F11-SUCCESS_FIELD_DESC,
263,,F11-KEY_FIELD_DESC,
265,,F11-KEYSPACE_FIELD_DESC,
269,,F11-COLUMN_PARENT_FIELD_DESC,
270,,F11-STRUCT_DESC,
273,,F11-instance,
274,,F11-QUERY_FIELD_DESC,
275,,F11-UE_FIELD_DESC,
277,,F94,
278,,F95,
280,,F109,
281,,F20,
282,,F23,
283,,F22,
284,,F79,
285,,F111,
286,,F112,
287,,F113,
288,,F116,
289,,F117,
290,,F118,
293,,F110,
297,,F114,
298,,F115,
299,,F61,
300,,F77,
301,,F88,
302,,F70,
303,,F41,
306,,F42,
309,,F46,
310,,F126,
311,,F127,
312,,F128,
313,,F129,
314,,F36,
315,,F130,
317,,F131,
318,,F38,
319,,F132,
320,,F37,
321,,F133,
322,,F134,
324,,F135,
325,,F136,
326,,F137,
327,,F83,
328,,F71-xedin@apache.org,
329,,F71-povel.y@gmail.com,
330,,F71-sylvain@datastax.com,
331,,F71-yukim@apache.org,
332,,F71-brandonwilliams@apache.org,
334,,F71-johan@apache.org,
335,,F71-jakers@gmail.com,
336,,F71-benedict@apache.org,
337,,F71-marcuse@apache.org,
338,,F71-marcuse@spotify.com,
339,,F71-jbellis@apache.org,
340,,F71-gdusbabek@apache.org,
342,,F71-dbrosius@apache.org,
343,,F71-aleksey@apache.org,
344,,F71-jake@apache.org,
345,,F71-eevans@apache.org,
346,,F71-tyler@datastax.com,
347,,F71-slebresne@apache.org,
348,,F74,
350,,F84,
352,,category,
original feature size,353
refined feature size,112
