F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
1,0.0036900369003690036,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,80,39,11,130,563,0.003430840248544633,359,1,41,1,0.03781169080182024,2,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0036900369003690036,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,80,39,11,130,563,0.003430840248544633,359,1,41,1,0.03781169080182024,2,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0036900369003690036,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,80,39,11,130,563,0.003430840248544633,359,1,41,1,0.03781169080182024,2,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0036900369003690036,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,80,39,11,130,563,0.003430840248544633,359,1,41,1,0.03781169080182024,2,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0036900369003690036,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,80,39,11,130,563,0.003430840248544633,359,1,41,1,0.03781169080182024,2,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0036900369003690036,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,80,39,11,130,563,0.003430840248544633,359,1,41,1,0.03781169080182024,2,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,1645,1572,573,3790,563,0.003430840248544633,359,0,73,0,0.18729699177051162,0,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,1645,1572,573,3790,563,0.003430840248544633,359,0,73,0,0.18729699177051162,0,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,1645,1572,573,3790,563,0.003430840248544633,359,0,73,0,0.18729699177051162,0,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
1,0.0,0,1,0,2,6607,459,171670,1.4760147601476013E-4,56037,4,0.08258602158840063,100,86,5,4,95,563,0.003430840248544633,359,0,81,0,0.024378283110546406,0,2903,0,1949,622,0,5474,954,0.15523963681141847,110550,54513,
