F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,
14,6,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.015765765765765764,0.006756756756756757,0.0011261261261261261,
14,6,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.015765765765765764,0.006756756756756757,0.0011261261261261261,
14,6,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.015765765765765764,0.006756756756756757,0.0011261261261261261,
14,6,CORRECTNESS,0.0011402508551881414,IL_INFINITE_RECURSIVE_LOOP,9,1,1,0.015765765765765764,0.006756756756756757,0.0011261261261261261,
14,6,PERFORMANCE,0.009122006841505131,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.015765765765765764,0.006756756756756757,0.0,
14,6,PERFORMANCE,0.009122006841505131,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.015765765765765764,0.006756756756756757,0.0,
14,3,EXPERIMENTAL,0.0011402508551881414,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,20,2,2,0.015765765765765764,0.0033783783783783786,0.0022522522522522522,
14,3,BAD_PRACTICE,0.04104903078677309,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.015765765765765764,0.0033783783783783786,0.0011261261261261261,
14,3,BAD_PRACTICE,0.005701254275940707,UI_INHERITANCE_UNSAFE_GETRESOURCE,19,3,2,0.015765765765765764,0.0033783783783783786,0.0022522522522522522,
14,2,PERFORMANCE,0.00798175598631699,URF_UNREAD_FIELD,18,2,0,0.015765765765765764,0.0022522522522522522,0.0,
14,2,PERFORMANCE,0.00798175598631699,URF_UNREAD_FIELD,18,2,0,0.015765765765765764,0.0022522522522522522,0.0,
14,1,STYLE,0.004561003420752566,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.015765765765765764,0.0011261261261261261,0.0011261261261261261,
14,2,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.015765765765765764,0.0022522522522522522,0.0011261261261261261,
14,2,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.015765765765765764,0.0022522522522522522,0.0011261261261261261,
6,4,BAD_PRACTICE,0.0011402508551881414,OS_OPEN_STREAM_EXCEPTION_PATH,19,3,3,0.006756756756756757,0.0045045045045045045,0.0033783783783783786,
6,4,BAD_PRACTICE,0.04104903078677309,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.006756756756756757,0.0045045045045045045,0.0011261261261261261,
6,4,BAD_PRACTICE,0.04104903078677309,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.006756756756756757,0.0045045045045045045,0.0033783783783783786,
6,4,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,3,0.006756756756756757,0.0045045045045045045,0.0033783783783783786,
6,1,MT_CORRECTNESS,0.002280501710376283,LI_LAZY_INIT_STATIC,17,3,1,0.006756756756756757,0.0011261261261261261,0.0011261261261261261,
6,1,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.006756756756756757,0.0011261261261261261,0.0011261261261261261,
1,1,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0011261261261261261,0.0011261261261261261,0.0011261261261261261,
1,1,CORRECTNESS,0.005701254275940707,UWF_UNWRITTEN_FIELD,12,2,0,0.0011261261261261261,0.0011261261261261261,0.0,
1,1,STYLE,0.07981755986316989,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0011261261261261261,0.0011261261261261261,0.0011261261261261261,
3,1,BAD_PRACTICE,0.005701254275940707,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,14,1,0,0.0033783783783783786,0.0011261261261261261,0.0,
3,1,BAD_PRACTICE,0.005701254275940707,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,14,1,0,0.0033783783783783786,0.0011261261261261261,0.0,
5,1,BAD_PRACTICE,0.005701254275940707,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,14,1,0,0.00563063063063063,0.0011261261261261261,0.0,
5,1,BAD_PRACTICE,0.005701254275940707,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,14,1,0,0.00563063063063063,0.0011261261261261261,0.0,
5,1,BAD_PRACTICE,0.005701254275940707,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,14,1,0,0.00563063063063063,0.0011261261261261261,0.0,
5,2,PERFORMANCE,0.02394526795895097,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,1,0.00563063063063063,0.0022522522522522522,0.0011261261261261261,
5,2,PERFORMANCE,0.02394526795895097,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,1,0.00563063063063063,0.0022522522522522522,0.0011261261261261261,
5,2,BAD_PRACTICE,0.0034207525655644243,NM_CONFUSING,19,3,0,0.00563063063063063,0.0022522522522522522,5.630630630630631E-4,
5,2,BAD_PRACTICE,0.0034207525655644243,NM_CONFUSING,19,3,0,0.00563063063063063,0.0022522522522522522,5.630630630630631E-4,
5,0,STYLE,0.00798175598631699,EQ_DOESNT_OVERRIDE_EQUALS,17,2,2,0.00563063063063063,0.0,0.0022522522522522522,
16,5,STYLE,0.0034207525655644243,BC_UNCONFIRMED_CAST,20,3,2,0.018018018018018018,0.00563063063063063,0.0022522522522522522,
16,5,STYLE,0.0034207525655644243,BC_UNCONFIRMED_CAST,20,3,2,0.018018018018018018,0.00563063063063063,0.0022522522522522522,
16,5,BAD_PRACTICE,0.04104903078677309,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.018018018018018018,0.00563063063063063,0.0033783783783783786,
16,5,BAD_PRACTICE,0.04104903078677309,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.018018018018018018,0.00563063063063063,0.0033783783783783786,
16,5,BAD_PRACTICE,0.04104903078677309,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.018018018018018018,0.00563063063063063,0.0033783783783783786,
