0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
15,,F103,
16,,F104,
17,,F105,
18,,F107,
23,,F16-ByteBuffer[][],
26,,F16-Object,
28,,F16-void,
29,,F16-int,
48,,F3-boolean,
113,,F2-Boolean,
159,,F1-compareTo,
169,,F5-java.lang.Object,
210,,F15-public,
272,,F94,
273,,F95,
275,,F109,
277,,F23,
279,,F79,
281,,F112,
282,,F113,
283,,F116,
284,,F117,
285,,F118,
292,,F114,
293,,F115,
295,,F77,
296,,F88,
297,,F70,
299,,F40,
301,,F42,
302,,F45,
311,,F35,
313,,F38,
314,,F132,
315,,F37,
316,,F133,
317,,F134,
318,,F39,
319,,F135,
320,,F136,
324,,F71-jmckenzie@apache.org,
327,,F71-yukim@apache.org,
333,,F71-marcuse@apache.org,
334,,F71-jbellis@apache.org,
338,,F71-aleksey@apache.org,
339,,F71-jake@apache.org,
343,,F74,
345,,F84,
347,,category,
original feature size,348
refined feature size,59
