0,,F72,
6,,F65,
7,,F64,
8,,F67,
10,,F66,
12,,F68,
13,,F101,
15,,F103,
16,,F104,
17,,F105,
28,,F16-void,
59,,F3-input,
79,,F12-TField,
88,,F12-TStruct,
93,,F17-static,
128,,F6-org.apache.thrift.protocol.TStruct,
133,,F6-org.apache.thrift.protocol.TField,
136,,F13-private,
142,,F18-public,
143,,F14-static-final,
169,,F5-java.lang.Object,
265,,F11-STRUCT_DESC,
273,,F95,
281,,F112,
282,,F113,
283,,F116,
284,,F117,
288,,F110,
289,,F121,
290,,F122,
292,,F114,
293,,F115,
295,,F77,
296,,F88,
297,,F70,
301,,F42,
303,,F44,
305,,F126,
306,,F127,
307,,F128,
308,,F129,
309,,F36,
310,,F130,
312,,F131,
313,,F38,
314,,F132,
316,,F133,
317,,F134,
319,,F135,
323,,F71-xedin@apache.org,
324,,F71-jmckenzie@apache.org,
328,,F71-brandonwilliams@apache.org,
329,,F71-dbrosius@mebigfatguy.com,
330,,F71-johan@apache.org,
331,,F71-benedict@apache.org,
332,,F71-jakers@gmail.com,
333,,F71-marcuse@apache.org,
334,,F71-jbellis@apache.org,
335,,F71-gdusbabek@apache.org,
336,,F71-vijay2win@gmail.com,
337,,F71-dbrosius@apache.org,
338,,F71-aleksey@apache.org,
339,,F71-jake@apache.org,
341,,F71-tyler@datastax.com,
342,,F71-slebresne@apache.org,
343,,F74,
344,,F73,
345,,F84,
347,,category,
original feature size,348
refined feature size,68
