0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
7,,F64,
8,,F67,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
14,,F102,
15,,F103,
17,,F105,
18,,F107,
79,,F12-TField,
88,,F12-TStruct,
92,,F12-Map<Class<? extends IScheme> SchemeFactory>,
123,,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,
128,,F6-org.apache.thrift.protocol.TStruct,
133,,F6-org.apache.thrift.protocol.TField,
136,,F13-private,
142,,F18-public,
143,,F14-static-final,
168,,F5-java.util.AbstractMap,
169,,F5-java.lang.Object,
253,,F11-IRE_FIELD_DESC,
257,,F11-SUCCESS_FIELD_DESC,
259,,F11-schemes,
265,,F11-STRUCT_DESC,
272,,F94,
273,,F95,
280,,F111,
281,,F112,
283,,F116,
284,,F117,
288,,F110,
293,,F115,
294,,F61,
304,,F46,
305,,F126,
306,,F127,
307,,F128,
309,,F36,
311,,F35,
313,,F38,
318,,F39,
322,,F83,
326,,F71-sylvain@datastax.com,
327,,F71-yukim@apache.org,
328,,F71-brandonwilliams@apache.org,
329,,F71-dbrosius@mebigfatguy.com,
331,,F71-benedict@apache.org,
334,,F71-jbellis@apache.org,
339,,F71-jake@apache.org,
341,,F71-tyler@datastax.com,
347,,category,
original feature size,348
refined feature size,56
