0,,F72,
3,,F25,
8,,F67,
9,,F34,
10,,F66,
12,,F68,
13,,F101,
15,,F103,
28,,F16-void,
273,,F95,
279,,F79,
281,,F112,
282,,F113,
283,,F116,
292,,F114,
293,,F115,
308,,F129,
309,,F36,
310,,F130,
312,,F131,
314,,F132,
316,,F133,
318,,F39,
319,,F135,
320,,F136,
321,,F137,
325,,F71-povel.y@gmail.com,
328,,F71-brandonwilliams@apache.org,
334,,F71-jbellis@apache.org,
336,,F71-vijay2win@gmail.com,
339,,F71-jake@apache.org,
341,,F71-tyler@datastax.com,
344,,F73,
345,,F84,
346,,F146,
347,,category,
original feature size,348
refined feature size,35
