BAD_PRACTICE,NM_CONFUSING,java/sql/SQLException.java,getSQLState,137-137,[],,getSqlState,241-241,[        return sqlState_;],,
BAD_PRACTICE,NM_CONFUSING,javax/sql/rowset/BaseRowSet.java,getUrl,69-69,[],,getURL,944-949,[            checkForClosedConnection();,             return getURL_();,         },         catch ( SqlException se ),         {,             throw se.getSQLException();],,
BAD_PRACTICE,NM_CONFUSING,javax/sql/rowset/BaseRowSet.java,getUsername,70-70,[],,getUserName,954-955,[        checkForClosedConnection();,         return connection_.user_;],,
STYLE,BC_UNCONFIRMED_CAST,org/apache/derby/catalog/GetProcedureColumns.java,<init>,138-138,[			procedure = (RoutineAliasInfo) aliasInfo;],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/derby/catalog/GetProcedureColumns.java,,136-136,[			isProcedure = aliasType.equals("P");],,
STYLE,DLS_DEAD_LOCAL_STORE,org/apache/derby/catalog/SystemProcedures.java,SYSCS_SET_XPLAIN_SCHEMA,2015-2015,[        TransactionController     tc        = lcc.getTransactionExecute();],,
BAD_PRACTICE,DMI_RANDOM_USED_ONLY_ONCE,org/apache/derby/catalog/SystemProcedures.java,RAND,1829-1829,[		return (new Random(seed)).nextDouble();],,
I18N,DM_CONVERT_CASE,org/apache/derby/catalog/SystemProcedures.java,isForODBC,668-668,[		return ((optionValue != null) && optionValue.toUpperCase().equals(ODBC_DRIVER_OPTION));],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/derby/catalog/SystemProcedures.java,SYSCS_GET_USER_ACCESS,1916-1916,[                throw StandardException.newException(SQLState.AUTH_INVALID_USER_NAME,],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/derby/catalog/SystemProcedures.java,SYSCS_SET_USER_ACCESS,1847-1847,[                 throw StandardException.newException(SQLState.AUTH_INVALID_USER_NAME,],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,org/apache/derby/catalog/SystemProcedures.java,SYSCS_BULK_INSERT,1757-1757,[		PreparedStatement ps = conn.prepareStatement(binsertSql);],,SYSCS_BULK_INSERT,1758-1758,[		ps.executeUpdate();],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,org/apache/derby/catalog/SystemProcedures.java,SYSCS_COMPRESS_TABLE,897-897,[        PreparedStatement ps = conn.prepareStatement(query.toString());],,SYSCS_COMPRESS_TABLE,898-898,[		ps.executeUpdate();],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,org/apache/derby/catalog/SystemProcedures.java,SYSCS_DROP_STATISTICS,817-817,[        PreparedStatement ps = conn.prepareStatement(query.toString());],,SYSCS_DROP_STATISTICS,818-818,[        ps.executeUpdate();],,
