0,,F72,
1,,F54,
7,,F64,
11,,F69,
12,,F68,
13,,F101,
14,,F102,
16,,F104,
17,,F105,
18,,F107,
29,,F16-void,
53,,F3-String,
246,,F94,
247,,F95,
250,,F20,
251,,F23,
253,,F79,
254,,F111,
255,,F112,
256,,F113,
257,,F116,
258,,F117,
259,,F118,
262,,F110,
267,,F115,
268,,F61,
269,,F77,
271,,F70,
272,,F41,
273,,F40,
275,,F42,
277,,F44,
278,,F46,
279,,F126,
280,,F127,
282,,F129,
284,,F130,
287,,F38,
288,,F132,
290,,F133,
298,,F71-jboynes@apache.org,
310,,F71-jfclere@apache.org,
314,,F71-violetagg@apache.org,
321,,category,
original feature size,322
refined feature size,43
