F61,F77,F88,F70,
0,12781,0,17995,
23,12781,0,17995,
14,12781,0,17995,
14,12781,0,17995,
6,12623,0,17837,
11,12781,0,17995,
1,3730,0,8944,
26,12781,0,17995,
26,12781,0,17995,
26,12781,0,17995,
12,12781,0,17995,
12,12781,0,17995,
11,12781,0,17995,
9,12781,0,17995,
9,12781,0,17995,
13,12781,0,17995,
11,12781,0,17995,
19,12781,0,17995,
19,12781,0,17995,
19,12781,0,17995,
19,12781,0,17995,
6,2424,0,7638,
37,12781,0,17995,
22,6582,0,11796,
37,12781,0,17995,
9,4155,0,9369,
30,12781,0,17995,
9,12781,0,17995,
0,12781,0,17995,
0,12781,0,17995,
21,6622,0,11836,
0,5057,0,10271,
11,4332,0,9546,
181,12781,0,17995,
181,12781,0,17995,
181,12781,0,17995,
7,12781,0,17995,
38,12781,0,17995,
38,12781,0,17995,
38,12781,0,17995,
50,5443,0,10657,
193,12781,0,17995,
193,12781,0,17995,
193,12781,0,17995,
193,12781,0,17995,
193,12781,0,17995,
57,5549,0,10763,
193,12781,0,17995,
31,5549,0,10763,
94,12781,0,17995,
69,10636,0,15850,
37,12781,0,17995,
37,12781,0,17995,
37,12781,0,17995,
37,12781,0,17995,
47,12781,0,17995,
47,12781,0,17995,
47,12781,0,17995,
8,9488,0,14702,
8,9488,0,14702,
8,9488,0,14702,
8,9488,0,14702,
7,9486,0,14700,
23,12781,0,17995,
23,12781,0,17995,
23,12781,0,17995,
29,12781,0,17995,
29,12781,0,17995,
29,12781,0,17995,
29,12781,0,17995,
0,12781,0,17995,
22,5404,0,10618,
71,12410,0,17624,
58,11441,0,16655,
50,10319,0,15533,
65,12295,0,17509,
22,5404,0,10618,
71,12410,0,17624,
41,9148,0,14362,
22,5404,0,10618,
55,10683,0,15897,
55,10683,0,15897,
56,8230,0,13444,
56,8230,0,13444,
43,7930,0,13144,
22,5030,0,10244,
55,11852,0,17066,
55,11852,0,17066,
55,11852,0,17066,
55,11852,0,17066,
29,10408,0,15622,
41,12781,0,17995,
41,12781,0,17995,
4,521,0,5735,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
293,12781,0,17995,
160,7574,0,12788,
293,12781,0,17995,
149,7245,0,12459,
260,11203,0,16417,
40,9020,0,14234,
15,7270,0,12484,
3,4321,0,9535,
2,4321,0,9535,
96,12781,0,17995,
96,12781,0,17995,
60,9466,0,14680,
96,12781,0,17995,
96,12781,0,17995,
96,12781,0,17995,
96,12781,0,17995,
96,12781,0,17995,
71,10683,0,15897,
93,12714,0,17928,
96,12781,0,17995,
96,12781,0,17995,
96,12781,0,17995,
96,12781,0,17995,
6,5059,0,10273,
4,2189,0,7403,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
1,2518,0,7732,
17,8531,0,13745,
16,8179,0,13393,
16,8179,0,13393,
1,5411,0,10625,
21,9657,0,14871,
7,9933,0,15147,
13,12274,0,17488,
5,9812,0,15026,
9,10447,0,15661,
8,10441,0,15655,
8,10441,0,15655,
8,10441,0,15655,
29,12570,0,17784,
29,12570,0,17784,
4,5274,0,10488,
22,12065,0,17279,
41,12570,0,17784,
41,12570,0,17784,
41,12570,0,17784,
41,12570,0,17784,
11,12570,0,17784,
11,12570,0,17784,
11,12570,0,17784,
18,12570,0,17784,
2,2502,0,7716,
94,12570,0,17784,
94,12570,0,17784,
48,7651,0,12865,
94,12570,0,17784,
94,12570,0,17784,
94,12570,0,17784,
94,12570,0,17784,
94,12570,0,17784,
94,12570,0,17784,
94,12570,0,17784,
14,1902,0,7116,
94,12570,0,17784,
11,4667,0,9881,
62,12570,0,17784,
36,12570,0,17784,
21,12570,0,17784,
16,12570,0,17784,
16,12570,0,17784,
34,12570,0,17784,
61,12570,0,17784,
33,1343,0,6557,
19,949,0,6163,
144,9051,0,14265,
195,12781,0,17995,
195,12781,0,17995,
195,12781,0,17995,
195,12781,0,17995,
76,12781,0,17995,
76,12781,0,17995,
76,12781,0,17995,
20,6157,0,11371,
64,10686,0,15900,
64,10686,0,15900,
64,10686,0,15900,
64,10686,0,15900,
54,9674,0,14888,
64,10686,0,15900,
64,10686,0,15900,
64,10686,0,15900,
64,10686,0,15900,
64,10686,0,15900,
24,12680,0,17894,
72,12680,0,17894,
72,12680,0,17894,
72,12680,0,17894,
72,12680,0,17894,
72,12680,0,17894,
72,12680,0,17894,
72,12680,0,17894,
72,12680,0,17894,
4,572,0,5786,
16,12680,0,17894,
16,12680,0,17894,
21,12680,0,17894,
21,12680,0,17894,
21,12680,0,17894,
21,12680,0,17894,
21,12680,0,17894,
21,12680,0,17894,
21,12680,0,17894,
21,12680,0,17894,
21,12680,0,17894,
35,12680,0,17894,
35,12680,0,17894,
35,12680,0,17894,
35,12680,0,17894,
35,12680,0,17894,
24,9224,0,14438,
35,12680,0,17894,
4,11982,0,17196,
4,11982,0,17196,
10,10915,0,16129,
11,10919,0,16133,
11,10919,0,16133,
7,4235,0,9449,
7,4235,0,9449,
7,4235,0,9449,
7,4235,0,9449,
7,4235,0,9449,
8,12781,0,17995,
10,7905,0,13119,
10,7905,0,13119,
13,12781,0,17995,
13,12781,0,17995,
13,12781,0,17995,
13,12781,0,17995,
18,11015,0,16229,
16,11000,0,16214,
43,12781,0,17995,
12,12781,0,17995,
1,4295,0,9509,
29,12781,0,17995,
29,12781,0,17995,
28,12737,0,17951,
28,12737,0,17951,
22,12781,0,17995,
36,12623,0,17837,
2,2290,0,7504,
37,12781,0,17995,
35,12781,0,17995,
35,12781,0,17995,
35,12781,0,17995,
35,12781,0,17995,
35,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
57,10398,0,15612,
14,11025,0,16239,
70,12781,0,17995,
70,12781,0,17995,
70,12781,0,17995,
70,12781,0,17995,
70,12781,0,17995,
70,12781,0,17995,
70,12781,0,17995,
70,12781,0,17995,
70,12781,0,17995,
11,12781,0,17995,
3,6844,0,12058,
21,12781,0,17995,
21,12781,0,17995,
26,11004,0,16218,
42,12781,0,17995,
32,12165,0,17379,
42,12781,0,17995,
42,12781,0,17995,
42,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
74,12781,0,17995,
21,4287,0,9501,
74,12781,0,17995,
74,12781,0,17995,
25,5056,0,10270,
74,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
38,10488,0,15702,
55,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
55,12781,0,17995,
19,12781,0,17995,
19,12781,0,17995,
19,12781,0,17995,
28,12781,0,17995,
11,6383,0,11597,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
3,4285,0,9499,
96,12781,0,17995,
47,12781,0,17995,
33,9060,0,14274,
33,9060,0,14274,
47,12781,0,17995,
78,12781,0,17995,
78,12781,0,17995,
78,12781,0,17995,
76,12737,0,17951,
78,12781,0,17995,
73,12623,0,17837,
12,12781,0,17995,
11,12781,0,17995,
11,12781,0,17995,
13,12781,0,17995,
13,12781,0,17995,
11,12438,0,17652,
16,12781,0,17995,
16,12781,0,17995,
15,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
12,6119,0,11333,
37,12781,0,17995,
37,12781,0,17995,
66,12781,0,17995,
66,12781,0,17995,
66,12781,0,17995,
66,12781,0,17995,
66,12781,0,17995,
66,12781,0,17995,
22,12781,0,17995,
22,12781,0,17995,
23,12781,0,17995,
23,12781,0,17995,
89,5107,0,10321,
230,12781,0,17995,
230,12781,0,17995,
230,12781,0,17995,
192,9460,0,14674,
230,12781,0,17995,
230,12781,0,17995,
142,7705,0,12919,
230,12781,0,17995,
42,2592,0,7806,
23,12781,0,17995,
23,12781,0,17995,
26,5030,0,10244,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
31,5363,0,10577,
10,12781,0,17995,
127,12781,0,17995,
127,12781,0,17995,
127,12781,0,17995,
127,12781,0,17995,
127,12781,0,17995,
127,12781,0,17995,
127,12781,0,17995,
12,12781,0,17995,
12,12781,0,17995,
1,3763,0,8977,
60,11120,0,16334,
1,1837,0,7051,
60,11120,0,16334,
15,5047,0,10261,
55,10213,0,15427,
50,9870,0,15084,
50,9870,0,15084,
17,12781,0,17995,
8,4719,0,9933,
7,1996,0,7210,
4,3295,0,8509,
5,3295,0,8509,
5,3295,0,8509,
1,3295,0,8509,
1,3295,0,8509,
1,3295,0,8509,
3,3295,0,8509,
8,12570,0,17784,
8,12570,0,17784,
8,12570,0,17784,
12,12570,0,17784,
9,12570,0,17784,
10,12570,0,17784,
10,12570,0,17784,
18,12570,0,17784,
11,12570,0,17784,
26,12570,0,17784,
26,12570,0,17784,
26,12570,0,17784,
27,12570,0,17784,
27,12570,0,17784,
27,12570,0,17784,
27,12570,0,17784,
27,12570,0,17784,
27,12570,0,17784,
27,12570,0,17784,
27,12570,0,17784,
11,12570,0,17784,
11,12570,0,17784,
13,12570,0,17784,
13,12570,0,17784,
11,12570,0,17784,
16,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
25,12570,0,17784,
6,10674,0,15888,
6,12570,0,17784,
8,4261,0,9475,
15,12005,0,17219,
7,4261,0,9475,
8,10704,0,15918,
14,12570,0,17784,
18,12570,0,17784,
18,12570,0,17784,
18,12570,0,17784,
18,12570,0,17784,
18,12570,0,17784,
18,12570,0,17784,
20,12570,0,17784,
13,12570,0,17784,
13,12570,0,17784,
12,12570,0,17784,
20,12570,0,17784,
20,12570,0,17784,
20,12570,0,17784,
8,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
31,12570,0,17784,
45,12570,0,17784,
45,12570,0,17784,
40,11644,0,16858,
45,12570,0,17784,
24,12570,0,17784,
24,12570,0,17784,
24,12570,0,17784,
24,12570,0,17784,
24,12570,0,17784,
24,12570,0,17784,
24,12570,0,17784,
24,12570,0,17784,
24,12570,0,17784,
17,11330,0,16544,
17,11330,0,16544,
18,12570,0,17784,
18,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
92,12570,0,17784,
21,12570,0,17784,
21,12570,0,17784,
6,12251,0,17465,
6,12570,0,17784,
6,12570,0,17784,
6,12570,0,17784,
6,12570,0,17784,
18,12570,0,17784,
18,12570,0,17784,
18,12570,0,17784,
7,12252,0,17466,
7,12252,0,17466,
1,4205,0,9419,
19,12570,0,17784,
19,12570,0,17784,
19,12570,0,17784,
19,12570,0,17784,
19,12570,0,17784,
19,12570,0,17784,
19,12570,0,17784,
19,12570,0,17784,
19,12570,0,17784,
7,7515,0,12729,
7,7515,0,12729,
17,12570,0,17784,
17,12570,0,17784,
9,12570,0,17784,
9,12570,0,17784,
9,12570,0,17784,
44,12570,0,17784,
18,12250,0,17464,
18,12250,0,17464,
30,12570,0,17784,
30,12570,0,17784,
30,12570,0,17784,
19,11326,0,16540,
30,12570,0,17784,
30,12570,0,17784,
30,12570,0,17784,
6,7415,0,12629,
26,12570,0,17784,
26,12570,0,17784,
17,12455,0,17669,
2,7782,0,12996,
30,12781,0,17995,
30,12781,0,17995,
30,12781,0,17995,
8,12781,0,17995,
8,12781,0,17995,
14,12781,0,17995,
30,12781,0,17995,
28,8918,0,14132,
8,12781,0,17995,
15,12781,0,17995,
12,12781,0,17995,
12,12781,0,17995,
12,12781,0,17995,
8,12781,0,17995,
1,976,0,6190,
1,976,0,6190,
1,976,0,6190,
106,12781,0,17995,
106,12781,0,17995,
3,4825,0,10039,
29,12157,0,17371,
34,12781,0,17995,
34,12781,0,17995,
34,12781,0,17995,
34,12781,0,17995,
34,12781,0,17995,
26,11342,0,16556,
34,12781,0,17995,
30,12781,0,17995,
8,6556,0,11770,
3,3373,0,8587,
3,3373,0,8587,
3,3373,0,8587,
3,3373,0,8587,
3,3373,0,8587,
3,3373,0,8587,
3,3373,0,8587,
3,3373,0,8587,
1,3373,0,8587,
1,3373,0,8587,
6,3373,0,8587,
6,3373,0,8587,
6,3373,0,8587,
6,3373,0,8587,
6,3373,0,8587,
1,1343,0,6557,
3,1661,0,6875,
3,1661,0,6875,
15,3861,0,9075,
12,3861,0,9075,
9,3861,0,9075,
3,3861,0,9075,
3,3861,0,9075,
7,3861,0,9075,
5,3861,0,9075,
5,3861,0,9075,
62,6367,0,11581,
62,6367,0,11581,
37,12781,0,17995,
26,7147,0,12361,
95,7807,0,13021,
67,5912,0,11126,
80,6275,0,11489,
80,6275,0,11489,
80,6275,0,11489,
17,1786,0,7000,
23,12781,0,17995,
27,12781,0,17995,
7,7978,0,13192,
7,7978,0,13192,
145,9815,0,15029,
116,7159,0,12373,
116,7159,0,12373,
32,2514,0,7728,
23,9814,0,15028,
17,5924,0,11138,
17,5924,0,11138,
1,420,0,5634,
43,9811,0,15025,
18,12781,0,17995,
18,12781,0,17995,
18,12781,0,17995,
18,12781,0,17995,
18,12781,0,17995,
18,12781,0,17995,
18,12781,0,17995,
18,12781,0,17995,
7,1933,0,7147,
8,649,0,5863,
6,649,0,5863,
76,5877,0,11091,
163,12781,0,17995,
49,12781,0,17995,
16,2672,0,7886,
11,2674,0,7888,
12,2681,0,7895,
11,2674,0,7888,
3,356,0,5570,
1,356,0,5570,
42,5849,0,11063,
83,12593,0,17807,
14,12781,0,17995,
33,12781,0,17995,
11,12781,0,17995,
11,12781,0,17995,
2,7147,0,12361,
9,12781,0,17995,
1,7147,0,12361,
13,3011,0,8225,
6,356,0,5570,
3,356,0,5570,
3,356,0,5570,
9,4899,0,10113,
24,4916,0,10130,
16,12781,0,17995,
16,12781,0,17995,
16,12781,0,17995,
9,12781,0,17995,
15,12781,0,17995,
15,12781,0,17995,
17,12781,0,17995,
17,12781,0,17995,
17,12781,0,17995,
17,12781,0,17995,
17,12781,0,17995,
17,12781,0,17995,
17,12781,0,17995,
17,12781,0,17995,
36,12781,0,17995,
36,12781,0,17995,
36,12781,0,17995,
18,9483,0,14697,
23,12781,0,17995,
9,12781,0,17995,
2,2045,0,7259,
9,12781,0,17995,
10,12781,0,17995,
10,12781,0,17995,
40,12781,0,17995,
40,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
28,12781,0,17995,
19,11034,0,16248,
13,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
21,12781,0,17995,
4,2124,0,7338,
4,2124,0,7338,
21,12781,0,17995,
12,12781,0,17995,
10,12781,0,17995,
10,12781,0,17995,
6,11034,0,16248,
7,12597,0,17811,
7,12597,0,17811,
7,12597,0,17811,
7,12597,0,17811,
9,12781,0,17995,
9,12781,0,17995,
9,12781,0,17995,
9,12781,0,17995,
9,12781,0,17995,
9,12781,0,17995,
9,12781,0,17995,
9,12781,0,17995,
