0,,F72,
3,,F25,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
14,,F102,
15,,F103,
17,,F105,
18,,F107,
19,,F108,
47,,F3-String,
68,,F12-String,
220,,F4-void,
265,,F94,
266,,F95,
268,,F109,
274,,F112,
275,,F113,
276,,F116,
277,,F117,
278,,F118,
280,,F120,
281,,F110,
282,,F121,
286,,F115,
287,,F61,
292,,F40,
295,,F45,
298,,F126,
300,,F128,
301,,F129,
302,,F36,
303,,F130,
304,,F35,
305,,F131,
306,,F38,
308,,F37,
311,,F39,
316,,F71-kevj@apache.org,
328,,F71-ehatcher@apache.org,
332,,F71-hibou@apache.org,
338,,F84,
340,,category,
original feature size,341
refined feature size,46
