0,,F72,
1,,F54,
2,,F55,
3,,F25,
8,,F67,
12,,F68,
13,,F101,
15,,F103,
17,,F105,
18,,F107,
19,,F108,
27,,F16-void,
45,,F3-Among[],
54,,F3-int,
84,,F12-String,
139,,F13-private,
146,,F18-public,
161,,F1-find_among_b,
218,,F15-public,
221,,F4-boolean,
281,,F95,
283,,F109,
284,,F20,
285,,F23,
286,,F22,
287,,F79,
291,,F116,
292,,F117,
304,,F88,
305,,F70,
307,,F40,
310,,F45,
312,,F46,
314,,F127,
316,,F129,
317,,F36,
321,,F38,
325,,F134,
329,,F137,
330,,F83,
335,,F71-rmuir@apache.org,
336,,F71-sarowe@apache.org,
337,,F71-simonw@apache.org,
340,,F71-markrmiller@apache.org,
343,,F71-yonik@apache.org,
344,,F71-mikemccand@apache.org,
349,,F71-erick@apache.org,
352,,F73,
355,,category,
original feature size,356
refined feature size,48
