0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
14,,F102,
15,,F103,
16,,F104,
18,,F107,
280,,F94,
281,,F95,
283,,F109,
284,,F20,
285,,F23,
286,,F22,
287,,F79,
288,,F111,
290,,F113,
291,,F116,
292,,F117,
293,,F118,
296,,F110,
300,,F114,
301,,F115,
302,,F61,
304,,F88,
306,,F41,
308,,F43,
311,,F44,
318,,F130,
321,,F38,
322,,F132,
324,,F133,
325,,F134,
326,,F39,
328,,F136,
329,,F137,
332,,F71-chrism@apache.org,
334,,F71-shalin@apache.org,
339,,F71-jpountz@apache.org,
340,,F71-markrmiller@apache.org,
349,,F71-erick@apache.org,
352,,F73,
353,,F84,
355,,category,
original feature size,356
refined feature size,50
