BAD_PRACTICE,NM_CONFUSING,org/apache/commons/lang3/AnnotationUtilsTest.java,setup,391-395,[        field1 = getClass().getDeclaredField("dummy1");,         field2 = getClass().getDeclaredField("dummy2");,         field3 = getClass().getDeclaredField("dummy3");,         field4 = getClass().getDeclaredField("dummy4");,     }],,setUp,59-60,[        LocaleUtils.isAvailableLocale(Locale.getDefault());,     }],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/commons/lang3/AnnotationUtilsTest.java,,452-465,[        final InvocationHandler generatedTestInvocationHandler = new InvocationHandler() {, ,             @Override,             public Object invoke(final Object proxy, final Method method, final Object[] args) throws Throwable {,                 if ("equals".equals(method.getName()) && method.getParameterTypes().length == 1) {,                     return Boolean.valueOf(proxy == args[0]);,                 },                 if ("hashCode".equals(method.getName()) && method.getParameterTypes().length == 0) {,                     return Integer.valueOf(System.identityHashCode(proxy));,                 },                 if ("toString".equals(method.getName()) && method.getParameterTypes().length == 0) {,                     return "Test proxy";,                 },                 return method.invoke(real, args);],,
STYLE,FE_FLOATING_POINT_EQUALITY,org/apache/commons/lang3/ArrayUtils.java,indexOf,2566-2566,[            if (valueToFind == array[i]) {],,
STYLE,FE_FLOATING_POINT_EQUALITY,org/apache/commons/lang3/ArrayUtils.java,indexOf,2773-2773,[            if (valueToFind == array[i]) {],,
STYLE,FE_FLOATING_POINT_EQUALITY,org/apache/commons/lang3/ArrayUtils.java,lastIndexOf,2662-2662,[            if (valueToFind == array[i]) {],,
STYLE,FE_FLOATING_POINT_EQUALITY,org/apache/commons/lang3/ArrayUtils.java,lastIndexOf,2818-2818,[            if (valueToFind == array[i]) {],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,404-404,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,388-388,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,420-420,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,436-436,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,356-356,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,340-340,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,324-324,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,372-372,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,452-452,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,1076-1076,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,1036-1036,[            return null;],,
