F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
6,11,19005,5,7,1946,1,122,0.44291338582677164,461,20,0.04338394793926247,0.6666666666666666,0,0,
0,11,19005,5,14,1946,1,122,0.889763779527559,461,20,0.04338394793926247,1.0,0,1,
14,233,19005,1,12,1946,5,122,0.4213464696223317,2135,3700,1.7330210772833723,0.6428571428571429,0,1,
14,233,19005,1,12,1946,5,122,0.4553366174055829,2135,3700,1.7330210772833723,0.6428571428571429,0,1,
17,233,19005,1,12,1946,6,122,0.43711001642036124,2135,3700,1.7330210772833723,0.7058823529411765,0,1,
17,233,19005,1,12,1946,6,122,0.4627257799671593,2135,3700,1.7330210772833723,0.7058823529411765,0,1,
6,233,19005,1,12,1946,2,122,0.06633825944170772,2135,3700,1.7330210772833723,0.5,0,1,
6,233,19005,1,12,1946,2,122,0.06371100164203612,2135,3700,1.7330210772833723,0.5,0,1,
6,233,19005,1,12,1946,2,122,0.06896551724137931,2135,3700,1.7330210772833723,0.5,0,1,
6,233,19005,1,12,1946,2,122,0.07159277504105091,2135,3700,1.7330210772833723,0.5,0,1,
6,233,19005,1,12,1946,2,122,0.05845648604269294,2135,3700,1.7330210772833723,0.5,0,1,
6,233,19005,1,12,1946,2,122,0.05582922824302135,2135,3700,1.7330210772833723,0.5,0,1,
6,233,19005,1,12,1946,2,122,0.053201970443349754,2135,3700,1.7330210772833723,0.5,0,1,
6,233,19005,1,12,1946,2,122,0.061083743842364535,2135,3700,1.7330210772833723,0.5,0,1,
6,233,19005,1,12,1946,2,122,0.0742200328407225,2135,3700,1.7330210772833723,0.5,0,1,
18,233,19005,1,12,1946,5,122,0.1766830870279146,2135,3700,1.7330210772833723,0.16666666666666666,0,1,
18,233,19005,1,12,1946,5,122,0.17011494252873563,2135,3700,1.7330210772833723,0.16666666666666666,0,1,
18,233,19005,1,12,1946,5,122,0.1832512315270936,2135,3700,1.7330210772833723,0.16666666666666666,0,1,
18,233,19005,1,12,1946,5,122,0.18981937602627258,2135,3700,1.7330210772833723,0.16666666666666666,0,1,
18,233,19005,1,12,1946,5,122,0.15697865353037768,2135,3700,1.7330210772833723,0.16666666666666666,0,1,
18,233,19005,1,12,1946,5,122,0.15041050903119868,2135,3700,1.7330210772833723,0.16666666666666666,0,1,
20,233,19005,1,12,1946,5,122,0.14318555008210182,2135,3700,1.7330210772833723,0.15,0,1,
18,233,19005,1,12,1946,5,122,0.16354679802955666,2135,3700,1.7330210772833723,0.16666666666666666,0,1,
18,233,19005,1,12,1946,5,122,0.19638752052545155,2135,3700,1.7330210772833723,0.16666666666666666,0,1,
13,233,19005,1,12,1946,4,122,0.5377668308702791,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
13,233,19005,1,12,1946,4,122,0.49310344827586206,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
13,233,19005,1,12,1946,4,122,0.5489326765188834,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
13,233,19005,1,12,1946,4,122,0.5600985221674877,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
13,233,19005,1,12,1946,4,122,0.5154351395730706,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
13,233,19005,1,12,1946,4,122,0.5042692939244663,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
13,233,19005,1,12,1946,4,122,0.5266009852216749,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
13,233,19005,1,12,1946,4,122,0.5712643678160919,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
13,233,19005,1,12,1946,4,122,0.5640394088669951,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
14,233,19005,1,12,1946,4,122,0.5676518883415436,2135,3700,1.7330210772833723,0.21428571428571427,0,1,
13,233,19005,1,12,1946,4,122,0.5305418719211823,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
14,233,19005,1,12,1946,4,122,0.5341543513957308,2135,3700,1.7330210772833723,0.21428571428571427,0,1,
13,233,19005,1,12,1946,4,122,0.4858784893267652,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
14,233,19005,1,12,1946,4,122,0.48949096880131365,2135,3700,1.7330210772833723,0.21428571428571427,0,1,
13,233,19005,1,12,1946,4,122,0.5417077175697865,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
14,233,19005,1,12,1946,4,122,0.545320197044335,2135,3700,1.7330210772833723,0.21428571428571427,0,1,
13,233,19005,1,12,1946,4,122,0.5528735632183908,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
14,233,19005,1,12,1946,4,122,0.5564860426929392,2135,3700,1.7330210772833723,0.21428571428571427,0,1,
13,233,19005,1,12,1946,4,122,0.5082101806239737,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
14,233,19005,1,12,1946,4,122,0.5118226600985222,2135,3700,1.7330210772833723,0.21428571428571427,0,1,
13,233,19005,1,12,1946,4,122,0.4970443349753695,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
14,233,19005,1,12,1946,4,122,0.5006568144499179,2135,3700,1.7330210772833723,0.21428571428571427,0,1,
13,233,19005,1,12,1946,4,122,0.519376026272578,2135,3700,1.7330210772833723,0.23076923076923078,0,1,
14,233,19005,1,12,1946,4,122,0.5229885057471264,2135,3700,1.7330210772833723,0.21428571428571427,0,1,
12,13,19005,1,15,1946,1,122,0.07679738562091504,509,43,0.08447937131630648,0.5833333333333334,0,1,
246,13,19005,1,12,1946,1,122,0.7009803921568627,509,43,0.08447937131630648,0.23170731707317074,0,1,
246,13,19005,1,12,1946,1,122,0.826797385620915,509,43,0.08447937131630648,0.556910569105691,0,1,
246,13,19005,1,12,1946,1,122,0.7450980392156863,509,43,0.08447937131630648,0.34552845528455284,0,1,
246,13,19005,1,12,1946,1,122,0.9901960784313726,509,43,0.08447937131630648,0.9796747967479674,0,1,
246,13,19005,1,12,1946,1,122,0.9493464052287581,509,43,0.08447937131630648,0.8739837398373984,0,1,
246,13,19005,1,12,1946,1,122,0.8676470588235294,509,43,0.08447937131630648,0.6626016260162602,0,1,
246,13,19005,1,12,1946,1,122,0.9084967320261438,509,43,0.08447937131630648,0.7682926829268293,0,1,
246,13,19005,1,12,1946,1,122,0.7859477124183006,509,43,0.08447937131630648,0.45121951219512196,0,1,
32,13,19005,1,0,1946,1,122,0.3937908496732026,509,43,0.08447937131630648,1.0,2,0,
26,13,19005,1,8,1946,1,122,0.36764705882352944,509,43,0.08447937131630648,0.8076923076923077,0,1,
16,13,19005,1,0,1946,1,122,0.3872549019607843,509,43,0.08447937131630648,1.0,2,1,
16,13,19005,1,0,1946,1,122,0.3872549019607843,509,43,0.08447937131630648,1.0,2,1,
26,196,19005,2,0,1946,1,122,0.22302158273381295,2785,166,0.05960502692998205,1.0,0,1,
6,196,19005,2,0,1946,1,122,0.8348201438848921,2785,166,0.05960502692998205,1.0,0,1,
24,196,19005,2,12,1946,1,122,0.8237410071942446,2785,166,0.05960502692998205,0.2916666666666667,0,0,
14,196,19005,2,0,1946,1,122,0.8294964028776979,2785,166,0.05960502692998205,1.0,0,0,
6,196,19005,2,6,1946,1,122,1.1512709832134291,2785,166,0.05960502692998205,0.611111111111111,0,0,
12,196,19005,2,7,1946,1,122,1.147338129496403,2785,166,0.05960502692998205,0.5740740740740741,0,0,
7,196,19005,2,6,1946,1,122,1.1491606714628297,2785,166,0.05960502692998205,0.5714285714285714,0,0,
7,196,19005,2,8,1946,1,122,0.943021582733813,2785,166,0.05960502692998205,0.42857142857142855,0,1,
7,196,19005,2,8,1946,1,122,0.9640287769784173,2785,166,0.05960502692998205,0.42857142857142855,0,1,
4,196,19005,2,8,1946,1,122,0.1102158273381295,2785,166,0.05960502692998205,0.75,0,1,
6,196,19005,2,8,1946,1,122,0.10820143884892086,2785,166,0.05960502692998205,0.6666666666666666,0,1,
3,196,19005,2,8,1946,1,122,0.10618705035971222,2785,166,0.05960502692998205,0.6666666666666666,0,1,
4,196,19005,2,8,1946,1,122,0.13755395683453236,2785,166,0.05960502692998205,0.75,0,1,
6,196,19005,2,8,1946,1,122,0.13553956834532374,2785,166,0.05960502692998205,0.6666666666666666,0,1,
3,196,19005,2,8,1946,1,122,0.13352517985611512,2785,166,0.05960502692998205,0.6666666666666666,0,1,
4,196,19005,2,8,1946,1,122,0.1320863309352518,2785,166,0.05960502692998205,0.75,0,1,
6,196,19005,2,8,1946,1,122,0.13007194244604317,2785,166,0.05960502692998205,0.6666666666666666,0,1,
3,196,19005,2,8,1946,1,122,0.12805755395683452,2785,166,0.05960502692998205,0.6666666666666666,0,1,
4,196,19005,2,8,1946,1,122,0.14302158273381296,2785,166,0.05960502692998205,0.75,0,1,
6,196,19005,2,8,1946,1,122,0.1410071942446043,2785,166,0.05960502692998205,0.6666666666666666,0,1,
3,196,19005,2,8,1946,1,122,0.1389928057553957,2785,166,0.05960502692998205,0.6666666666666666,0,1,
4,196,19005,2,8,1946,1,122,0.14848920863309353,2785,166,0.05960502692998205,0.75,0,1,
6,196,19005,2,8,1946,1,122,0.14647482014388488,2785,166,0.05960502692998205,0.6666666666666666,0,1,
3,196,19005,2,8,1946,1,122,0.14446043165467626,2785,166,0.05960502692998205,0.6666666666666666,0,1,
4,196,19005,2,8,1946,1,122,0.12115107913669065,2785,166,0.05960502692998205,0.75,0,1,
6,196,19005,2,8,1946,1,122,0.11913669064748202,2785,166,0.05960502692998205,0.6666666666666666,0,1,
3,196,19005,2,8,1946,1,122,0.11712230215827338,2785,166,0.05960502692998205,0.6666666666666666,0,1,
4,196,19005,2,8,1946,1,122,0.11568345323741007,2785,166,0.05960502692998205,0.75,0,1,
6,196,19005,2,8,1946,1,122,0.11366906474820145,2785,166,0.05960502692998205,0.6666666666666666,0,1,
3,196,19005,2,8,1946,1,122,0.11165467625899281,2785,166,0.05960502692998205,0.6666666666666666,0,1,
4,196,19005,2,8,1946,1,122,0.12661870503597122,2785,166,0.05960502692998205,0.75,0,1,
6,196,19005,2,8,1946,1,122,0.12460431654676259,2785,166,0.05960502692998205,0.6666666666666666,0,1,
3,196,19005,2,8,1946,1,122,0.12258992805755396,2785,166,0.05960502692998205,0.6666666666666666,0,1,
8,196,19005,2,8,1946,4,122,0.01381294964028777,2785,166,0.05960502692998205,0.25,0,1,
10,196,19005,2,8,1946,1,122,0.8040287769784172,2785,166,0.05960502692998205,0.3,0,1,
10,196,19005,2,8,1946,1,122,0.7168345323741008,2785,166,0.05960502692998205,0.3,0,1,
10,196,19005,2,8,1946,1,122,0.6981294964028777,2785,166,0.05960502692998205,0.3,0,1,
10,196,19005,2,8,1946,1,122,0.7576978417266187,2785,166,0.05960502692998205,0.3,0,1,
