F61,F77,F88,F70,
17,1462,1386,2238,
17,1462,1386,2238,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
55,1786,1663,2562,
10,1757,1656,2533,
13,1786,1663,2562,
13,1786,1663,2562,
13,1786,1663,2562,
13,1786,1663,2562,
13,1786,1663,2562,
13,1786,1663,2562,
13,1786,1663,2562,
13,1786,1663,2562,
7,1708,1626,2484,
3,950,1062,1726,
7,1708,1626,2484,
7,1708,1626,2484,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
6,552,524,1328,
6,552,524,1328,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
23,1678,1608,2454,
31,1786,1663,2562,
9,690,649,1466,
9,690,649,1466,
9,690,649,1466,
9,690,649,1466,
9,690,649,1466,
9,690,649,1466,
9,690,649,1466,
9,690,649,1466,
9,690,649,1466,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
31,1786,1663,2562,
