F61,F77,F88,F70,
87,8776,3948,9489,
12,1063,1259,1776,
158,12540,4548,13253,
158,12540,4548,13253,
158,12540,4548,13253,
97,9808,4000,10521,
87,8776,3948,9489,
1,1051,1251,1764,
18,7928,3867,8641,
3,1059,1258,1772,
25,6619,3477,7332,
25,6619,3477,7332,
25,6619,3477,7332,
25,6619,3477,7332,
0,5,130,718,
0,5,130,718,
343,12781,4736,13494,
108,12781,4736,13494,
148,12781,4736,13494,
30,7237,3618,7950,
44,9455,3984,10168,
86,6619,3477,7332,
85,6614,3476,7327,
98,7414,3649,8127,
49,10466,4038,11179,
49,10466,4038,11179,
3,1028,1240,1741,
23,9087,3966,9800,
23,9087,3966,9800,
52,7901,3828,8614,
51,7876,3821,8589,
52,7901,3828,8614,
48,7556,3683,8269,
9,1209,1432,1922,
33,4547,2884,5260,
19,1483,1566,2196,
19,1483,1566,2196,
19,1483,1566,2196,
129,7959,3898,8672,
37,2019,1959,2732,
68,4532,2881,5245,
130,8269,3919,8982,
168,12748,4712,13461,
168,12748,4712,13461,
168,12748,4712,13461,
10,4003,2779,4716,
44,11121,4190,11834,
7,2951,2294,3664,
7,2951,2294,3664,
20,2125,2003,2838,
21,2158,2021,2871,
18,2082,1991,2795,
8,5175,3055,5888,
8,5175,3055,5888,
8,5175,3055,5888,
8,5175,3055,5888,
8,5175,3055,5888,
8,5175,3055,5888,
29,12580,4556,13293,
8,7397,3647,8110,
25,10434,4034,11147,
92,7913,3847,8626,
136,11083,4180,11796,
165,12632,4571,13345,
159,12401,4515,13114,
66,4412,2860,5125,
330,12697,4670,13410,
329,12695,4670,13408,
343,12781,4736,13494,
184,8878,3956,9591,
184,8878,3956,9591,
8,1037,1249,1750,
122,6888,3549,7601,
19,1729,1656,2442,
343,12781,4736,13494,
343,12781,4736,13494,
343,12781,4736,13494,
1,21,133,734,
0,2566,2218,3279,
6,899,1194,1612,
6,899,1194,1612,
6,899,1194,1612,
6,899,1194,1612,
14,5622,3239,6335,
7,4426,2862,5139,
0,1037,1249,1750,
34,12152,4428,12865,
14,5622,3239,6335,
34,12152,4428,12865,
0,517,930,1230,
1,518,930,1231,
65,7450,3656,8163,
30,2170,2027,2883,
69,7838,3811,8551,
59,6563,3468,7276,
11,928,1214,1641,
10,912,1201,1625,
19,4875,2940,5588,
28,5895,3344,6608,
28,5895,3344,6608,
61,7913,3847,8626,
3,3024,2303,3737,
25,8269,3919,8982,
9,6985,3566,7698,
47,6243,3426,6956,
2,2879,2285,3592,
2,2879,2285,3592,
2,2879,2285,3592,
23,8111,3912,8824,
6,5328,3126,6041,
6,5328,3126,6041,
6,5328,3126,6041,
6,5328,3126,6041,
15,8983,3959,9696,
7,6085,3391,6798,
15,6048,3387,6761,
15,6048,3387,6761,
17,6091,3392,6804,
15,6048,3387,6761,
17,6091,3392,6804,
3,3262,2401,3975,
13,6887,3549,7600,
8,7036,3580,7749,
2,254,633,967,
17,4400,2859,5113,
19,4404,2860,5117,
12,6890,3549,7603,
13,7701,3745,8414,
8,6838,3541,7551,
10,6910,3554,7623,
5,970,1223,1683,
0,19,132,732,
9,6993,3567,7706,
3,3262,2401,3975,
15,6887,3549,7600,
15,6887,3549,7600,
40,8983,3959,9696,
71,6410,3448,7123,
41,8808,3953,9521,
4,2107,1994,2820,
5,3139,2349,3852,
4,3718,2643,4431,
19,9042,3962,9755,
16,9042,3962,9755,
16,9042,3962,9755,
16,9042,3962,9755,
4,2192,2050,2905,
5,1803,1774,2516,
56,6613,3475,7326,
56,6613,3475,7326,
12,2291,2075,3004,
16,9566,3987,10279,
7,1943,1925,2656,
6,1985,1942,2698,
41,8221,3917,8934,
41,8221,3917,8934,
47,9396,3981,10109,
47,9396,3981,10109,
35,7928,3867,8641,
14,8401,3925,9114,
14,4212,2840,4925,
165,12781,4736,13494,
56,6275,3428,6988,
101,8289,3920,9002,
165,12781,4736,13494,
165,12781,4736,13494,
130,10451,4036,11164,
97,8180,3916,8893,
165,12781,4736,13494,
79,12569,4555,13282,
7,2587,2222,3300,
12,12320,4485,13033,
3,3747,2651,4460,
35,12320,4485,13033,
35,12320,4485,13033,
35,12320,4485,13033,
35,12320,4485,13033,
35,12320,4485,13033,
35,12320,4485,13033,
4,4349,2854,5062,
129,12734,4708,13447,
129,12734,4708,13447,
16,4656,2897,5369,
26,6406,3448,7119,
18,10623,4060,11336,
18,10623,4060,11336,
5,4150,2818,4863,
17,8219,3917,8932,
0,1095,1270,1808,
12,11461,4262,12174,
13,11474,4266,12187,
12,6455,3450,7168,
21,5147,3036,5860,
21,5147,3036,5860,
96,10658,4063,11371,
96,10658,4063,11371,
96,10658,4063,11371,
31,6635,3478,7348,
20,10624,4060,11337,
11,6562,3467,7275,
1,51,201,764,
68,8424,3926,9137,
14,2255,2063,2968,
0,19,132,732,
28,7332,3631,8045,
52,6982,3566,7695,
14,6780,3524,7493,
20,8424,3926,9137,
20,8424,3926,9137,
16,9841,4004,10554,
29,3698,2630,4411,
30,3725,2643,4438,
12,4053,2786,4766,
12,4053,2786,4766,
3,2704,2248,3417,
12,4053,2786,4766,
12,4053,2786,4766,
1,1858,1881,2571,
31,11675,4316,12388,
31,11675,4316,12388,
15,12320,4485,13033,
15,12320,4485,13033,
15,12320,4485,13033,
12,6783,3527,7496,
0,19,132,732,
43,6578,3468,7291,
0,19,132,732,
0,19,132,732,
18,1735,1658,2448,
21,12320,4485,13033,
26,12781,4736,13494,
2,2718,2251,3431,
17,12320,4485,13033,
4,3982,2778,4695,
50,12774,4726,13487,
41,12611,4564,13324,
18,4634,2896,5347,
112,12539,4548,13252,
28,6379,3444,7092,
28,6379,3444,7092,
28,6379,3444,7092,
28,6379,3444,7092,
67,6952,3561,7665,
67,6952,3561,7665,
2,353,766,1066,
76,7928,3867,8641,
133,12539,4548,13252,
133,12539,4548,13252,
133,12539,4548,13252,
133,12539,4548,13252,
6,541,949,1254,
118,11511,4281,12224,
60,6391,3447,7104,
82,8171,3915,8884,
133,12539,4548,13252,
64,10434,4034,11147,
82,12539,4548,13252,
34,8292,3920,9005,
38,8352,3923,9065,
38,8352,3923,9065,
16,8352,3923,9065,
16,8352,3923,9065,
16,8352,3923,9065,
17,8943,3958,9656,
17,8943,3958,9656,
17,8943,3958,9656,
17,8943,3958,9656,
17,8943,3958,9656,
10,5314,3120,6027,
12,5405,3168,6118,
114,12109,4419,12822,
14,12282,4471,12995,
15,12320,4485,13033,
14,12282,4471,12995,
15,12320,4485,13033,
108,12730,4707,13443,
19,4404,2860,5117,
31,11005,4169,11718,
31,11005,4169,11718,
18,12320,4485,13033,
66,12463,4533,13176,
66,12463,4533,13176,
108,12781,4736,13494,
8,908,1196,1621,
8,908,1196,1621,
98,10556,4052,11269,
108,12781,4736,13494,
108,12781,4736,13494,
17,12320,4485,13033,
19,12320,4485,13033,
7,5409,3169,6122,
19,7365,3638,8078,
5,4915,2946,5628,
12,9770,3997,10483,
12,9770,3997,10483,
12,9770,3997,10483,
67,10434,4034,11147,
71,10536,4049,11249,
71,10536,4049,11249,
7,3540,2561,4253,
27,8012,3903,8725,
27,8012,3903,8725,
27,8012,3903,8725,
27,8012,3903,8725,
27,8012,3903,8725,
11,1072,1264,1785,
62,7010,3573,7723,
62,7010,3573,7723,
157,12781,4736,13494,
82,7928,3867,8641,
22,7050,3583,7763,
40,12091,4416,12804,
20,6947,3561,7660,
185,12781,4736,13494,
3,448,867,1161,
34,11008,4169,11721,
1,268,649,981,
3,448,867,1161,
3,448,867,1161,
1,268,649,981,
34,11008,4169,11721,
1,268,649,981,
24,6351,3442,7064,
24,6351,3442,7064,
24,6351,3442,7064,
16,1175,1418,1888,
156,11903,4371,12616,
219,12781,4736,13494,
219,12781,4736,13494,
156,11903,4371,12616,
152,10912,4154,11625,
198,12554,4553,13267,
219,12781,4736,13494,
219,12781,4736,13494,
17,1176,1419,1889,
219,12781,4736,13494,
92,8171,3915,8884,
3,125,308,838,
24,2722,2252,3435,
165,11830,4359,12543,
92,8171,3915,8884,
198,12623,4568,13336,
24,2722,2252,3435,
158,11408,4240,12121,
24,2722,2252,3435,
207,12774,4726,13487,
207,12774,4726,13487,
207,12774,4726,13487,
207,12774,4726,13487,
207,12774,4726,13487,
207,12774,4726,13487,
1,1095,1270,1808,
25,12109,4419,12822,
27,12450,4532,13163,
33,12781,4736,13494,
33,12781,4736,13494,
33,12781,4736,13494,
12,4000,2779,4713,
13,4164,2825,4877,
13,4164,2825,4877,
12,4000,2779,4713,
12,4000,2779,4713,
