F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,
114,7,BAD_PRACTICE,0.008216926869350863,DE_MIGHT_IGNORE,19,3,3,0.09238249594813615,0.005672609400324149,0.0024311183144246355,
114,7,MALICIOUS_CODE,8.216926869350862E-4,DP_CREATE_CLASSLOADER_INSIDE_DO_PRIVILEGED,18,2,1,0.09238249594813615,0.005672609400324149,8.103727714748784E-4,
114,7,BAD_PRACTICE,0.05012325390304026,NM_CONFUSING,19,3,0,0.09238249594813615,0.005672609400324149,4.051863857374392E-4,
114,7,BAD_PRACTICE,0.05012325390304026,NM_CONFUSING,19,3,0,0.09238249594813615,0.005672609400324149,4.051863857374392E-4,
114,7,STYLE,0.020542317173377157,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.09238249594813615,0.005672609400324149,8.103727714748784E-4,
114,7,STYLE,0.02875924404272802,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.09238249594813615,0.005672609400324149,0.0024311183144246355,
114,7,STYLE,0.03697617091207888,REC_CATCH_EXCEPTION,20,3,3,0.09238249594813615,0.005672609400324149,0.0024311183144246355,
114,3,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.09238249594813615,0.0024311183144246355,8.103727714748784E-4,
114,3,CORRECTNESS,0.06984387838948233,IJU_TEARDOWN_NO_SUPER,7,2,1,0.09238249594813615,0.0024311183144246355,8.103727714748784E-4,
114,3,STYLE,0.08134757600657354,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.09238249594813615,0.0024311183144246355,8.103727714748784E-4,
114,4,BAD_PRACTICE,0.05012325390304026,NM_CONFUSING,19,3,0,0.09238249594813615,0.0032414910858995136,4.051863857374392E-4,
114,4,BAD_PRACTICE,0.05012325390304026,NM_CONFUSING,19,3,0,0.09238249594813615,0.0032414910858995136,4.051863857374392E-4,
114,4,STYLE,0.02875924404272802,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,2,0.09238249594813615,0.0032414910858995136,0.0016207455429497568,
