F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
0,4,1302,2,4,216,1,44,0.527027027027027,47,19,0.40425531914893614,1.0,0,1,
5,4,1302,2,8,216,1,44,0.9594594594594594,47,19,0.40425531914893614,0.6,2,1,
0,3,1302,4,4,216,1,44,0.38095238095238093,56,18,0.32142857142857145,1.0,0,1,
0,3,1302,4,0,216,1,44,0.6904761904761905,56,18,0.32142857142857145,1.0,0,1,
22,8,1302,3,8,216,3,44,0.6347305389221557,129,21,0.16279069767441862,0.13636363636363635,0,1,
0,8,1302,3,8,216,1,44,0.2155688622754491,129,21,0.16279069767441862,1.0,0,1,
0,8,1302,3,0,216,1,44,0.8922155688622755,129,21,0.16279069767441862,1.0,0,1,
5,19,1302,18,8,216,2,44,0.9959595959595959,399,43,0.10776942355889724,0.8,5,1,
2,26,1302,6,0,216,1,44,0.6302816901408451,212,31,0.14622641509433962,1.0,0,1,
2,10,3417,3,4,567,1,69,1.1168831168831168,48,17,0.3541666666666667,1.0,0,0,
0,10,3417,3,0,567,1,69,0.8441558441558441,48,17,0.3541666666666667,1.0,0,1,
4,19,3417,3,8,567,2,69,4.381048387096774,153,65,0.42483660130718953,0.75,0,0,
0,19,3417,5,0,567,1,69,0.8389830508474576,266,45,0.16917293233082706,1.0,0,1,
0,22,1128,4,0,176,1,13,0.26047904191616766,215,65,0.3023255813953488,1.0,0,0,
31,6,1671,8,0,288,9,44,0.4589041095890411,234,21,0.08974358974358974,1.0,0,1,
0,6,1671,8,0,288,1,44,0.8424657534246576,234,21,0.08974358974358974,1.0,0,1,
0,6,1671,3,8,288,1,44,0.94,107,22,0.205607476635514,1.0,0,1,
7,19,9543,1,9,1477,4,158,0.9653979238754326,220,38,0.17272727272727273,0.7619047619047619,2,1,
0,1,1671,2,0,288,1,44,0.6911764705882353,44,18,0.4090909090909091,1.0,0,1,
0,1,1671,2,0,288,1,44,0.9411764705882353,44,18,0.4090909090909091,1.0,0,1,
18,93,9235,9,12,300,2,99,0.7790841584158416,2421,356,0.1470466749277158,0.2222222222222222,0,1,
42,93,9235,9,16,300,7,99,0.5117574257425742,2421,356,0.1470466749277158,0.35714285714285715,0,1,
10,93,9235,9,8,300,4,99,0.500309405940594,2421,356,0.1470466749277158,0.4,0,1,
13,93,9235,9,8,300,4,99,0.49133663366336633,2421,356,0.1470466749277158,0.23076923076923078,0,1,
17,93,9235,9,12,300,1,99,0.1921410891089109,2421,356,0.1470466749277158,0.23529411764705882,0,1,
12,93,9235,9,12,300,1,99,0.875309405940594,2421,356,0.1470466749277158,0.3333333333333333,0,1,
96,93,9235,9,12,300,32,99,0.3917079207920792,2421,356,0.1470466749277158,0.041666666666666664,0,1,
37,93,9235,9,12,300,7,99,0.37376237623762376,2421,356,0.1470466749277158,0.13513513513513514,0,1,
103,93,9235,9,0,300,32,99,0.09653465346534654,2421,356,0.1470466749277158,1.0,0,1,
18,93,9235,9,12,300,2,99,0.7790841584158416,2421,356,0.1470466749277158,0.2222222222222222,0,1,
4,93,9235,9,6,300,1,99,0.3157487623762376,2421,356,0.1470466749277158,0.75,0,0,
82,93,9235,9,12,300,22,99,0.21318069306930693,2421,356,0.1470466749277158,0.42073170731707316,0,1,
18,93,9235,9,0,300,8,99,0.7295792079207921,2421,356,0.1470466749277158,1.0,0,1,
