F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,
0.0,0.38461538461538464,0.021516944593867673,0.2235294117647059,0.21173512568064962,-0.23076923076923078,4.210526315789474E-4,0.007578947368421052,0.21173512568064962,-0.75,-1.0,
-1.0,0.2222222222222222,0.006172839506172839,0.7157894736842105,1.0407545082770684,-0.5185185185185185,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-0.75,-1.0,
0.0,0.2222222222222222,0.015712682379349044,0.2235294117647059,0.21173512568064962,-0.5555555555555556,4.210526315789474E-4,0.007578947368421052,0.21173512568064962,-0.75,1.0,
1.0,0.026737967914438502,8.973465167670677E-4,0.09855334538878843,0.47946243541598527,-0.93048128342246,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.75,1.0,
-1.0,0.27,0.09855,0.21518987341772153,0.0017049201749108833,-0.4,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-0.75,-1.0,
0.0,0.8648648648648649,0.004174058228112281,0.7157894736842105,1.0407545082770684,0.7297297297297297,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-0.75,-1.0,
-1.0,0.16666666666666666,0.004960317460317461,0.7157894736842105,1.0407545082770684,-0.6666666666666666,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-0.75,-1.0,
-1.0,0.3333333333333333,0.007662835249042146,0.09855334538878843,0.47946243541598527,-0.26666666666666666,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.75,-1.0,
-1.0,0.0392156862745098,0.001299235042225139,0.09855334538878843,0.47946243541598527,-0.9215686274509803,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.75,-1.0,
-0.5,0.2,0.005714285714285715,0.7157894736842105,1.0407545082770684,-0.6,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-1.0,-1.0,
-1.0,0.2,0.005517241379310346,0.09855334538878843,0.47946243541598527,-0.6,0.00631578947368421,0.042105263157894736,0.47946243541598527,-1.0,-1.0,
-0.5,0.2,0.005714285714285715,0.7157894736842105,1.0407545082770684,-0.6,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-1.0,-1.0,
-1.0,0.2,0.005517241379310346,0.09855334538878843,0.47946243541598527,-0.6,0.00631578947368421,0.042105263157894736,0.47946243541598527,-1.0,-1.0,
-0.5,0.2,0.005714285714285715,0.7157894736842105,1.0407545082770684,-0.6,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-1.0,-1.0,
1.0,0.22413793103448276,0.005996555824347042,0.09855334538878843,0.47946243541598527,-0.5,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.4,0.0,
-1.0,0.2222222222222222,0.006172839506172839,0.7157894736842105,1.0407545082770684,-0.5185185185185185,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-0.4,0.0,
0.0,0.15625,0.0087890625,0.4752688172043011,0.32429719427271575,-0.6875,0.009263157894736843,0.09178947368421053,0.32429719427271575,-0.4,-1.0,
-1.0,0.0,0.0,0.09855334538878843,0.47946243541598527,-1.0,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.7699115044247787,-1.0,
1.0,0.19607843137254902,0.005435575176656194,0.09855334538878843,0.47946243541598527,-0.5686274509803921,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.4,1.0,
1.0,0.19607843137254902,0.005435575176656194,0.09855334538878843,0.47946243541598527,-0.5686274509803921,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.4,1.0,
-1.0,0.16666666666666666,0.00925925925925926,0.4752688172043011,0.32429719427271575,-0.5,0.009263157894736843,0.09178947368421053,0.32429719427271575,-1.0,-1.0,
-1.0,0.1206896551724138,0.053061831153388826,0.21518987341772153,0.0017049201749108833,-0.7586206896551724,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-1.0,-1.0,
-1.0,0.1206896551724138,0.053061831153388826,0.21518987341772153,0.0017049201749108833,-0.7586206896551724,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-1.0,-1.0,
-1.0,0.1206896551724138,0.053061831153388826,0.21518987341772153,0.0017049201749108833,-0.7586206896551724,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-1.0,-1.0,
-1.0,0.1206896551724138,0.053061831153388826,0.21518987341772153,0.0017049201749108833,-0.7586206896551724,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-1.0,-1.0,
-1.0,0.1206896551724138,0.053061831153388826,0.21518987341772153,0.0017049201749108833,-0.7586206896551724,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-1.0,-1.0,
-1.0,0.1206896551724138,0.053061831153388826,0.21518987341772153,0.0017049201749108833,-0.7586206896551724,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-1.0,-1.0,
-1.0,0.1206896551724138,0.053061831153388826,0.21518987341772153,0.0017049201749108833,-0.7586206896551724,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-1.0,-1.0,
-1.0,0.19230769230769232,0.0055473372781065095,0.7157894736842105,1.0407545082770684,-0.5384615384615384,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-1.0,-1.0,
-1.0,0.0,0.0,0.4752688172043011,0.32429719427271575,-0.875,0.009263157894736843,0.09178947368421053,0.32429719427271575,-1.0,-1.0,
