F72,F54,F53,F55,F25,F26,
10814,org/apache/cassandra,apache,org/apache/cassandra/AbstractSerializationsTester.java,1527,true,
10814,org/apache/cassandra,apache,org/apache/cassandra/AbstractSerializationsTester.java,1527,true,
10896,org/apache/cassandra,apache,org/apache/cassandra/EmbeddedServer.java,1536,true,
10896,org/apache/cassandra,apache,org/apache/cassandra/EmbeddedServer.java,1536,true,
6533,org/apache/cassandra,apache,org/apache/cassandra/MethodComparator.java,755,true,
6533,org/apache/cassandra,apache,org/apache/cassandra/MethodComparator.java,755,true,
6533,org/apache/cassandra,apache,org/apache/cassandra/MethodComparator.java,755,true,
4653,org/apache/cassandra,apache,org/apache/cassandra/SchemaLoader.java,391,true,
5999,org/apache/cassandra,apache,org/apache/cassandra/Util.java,651,true,
12664,org/apache/cassandra/auth,apache,org/apache/cassandra/auth/AllowAllAuthenticator.java,1898,true,
12664,org/apache/cassandra/auth,apache,org/apache/cassandra/auth/AllowAllAuthenticator.java,1898,true,
3003,org/apache/cassandra/auth,apache,org/apache/cassandra/auth/DataResource.java,54,true,
6607,org/apache/cassandra/auth,apache,org/apache/cassandra/auth/PasswordAuthenticator.java,775,true,
2742,org/apache/cassandra/batchlog,apache,org/apache/cassandra/batchlog/BatchlogManager.java,0,true,
3072,org/apache/cassandra/cache,apache,org/apache/cassandra/cache/AutoSavingCache.java,69,true,
3072,org/apache/cassandra/cache,apache,org/apache/cassandra/cache/AutoSavingCache.java,69,true,
4033,org/apache/cassandra/cache,apache,org/apache/cassandra/cache/CacheProviderTest.java,284,true,
2909,org/apache/cassandra/io/util,apache,org/apache/cassandra/io/util/Memory.java,27,true,
6110,org/apache/cassandra/cache,apache,org/apache/cassandra/cache/SerializingCacheProvider.java,678,true,
6110,org/apache/cassandra/cache,apache,org/apache/cassandra/cache/SerializingCacheProvider.java,678,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
6009,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliClient.java,653,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliCompiler.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliCompiler.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliLexer.java,2220,true,
8190,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliMain.java,1128,true,
8190,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliMain.java,1128,true,
8190,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliMain.java,1128,true,
8190,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliMain.java,1128,true,
8190,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliMain.java,1128,true,
8190,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliMain.java,1128,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliOptions.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliOptions.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
13775,org/apache/cassandra/cli,apache,org/apache/cassandra/cli/CliParser.java,2220,true,
