0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
13,,F101,
14,,F102,
17,,F105,
26,,F16-void,
49,,F3-boolean,
52,,F3-String,
55,,F3-int,
58,,F3-BitSet,
59,,F3-input,
78,,F12-TField,
87,,F12-TStruct,
127,,F6-org.apache.thrift.protocol.TStruct,
131,,F6-org.apache.thrift.protocol.TField,
135,,F13-private,
137,,F13-public,
142,,F18-public,
143,,F14-static-final,
211,,F15-public,
226,,F4-int,
246,,F11-IRE_FIELD_DESC,
251,,F11-SUCCESS_FIELD_DESC,
258,,F11-STRUCT_DESC,
265,,F94,
267,,F21,
268,,F109,
270,,F23,
271,,F22,
272,,F79,
273,,F111,
275,,F113,
276,,F116,
277,,F117,
278,,F118,
282,,F121,
286,,F115,
288,,F77,
289,,F88,
290,,F70,
292,,F40,
294,,F42,
295,,F45,
297,,F46,
298,,F126,
299,,F127,
300,,F128,
301,,F129,
303,,F130,
308,,F37,
310,,F134,
315,,F83,
316,,F71-xedin@apache.org,
317,,F71-jmckenzie@apache.org,
319,,F71-sylvain@datastax.com,
321,,F71-brandonwilliams@apache.org,
322,,F71-dbrosius@mebigfatguy.com,
323,,F71-johan@apache.org,
325,,F71-jakers@gmail.com,
326,,F71-marcuse@apache.org,
327,,F71-jbellis@apache.org,
328,,F71-gdusbabek@apache.org,
330,,F71-dbrosius@apache.org,
332,,F71-jake@apache.org,
333,,F71-eevans@apache.org,
335,,F71-slebresne@apache.org,
336,,F74,
337,,F73,
338,,F84,
339,,F146,
340,,category,
original feature size,341
refined feature size,78
