F61,F77,F88,F70,
14,697,474,2238,
14,697,474,2238,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
36,1021,751,2562,
9,992,744,2533,
12,1021,751,2562,
12,1021,751,2562,
12,1021,751,2562,
12,1021,751,2562,
12,1021,751,2562,
12,1021,751,2562,
12,1021,751,2562,
12,1021,751,2562,
6,943,714,2484,
2,185,150,1726,
6,943,714,2484,
6,943,714,2484,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
19,1021,751,2562,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
0,8,34,1549,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
11,913,696,2454,
19,1021,751,2562,
12,916,696,2457,
19,1021,751,2562,
19,1021,751,2562,
1,185,150,1726,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
3,187,150,1728,
1,185,150,1726,
1,185,150,1726,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
12,916,696,2457,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
12,916,696,2457,
19,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
23,1021,751,2562,
5,314,207,1855,
5,314,207,1855,
23,1021,751,2562,
23,1021,751,2562,
23,1021,751,2562,
23,1021,751,2562,
23,1021,751,2562,
23,1021,751,2562,
16,787,529,2328,
14,1021,751,2562,
14,1021,751,2562,
14,1021,751,2562,
0,52,52,1593,
14,1021,751,2562,
14,1021,751,2562,
2,623,342,2164,
2,623,342,2164,
4,915,696,2456,
10,1021,751,2562,
6,1021,751,2562,
5,1021,751,2562,
5,1021,751,2562,
5,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
22,1021,751,2562,
22,1021,751,2562,
22,1021,751,2562,
22,1021,751,2562,
21,1021,751,2562,
20,1020,751,2561,
8,366,255,1907,
21,1021,751,2562,
10,623,342,2164,
21,1021,751,2562,
21,1021,751,2562,
21,1021,751,2562,
21,1021,751,2562,
21,1021,751,2562,
8,366,255,1907,
21,1021,751,2562,
21,1021,751,2562,
3,284,180,1825,
0,50,52,1591,
20,1020,751,2561,
21,1021,751,2562,
10,1021,751,2562,
10,1021,751,2562,
7,1021,751,2562,
3,239,167,1780,
12,897,691,2438,
18,1021,751,2562,
18,1021,751,2562,
18,1021,751,2562,
7,1021,751,2562,
2,323,220,1864,
2,323,220,1864,
10,1021,751,2562,
10,1021,751,2562,
10,1021,751,2562,
10,1021,751,2562,
10,1021,751,2562,
10,1021,751,2562,
10,1021,751,2562,
10,1021,751,2562,
19,1021,751,2562,
19,1021,751,2562,
136,1021,751,2562,
136,1021,751,2562,
3,73,78,1614,
136,1021,751,2562,
136,1021,751,2562,
136,1021,751,2562,
136,1021,751,2562,
136,1021,751,2562,
7,99,116,1640,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
47,1021,751,2562,
23,730,510,2271,
5,810,589,2351,
5,810,589,2351,
5,810,589,2351,
11,1021,751,2562,
11,1021,751,2562,
11,1021,751,2562,
10,1021,751,2562,
10,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
8,845,652,2386,
8,845,652,2386,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
15,1021,751,2562,
20,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
11,1021,751,2562,
11,1021,751,2562,
0,31,52,1572,
11,1021,751,2562,
11,1021,751,2562,
11,1021,751,2562,
11,1021,751,2562,
11,1021,751,2562,
11,1021,751,2562,
11,1021,751,2562,
11,1021,751,2562,
0,31,52,1572,
11,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
3,47,52,1588,
3,47,52,1588,
3,47,52,1588,
5,1021,751,2562,
5,1021,751,2562,
5,1021,751,2562,
5,1021,751,2562,
2,44,52,1585,
2,44,52,1585,
2,44,52,1585,
2,44,52,1585,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
8,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
10,909,695,2450,
10,909,695,2450,
16,1021,751,2562,
16,1021,751,2562,
10,909,695,2450,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
16,1021,751,2562,
