F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
0,39,2726,4,12,421,1,47,0.9329842931937172,557,243,0.4362657091561939,1.0,0,1,
0,20,2726,1,12,421,1,47,0.517578125,353,89,0.2521246458923513,1.0,0,1,
0,20,2726,1,8,421,1,47,0.529296875,353,89,0.2521246458923513,1.0,0,1,
0,39,2726,4,12,421,1,47,0.9361256544502617,557,243,0.4362657091561939,1.0,0,1,
3,13,1278,1,0,965,1,48,3.45,18,16,0.8888888888888888,1.0,0,1,
3,129,386,1,0,260,1,10,2.770718232044199,158,16,0.10126582278481013,1.0,0,0,
3,129,386,1,0,260,1,10,2.8011049723756907,158,16,0.10126582278481013,1.0,0,0,
30,8,983,1,0,155,5,16,0.41194029850746267,243,38,0.15637860082304528,1.0,0,1,
0,8,983,1,0,155,1,16,0.4059701492537313,243,38,0.15637860082304528,1.0,0,1,
19,85,983,2,8,155,2,16,0.85519238725693,1373,790,0.5753823743627094,0.15789473684210525,0,1,
3,85,983,2,0,155,1,16,0.7782374844848986,1373,790,0.5753823743627094,1.0,0,1,
4,85,983,2,0,155,1,16,0.2772031443938767,1373,790,0.5753823743627094,1.0,0,1,
16,85,983,2,0,155,6,16,0.8142325196524617,1373,790,0.5753823743627094,1.0,0,1,
25,85,983,2,0,155,7,16,0.7856847331402566,1373,790,0.5753823743627094,1.0,0,1,
16,85,983,2,0,155,3,16,0.7283822920976417,1373,790,0.5753823743627094,1.0,0,0,
22,85,983,2,8,155,1,16,0.3721555647496897,1373,790,0.5753823743627094,0.3181818181818182,0,0,
26,85,983,2,8,155,7,16,0.339056681836988,1373,790,0.5753823743627094,0.36538461538461536,0,0,
46,85,983,2,8,155,3,16,0.5227554820024825,1373,790,0.5753823743627094,0.41304347826086957,0,0,
26,85,983,2,8,155,7,16,0.3175424079437319,1373,790,0.5753823743627094,0.36538461538461536,0,0,
20,85,983,2,12,155,3,16,0.8773272652047993,1373,790,0.5753823743627094,0.275,0,0,
39,85,983,2,12,155,7,16,0.8866363260239967,1373,790,0.5753823743627094,0.1282051282051282,12,0,
8,85,983,2,0,155,2,16,0.7281754240794374,1373,790,0.5753823743627094,1.0,0,1,
11,85,983,2,8,155,1,16,0.37194869673148534,1373,790,0.5753823743627094,0.6363636363636364,0,1,
13,85,983,2,8,155,4,16,0.3388498138187836,1373,790,0.5753823743627094,0.6923076923076923,0,1,
23,85,983,2,8,155,2,16,0.522548613984278,1373,790,0.5753823743627094,0.8260869565217391,0,1,
13,85,983,2,8,155,4,16,0.3173355399255275,1373,790,0.5753823743627094,0.6923076923076923,0,1,
10,85,983,2,12,155,2,16,0.877120397186595,1373,790,0.5753823743627094,0.5,0,1,
13,85,983,2,12,155,3,16,0.886222589987588,1373,790,0.5753823743627094,0.38461538461538464,12,1,
10,85,983,2,12,155,2,16,0.8775341332230038,1373,790,0.5753823743627094,0.6,0,1,
13,85,983,2,0,155,3,16,0.8870500620604055,1373,790,0.5753823743627094,1.0,12,1,
8,85,983,2,0,155,2,16,0.7281754240794374,1373,790,0.5753823743627094,1.0,0,1,
11,85,983,2,8,155,1,16,0.37194869673148534,1373,790,0.5753823743627094,0.6363636363636364,0,1,
13,85,983,2,8,155,4,16,0.3388498138187836,1373,790,0.5753823743627094,0.6923076923076923,0,1,
23,85,983,2,8,155,2,16,0.522548613984278,1373,790,0.5753823743627094,0.8260869565217391,0,1,
13,85,983,2,8,155,4,16,0.3173355399255275,1373,790,0.5753823743627094,0.6923076923076923,0,1,
13,85,983,2,8,155,3,16,0.8887050062060405,1373,790,0.5753823743627094,0.7692307692307693,12,1,
5,11,1288,1,8,191,1,16,0.75,69,73,1.0579710144927537,0.4,3,1,
