0,,F72,
3,,F25,
13,,F101,
16,,F104,
17,,F105,
116,,F6-java.lang.Long,
124,,F6-java.lang.Integer,
241,,F8-ClientBaseDataSourceRoot,
276,,F109,
284,,F116,
285,,F117,
288,,F120,
290,,F121,
292,,F123,
294,,F115,
299,,F41,
303,,F45,
306,,F126,
310,,F36,
311,,F130,
315,,F132,
318,,F134,
320,,F135,
325,,F71-djd@apache.org,
326,,F71-lilywei@apache.org,
330,,F71-bakksjo@apache.org,
333,,F71-kristwaa@apache.org,
335,,F71-kahatlen@apache.org,
339,,F71-suresht@apache.org,
340,,F71-bernt@apache.org,
342,,F71-bpendleton@apache.org,
343,,F71-coar@apache.org,
348,,category,
original feature size,349
refined feature size,32
