BAD_PRACTICE,NM_CONFUSING,org/apache/commons/lang3/AnnotationUtilsTest.java,setup,390-394,[        field1 = getClass().getDeclaredField("dummy1");,         field2 = getClass().getDeclaredField("dummy2");,         field3 = getClass().getDeclaredField("dummy3");,         field4 = getClass().getDeclaredField("dummy4");,     }],,setUp,57-58,[        LocaleUtils.isAvailableLocale(Locale.getDefault());,     }],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/commons/lang3/AnnotationUtilsTest.java,,451-464,[        final InvocationHandler generatedTestInvocationHandler = new InvocationHandler() {, ,             @Override,             public Object invoke(final Object proxy, final Method method, final Object[] args) throws Throwable {,                 if ("equals".equals(method.getName()) && method.getParameterTypes().length == 1) {,                     return Boolean.valueOf(proxy == args[0]);,                 },                 if ("hashCode".equals(method.getName()) && method.getParameterTypes().length == 0) {,                     return Integer.valueOf(System.identityHashCode(proxy));,                 },                 if ("toString".equals(method.getName()) && method.getParameterTypes().length == 0) {,                     return "Test proxy";,                 },                 return method.invoke(real, args);],,
STYLE,FE_FLOATING_POINT_EQUALITY,org/apache/commons/lang3/ArrayUtils.java,indexOf,3847-3847,[            if (valueToFind == array[i]) {],,
STYLE,FE_FLOATING_POINT_EQUALITY,org/apache/commons/lang3/ArrayUtils.java,indexOf,4054-4054,[            if (valueToFind == array[i]) {],,
STYLE,FE_FLOATING_POINT_EQUALITY,org/apache/commons/lang3/ArrayUtils.java,lastIndexOf,3943-3943,[            if (valueToFind == array[i]) {],,
STYLE,FE_FLOATING_POINT_EQUALITY,org/apache/commons/lang3/ArrayUtils.java,lastIndexOf,4099-4099,[            if (valueToFind == array[i]) {],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,405-405,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,389-389,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,421-421,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,437-437,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,357-357,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,341-341,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,325-325,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,373-373,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,clone,453-453,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,1101-1101,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,1061-1061,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,1141-1141,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,1181-1181,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,981-981,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,941-941,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,897-897,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,1021-1021,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,subarray,1221-1221,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toObject,4556-4556,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toObject,4284-4284,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toObject,4624-4624,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toObject,4692-4692,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toObject,4420-4420,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toObject,4352-4352,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toObject,4488-4488,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toObject,4760-4760,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4716-4716,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4738-4738,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4512-4512,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4534-4534,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4240-4240,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4262-4262,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4580-4580,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4602-4602,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4648-4648,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4670-4670,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4376-4376,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4398-4398,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/commons/lang3/ArrayUtils.java,toPrimitive,4308-4308,[            return null;],,
