0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
8,,F67,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
14,,F102,
16,,F104,
17,,F105,
18,,F107,
19,,F108,
27,,F16-int,
33,,F16-StrBuilder,
43,,F3-Integer,
45,,F3-ArrayUtils.toObject(b),
48,,F3-null,
59,,F3-ArrayUtils.EMPTY_CHAR_ARRAY,
74,,F17-final,
80,,F2-Integer,
82,,F2-TimeZone,
95,,F2-Locale,
126,,F1-assertSame,
128,,F1-assertEquals,
144,,F1-assertTrue,
160,,F15-public,
193,,F94,
194,,F95,
198,,F23,
199,,F22,
200,,F79,
201,,F111,
203,,F113,
204,,F116,
205,,F117,
206,,F118,
209,,F110,
213,,F114,
214,,F115,
216,,F77,
217,,F88,
218,,F70,
219,,F41,
220,,F40,
221,,F43,
222,,F42,
223,,F45,
224,,F44,
225,,F46,
226,,F126,
227,,F127,
228,,F128,
229,,F129,
231,,F130,
233,,F131,
234,,F38,
235,,F132,
236,,F37,
237,,F133,
238,,F134,
239,,F39,
241,,F136,
242,,F137,
243,,F83,
251,,F71-felipeadsc@gmail.com,
256,,F71-beradrian@yahoo.com,
261,,F71-scolebourne@apache.org,
264,,F74,
268,,category,
original feature size,269
refined feature size,73
