F61,F77,F88,F70,
92,15083,1931,18254,
94,15326,1992,18497,
40,17755,2415,20926,
40,17755,2415,20926,
3,7721,1005,10892,
3,7721,1005,10892,
3,7721,1005,10892,
40,17755,2415,20926,
32,11835,1413,15006,
32,11835,1413,15006,
32,11835,1413,15006,
32,11835,1413,15006,
32,11835,1413,15006,
32,11835,1413,15006,
40,17755,2415,20926,
25,13243,1605,16414,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
5,9049,1115,12220,
16,14087,1723,17258,
16,14087,1723,17258,
40,17755,2415,20926,
2,9763,1178,12934,
2,9763,1178,12934,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
0,599,79,3770,
39,16452,2138,19623,
15,9865,1188,13036,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
9,17875,2444,21046,
9,17875,2444,21046,
40,17755,2415,20926,
40,17755,2415,20926,
21,21404,4207,24575,
34,14786,1882,17957,
34,14786,1882,17957,
34,14786,1882,17957,
30,10855,1255,14026,
36,14803,1883,17974,
34,14786,1882,17957,
36,14803,1883,17974,
34,14786,1882,17957,
36,14803,1883,17974,
10,8617,1071,11788,
40,17755,2415,20926,
7,11012,1279,14183,
7,11012,1279,14183,
7,11012,1279,14183,
7,11012,1279,14183,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
0,2230,290,5401,
17,17102,2238,20273,
40,17755,2415,20926,
15,22691,5040,25862,
14,17102,2238,20273,
15,22691,5040,25862,
14,17102,2238,20273,
14,17102,2238,20273,
14,17102,2238,20273,
20,17102,2238,20273,
1,2230,290,5401,
20,17102,2238,20273,
20,17102,2238,20273,
16,17102,2238,20273,
16,17102,2238,20273,
17,17102,2238,20273,
20,17102,2238,20273,
20,17102,2238,20273,
20,17102,2238,20273,
0,2230,290,5401,
0,2230,290,5401,
20,17102,2238,20273,
20,17102,2238,20273,
20,17102,2238,20273,
40,17755,2415,20926,
40,17755,2415,20926,
34,18452,2601,21623,
40,17755,2415,20926,
7,18452,2601,21623,
7,18452,2601,21623,
7,18452,2601,21623,
10,18452,2601,21623,
10,18452,2601,21623,
10,18452,2601,21623,
10,18452,2601,21623,
7,18452,2601,21623,
19,18452,2601,21623,
20,18452,2601,21623,
10,13856,1703,17027,
20,18452,2601,21623,
18,16701,2168,19872,
20,18452,2601,21623,
20,18452,2601,21623,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
3,14545,1812,17716,
40,17755,2415,20926,
3,14545,1812,17716,
3,14545,1812,17716,
40,17755,2415,20926,
40,17755,2415,20926,
18,18093,2505,21264,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
12,12489,1489,15660,
12,12489,1489,15660,
12,12489,1489,15660,
40,17755,2415,20926,
8,14824,1884,17995,
8,14824,1884,17995,
40,17755,2415,20926,
3,14545,1812,17716,
40,17755,2415,20926,
40,17755,2415,20926,
3,14545,1812,17716,
40,17755,2415,20926,
4,14545,1812,17716,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
3,13483,1636,16654,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
4,14545,1812,17716,
17,3300,442,6471,
30,3693,488,6864,
27,3657,484,6828,
30,3693,488,6864,
30,3693,488,6864,
24,3602,479,6773,
40,17755,2415,20926,
15,3693,488,6864,
15,3693,488,6864,
40,17755,2415,20926,
40,17755,2415,20926,
7,14843,1895,18014,
7,14843,1895,18014,
7,14843,1895,18014,
7,14843,1895,18014,
7,14827,1884,17998,
7,14827,1884,17998,
6,14827,1884,17998,
6,14827,1884,17998,
6,14827,1884,17998,
10,14827,1884,17998,
40,17755,2415,20926,
10,7193,939,10364,
10,7193,939,10364,
10,14827,1884,17998,
40,17755,2415,20926,
40,17755,2415,20926,
7,15267,1972,18438,
40,17755,2415,20926,
3,14545,1812,17716,
3,14545,1812,17716,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
6,9912,1191,13083,
6,9912,1191,13083,
7,9912,1191,13083,
12,9912,1191,13083,
12,9912,1191,13083,
12,9912,1191,13083,
4,9912,1191,13083,
4,9912,1191,13083,
4,9912,1191,13083,
4,9912,1191,13083,
6,9912,1191,13083,
40,17755,2415,20926,
5,12808,1538,15979,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
14,8617,1071,11788,
8,14802,1883,17973,
40,17755,2415,20926,
3,8926,1097,12097,
3,8926,1097,12097,
40,17755,2415,20926,
40,17755,2415,20926,
12,11086,1296,14257,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
0,5306,733,8477,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
40,17755,2415,20926,
14,16903,2209,20074,
