1,,F54,
2,,F55,
3,,F25,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
12,,F68,
14,,F102,
16,,F104,
17,,F105,
18,,F107,
27,,F16-void,
30,,F16-Query,
51,,F3-String,
82,,F12-String,
138,,F13-private,
215,,F15-private,
279,,F94,
280,,F95,
283,,F20,
286,,F79,
287,,F111,
288,,F112,
289,,F113,
290,,F116,
291,,F117,
292,,F118,
295,,F110,
299,,F114,
300,,F115,
301,,F61,
302,,F77,
303,,F88,
304,,F70,
305,,F41,
306,,F40,
307,,F43,
309,,F45,
310,,F44,
311,,F46,
312,,F126,
313,,F127,
314,,F128,
315,,F129,
316,,F36,
317,,F130,
318,,F35,
320,,F38,
321,,F132,
324,,F134,
325,,F39,
326,,F135,
327,,F136,
332,,F71-anshum@apache.org,
337,,F71-gsingers@apache.org,
340,,F71-markrmiller@apache.org,
341,,F71-noble@apache.org,
342,,F71-yonik@apache.org,
344,,F71-shaie@apache.org,
346,,F71-erick@apache.org,
351,,F73,
352,,F84,
353,,F146,
354,,category,
original feature size,355
refined feature size,65
