0,,F72,
1,,F54,
2,,F55,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
13,,F101,
14,,F102,
17,,F105,
18,,F107,
279,,F94,
280,,F95,
283,,F20,
284,,F23,
285,,F22,
286,,F79,
287,,F111,
288,,F112,
289,,F113,
290,,F116,
291,,F117,
292,,F118,
295,,F110,
299,,F114,
300,,F115,
301,,F61,
303,,F88,
307,,F43,
313,,F127,
314,,F128,
321,,F132,
324,,F134,
330,,F71-ryan@apache.org,
334,,F71-rmuir@apache.org,
335,,F71-sarowe@apache.org,
340,,F71-markrmiller@apache.org,
351,,F73,
354,,category,
original feature size,355
refined feature size,38
