F61,F77,F88,F70,
90,13630,1750,18254,
92,13873,1811,18497,
40,16302,2234,20926,
40,16302,2234,20926,
3,6268,824,10892,
3,6268,824,10892,
3,6268,824,10892,
40,16302,2234,20926,
28,10382,1232,15006,
28,10382,1232,15006,
28,10382,1232,15006,
28,10382,1232,15006,
28,10382,1232,15006,
28,10382,1232,15006,
40,16302,2234,20926,
25,11790,1424,16414,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
5,7596,934,12220,
16,12634,1542,17258,
16,12634,1542,17258,
40,16302,2234,20926,
2,8310,997,12934,
2,8310,997,12934,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
37,14999,1957,19623,
13,8412,1007,13036,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
9,16422,2263,21046,
9,16422,2263,21046,
40,16302,2234,20926,
40,16302,2234,20926,
21,19951,4026,24575,
34,13333,1701,17957,
34,13333,1701,17957,
34,13333,1701,17957,
30,9402,1074,14026,
36,13350,1702,17974,
34,13333,1701,17957,
36,13350,1702,17974,
34,13333,1701,17957,
36,13350,1702,17974,
10,7164,890,11788,
40,16302,2234,20926,
7,9559,1098,14183,
7,9559,1098,14183,
7,9559,1098,14183,
7,9559,1098,14183,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
0,777,109,5401,
17,15649,2057,20273,
40,16302,2234,20926,
15,21238,4859,25862,
14,15649,2057,20273,
15,21238,4859,25862,
14,15649,2057,20273,
14,15649,2057,20273,
14,15649,2057,20273,
19,15649,2057,20273,
19,15649,2057,20273,
0,777,109,5401,
0,777,109,5401,
19,15649,2057,20273,
19,15649,2057,20273,
20,15649,2057,20273,
16,15649,2057,20273,
16,15649,2057,20273,
17,15649,2057,20273,
20,15649,2057,20273,
20,15649,2057,20273,
20,15649,2057,20273,
0,777,109,5401,
0,777,109,5401,
20,15649,2057,20273,
20,15649,2057,20273,
20,15649,2057,20273,
40,16302,2234,20926,
40,16302,2234,20926,
34,16999,2420,21623,
40,16302,2234,20926,
7,16999,2420,21623,
7,16999,2420,21623,
7,16999,2420,21623,
10,16999,2420,21623,
10,16999,2420,21623,
10,16999,2420,21623,
10,16999,2420,21623,
7,16999,2420,21623,
19,16999,2420,21623,
20,16999,2420,21623,
10,12403,1522,17027,
20,16999,2420,21623,
18,15248,1987,19872,
20,16999,2420,21623,
20,16999,2420,21623,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
40,16302,2234,20926,
3,13092,1631,17716,
40,16302,2234,20926,
3,13092,1631,17716,
