F61,F77,F88,F70,
9,7377,3027,11856,
9,7377,3027,11856,
9,7377,3027,11856,
8,4135,1875,8614,
29,2485,878,6964,
120,7145,2937,11624,
159,9282,3976,13761,
159,9282,3976,13761,
30,6979,2879,11458,
30,6979,2879,11458,
4,4129,1874,8608,
25,7377,3027,11856,
10,3317,1392,7796,
15,9282,3976,13761,
16,7697,3370,12176,
16,7697,3370,12176,
16,7697,3370,12176,
4,3991,1821,8470,
16,7697,3370,12176,
5,3246,1335,7725,
15,8015,3433,12494,
55,9282,3976,13761,
5,2857,1101,7336,
34,9151,3827,13630,
23,8847,3678,13326,
16,7342,3004,11821,
25,7377,3027,11856,
25,7377,3027,11856,
38,9068,3777,13547,
17,7697,3370,12176,
17,7697,3370,12176,
4,3991,1821,8470,
4,3991,1821,8470,
5,2857,1101,7336,
5,2857,1101,7336,
24,8783,3644,13262,
24,8783,3644,13262,
4,3991,1821,8470,
12,7342,3004,11821,
5,3991,1821,8470,
28,9282,3976,13761,
26,9282,3976,13761,
29,5795,2574,10274,
15,9282,3976,13761,
11,8800,3658,13279,
16,9282,3976,13761,
16,9282,3976,13761,
23,7996,3429,12475,
58,9282,3976,13761,
25,7686,3328,12165,
40,9282,3976,13761,
50,9282,3976,13761,
23,9282,3976,13761,
17,9282,3976,13761,
14,7990,3429,12469,
18,7619,3305,12098,
18,7377,3027,11856,
3,9565,5414,14044,
43,8926,3713,13405,
43,8119,3453,12598,
21,7486,3190,11965,
5,3989,1820,8468,
5,3989,1820,8468,
17,6948,2867,11427,
3,3989,1820,8468,
3,3989,1820,8468,
23,7109,2922,11588,
31,8754,3612,13233,
3,3989,1820,8468,
3,3989,1820,8468,
10,7377,3027,11856,
3,3989,1820,8468,
9,3988,1820,8467,
6,3989,1820,8468,
6,3989,1820,8468,
5,3988,1820,8467,
5,3988,1820,8467,
0,98,87,4577,
18,3988,1820,8467,
12,9282,3976,13761,
55,9282,3976,13761,
132,8880,3700,13359,
110,7690,3335,12169,
67,3988,1820,8467,
110,7690,3335,12169,
117,8502,3523,12981,
21,994,355,5473,
13,3988,1820,8467,
4,4129,1874,8608,
21,6349,2665,10828,
6,3989,1820,8468,
3,306,199,4785,
6,3255,1346,7734,
56,9090,3799,13569,
40,6767,2810,11246,
11,3989,1820,8468,
2,1690,568,6169,
7,3986,1820,8465,
6,3986,1820,8465,
3,1891,592,6370,
8,3976,1807,8455,
1,400,220,4879,
6,3986,1820,8465,
6,3986,1820,8465,
3,3986,1820,8465,
8,3389,1419,7868,
10,3986,1820,8465,
8,3383,1416,7862,
30,8749,3606,13228,
2,2111,627,6590,
20,5867,2592,10346,
24,8110,3453,12589,
21,8106,3452,12585,
10,3986,1820,8465,
22,8749,3606,13228,
18,8687,3554,13166,
6,3986,1820,8465,
6,3986,1820,8465,
3,2063,615,6542,
5,2737,1012,7216,
16,7296,2981,11775,
7,3986,1820,8465,
17,2021,608,6500,
23,3986,1820,8465,
49,8749,3606,13228,
8,3979,1810,8458,
9,3976,1807,8455,
0,42,43,4521,
0,42,43,4521,
6,3986,1820,8465,
2,1925,597,6404,
5,1055,391,5534,
15,4241,1908,8720,
65,9282,3976,13761,
65,9282,3976,13761,
1,3986,1820,8465,
9,8887,3702,13366,
43,5795,2574,10274,
77,9282,3976,13761,
8,3986,1820,8465,
8,3986,1820,8465,
8,3986,1820,8465,
24,6938,2865,11417,
18,9282,3976,13761,
43,8869,3694,13348,
22,8910,3709,13389,
21,8938,3715,13417,
21,8689,3556,13168,
7,4241,1908,8720,
3,1439,522,5918,
0,122,105,4601,
0,122,105,4601,
4,1976,604,6455,
0,122,105,4601,
0,122,105,4601,
6,3986,1820,8465,
0,14,3,4493,
0,14,3,4493,
0,61,61,4540,
31,8794,3656,13273,
31,8794,3656,13273,
31,8794,3656,13273,
43,9282,3976,13761,
2,73,75,4552,
2,73,75,4552,
13,9282,3976,13761,
8,3986,1820,8465,
6,2069,616,6548,
12,2101,625,6580,
71,9282,3976,13761,
2,3986,1820,8465,
5,3758,1691,8237,
23,9282,3976,13761,
3,2693,970,7172,
6,342,206,4821,
3,4129,1874,8608,
15,6349,2665,10828,
42,9030,3741,13509,
9,3382,1416,7861,
6,3255,1346,7734,
38,9259,3971,13738,
25,9068,3777,13547,
25,8752,3610,13231,
10,3753,1691,8232,
37,9259,3971,13738,
4,3986,1820,8465,
8,2956,1163,7435,
5,4160,1879,8639,
12,3986,1820,8465,
38,8747,3606,13226,
38,8747,3606,13226,
43,9282,3976,13761,
14,8747,3606,13226,
18,9282,3976,13761,
4,981,351,5460,
29,4047,1858,8526,
26,9282,3976,13761,
6,1618,548,6097,
6,1618,548,6097,
94,9282,3976,13761,
18,9282,3976,13761,
3,1618,548,6097,
3,1618,548,6097,
36,9282,3976,13761,
11,4373,1973,8852,
6,3986,1820,8465,
9,4777,2086,9256,
10,4160,1879,8639,
9,3986,1820,8465,
23,9068,3777,13547,
44,8747,3606,13226,
44,8747,3606,13226,
13,3986,1820,8465,
4,3211,1322,7690,
4,3211,1322,7690,
12,3986,1820,8465,
42,9282,3976,13761,
15,9282,3976,13761,
22,9282,3976,13761,
2,279,183,4758,
56,9282,3976,13761,
21,9068,3777,13547,
4,3986,1820,8465,
4,3986,1820,8465,
32,8444,3505,12923,
13,8000,3430,12479,
16,5795,2574,10274,
70,8852,3678,13331,
19,3399,1425,7878,
5,1301,487,5780,
16,3360,1415,7839,
32,3396,1425,7875,
31,3986,1820,8465,
50,5795,2574,10274,
110,9282,3976,13761,
110,9282,3976,13761,
110,9282,3976,13761,
3,1301,487,5780,
24,3986,1820,8465,
82,9282,3976,13761,
36,8597,3544,13076,
11,2956,1163,7435,
42,2649,944,7128,
42,2649,944,7128,
42,2649,944,7128,
42,2649,944,7128,
79,2649,944,7128,
79,2649,944,7128,
66,2431,815,6910,
79,2649,944,7128,
71,2550,922,7029,
10,2634,941,7113,
10,2634,941,7113,
46,2158,636,6637,
162,7730,3388,12209,
162,7730,3388,12209,
11,3398,1425,7877,
9,2956,1163,7435,
43,8747,3606,13226,
48,9282,3976,13761,
48,9282,3976,13761,
48,9282,3976,13761,
23,3986,1820,8465,
23,3986,1820,8465,
2,2956,1163,7435,
9,4224,1900,8703,
1,1285,477,5764,
29,9282,3976,13761,
7,4160,1879,8639,
6,4160,1879,8639,
11,3986,1820,8465,
9,3139,1278,7618,
26,8599,3544,13078,
26,8599,3544,13078,
26,8599,3544,13078,
26,8599,3544,13078,
12,6965,2874,11444,
15,7677,3320,12156,
12,6965,2874,11444,
12,6965,2874,11444,
4,3373,1416,7852,
6,3986,1820,8465,
2,3986,1820,8465,
9,3986,1820,8465,
15,5795,2574,10274,
8,3958,1780,8437,
8,3958,1780,8437,
39,8599,3544,13078,
39,8599,3544,13078,
17,9282,3976,13761,
7,3986,1820,8465,
27,9045,3758,13524,
40,7055,2907,11534,
40,7055,2907,11534,
11,3246,1335,7725,
47,7055,2907,11534,
47,7055,2907,11534,
28,5795,2574,10274,
28,5795,2574,10274,
18,1969,604,6448,
18,1969,604,6448,
18,1969,604,6448,
18,1969,604,6448,
14,3986,1820,8465,
4,1278,473,5757,
26,7463,3169,11942,
25,3986,1820,8465,
25,3986,1820,8465,
20,3986,1820,8465,
20,3986,1820,8465,
1,1037,379,5516,
6,2032,614,6511,
