0,,F72,
1,,F54,
2,,F55,
8,,F67,
12,,F68,
13,,F101,
14,,F102,
17,,F105,
19,,F108,
27,,F16-void,
50,,F3-String,
61,,F7-++,
145,,F18-public,
217,,F15-public,
280,,F95,
282,,F109,
283,,F20,
285,,F22,
290,,F116,
291,,F117,
292,,F118,
294,,F120,
295,,F110,
296,,F121,
298,,F123,
302,,F77,
304,,F70,
306,,F40,
312,,F126,
313,,F127,
317,,F130,
318,,F35,
330,,F71-ryan@apache.org,
331,,F71-chrism@apache.org,
335,,F71-sarowe@apache.org,
338,,F71-jpountz@apache.org,
339,,F71-buschmi@apache.org,
340,,F71-markrmiller@apache.org,
341,,F71-noble@apache.org,
342,,F71-yonik@apache.org,
343,,F71-mikemccand@apache.org,
344,,F71-shaie@apache.org,
349,,F71-uschindler@apache.org,
351,,F73,
352,,F84,
353,,F146,
354,,category,
original feature size,355
refined feature size,46
