F61,F77,F88,F70,
7,241,22,2967,
24,15269,3382,17995,
15,15269,3382,17995,
15,15269,3382,17995,
6,15111,3268,17837,
11,15269,3382,17995,
2,6218,951,8944,
26,15269,3382,17995,
26,15269,3382,17995,
26,15269,3382,17995,
26,15269,3382,17995,
13,15269,3382,17995,
13,15269,3382,17995,
11,15269,3382,17995,
0,2153,295,4879,
14,15269,3382,17995,
12,15269,3382,17995,
21,15269,3382,17995,
21,15269,3382,17995,
21,15269,3382,17995,
21,15269,3382,17995,
66,15269,3382,17995,
30,9070,1551,11796,
14,6643,1052,9369,
11,1303,196,4029,
0,684,106,3410,
11,1303,196,4029,
16,15269,3382,17995,
6,1306,196,4032,
16,15269,3382,17995,
16,15269,3382,17995,
16,15269,3382,17995,
1,15269,3382,17995,
0,1303,196,4029,
27,9110,1554,11836,
1,152,15,2878,
1,152,15,2878,
7,135,13,2861,
3,76,7,2802,
3,76,7,2802,
3,76,7,2802,
3,72,7,2798,
4,71,7,2797,
18,6820,1083,9546,
210,15269,3382,17995,
1,676,104,3402,
210,15269,3382,17995,
7,15269,3382,17995,
72,7931,1337,10657,
16,2277,319,5003,
215,15269,3382,17995,
215,15269,3382,17995,
215,15269,3382,17995,
215,15269,3382,17995,
79,8037,1347,10763,
215,15269,3382,17995,
46,8037,1347,10763,
109,15269,3382,17995,
38,15269,3382,17995,
38,15269,3382,17995,
38,15269,3382,17995,
38,15269,3382,17995,
51,15269,3382,17995,
51,15269,3382,17995,
51,15269,3382,17995,
10,11976,2041,14702,
10,11976,2041,14702,
10,11976,2041,14702,
10,11976,2041,14702,
9,11974,2041,14700,
25,15269,3382,17995,
35,15269,3382,17995,
0,15269,3382,17995,
29,7892,1330,10618,
78,14898,3176,17624,
65,13929,2764,16655,
57,12807,2216,15533,
72,14783,3136,17509,
29,7892,1330,10618,
78,14898,3176,17624,
48,11636,1979,14362,
29,7892,1330,10618,
62,13171,2376,15897,
62,13171,2376,15897,
62,10718,1822,13444,
62,10718,1822,13444,
49,10418,1758,13144,
30,7518,1243,10244,
58,14340,2955,17066,
58,14340,2955,17066,
58,14340,2955,17066,
58,14340,2955,17066,
29,12896,2261,15622,
41,15269,3382,17995,
41,15269,3382,17995,
36,3009,462,5735,
31,2638,391,5364,
325,15269,3382,17995,
325,15269,3382,17995,
325,15269,3382,17995,
325,15269,3382,17995,
325,15269,3382,17995,
325,15269,3382,17995,
325,15269,3382,17995,
325,15269,3382,17995,
325,15269,3382,17995,
192,10062,1703,12788,
325,15269,3382,17995,
181,9733,1660,12459,
292,13691,2614,16417,
43,11508,1965,14234,
26,9758,1663,12484,
8,6809,1083,9535,
3,6809,1083,9535,
100,15269,3382,17995,
100,15269,3382,17995,
64,11954,2035,14680,
100,15269,3382,17995,
100,15269,3382,17995,
100,15269,3382,17995,
100,15269,3382,17995,
100,15269,3382,17995,
75,13171,2376,15897,
97,15202,3345,17928,
100,15269,3382,17995,
100,15269,3382,17995,
100,15269,3382,17995,
100,15269,3382,17995,
5,4677,722,7403,
13,5006,757,7732,
13,5006,757,7732,
13,5006,757,7732,
13,5006,757,7732,
13,5006,757,7732,
13,5006,757,7732,
17,11019,1881,13745,
18,10667,1812,13393,
18,10667,1812,13393,
0,58,6,2784,
27,12145,2063,14871,
7,12421,2142,15147,
30,14762,3129,17488,
5,12300,2090,15026,
9,12935,2273,15661,
8,12929,2273,15655,
8,12929,2273,15655,
8,12929,2273,15655,
33,15058,3234,17784,
33,15058,3234,17784,
2,1183,169,3909,
26,14553,3017,17279,
42,15058,3234,17784,
42,15058,3234,17784,
42,15058,3234,17784,
42,15058,3234,17784,
11,15058,3234,17784,
11,15058,3234,17784,
11,15058,3234,17784,
20,15058,3234,17784,
4,4990,755,7716,
99,15058,3234,17784,
99,15058,3234,17784,
99,15058,3234,17784,
99,15058,3234,17784,
99,15058,3234,17784,
99,15058,3234,17784,
99,15058,3234,17784,
99,15058,3234,17784,
19,4390,685,7116,
99,15058,3234,17784,
21,7155,1174,9881,
72,15058,3234,17784,
39,15058,3234,17784,
16,15058,3234,17784,
16,15058,3234,17784,
35,15058,3234,17784,
64,15058,3234,17784,
1,2154,295,4880,
25,3437,529,6163,
14,2154,295,4880,
14,2154,295,4880,
14,2154,295,4880,
14,2154,295,4880,
14,2154,295,4880,
14,2154,295,4880,
80,15269,3382,17995,
80,15269,3382,17995,
80,15269,3382,17995,
23,8645,1463,11371,
67,13174,2376,15900,
67,13174,2376,15900,
67,13174,2376,15900,
67,13174,2376,15900,
57,12162,2063,14888,
67,13174,2376,15900,
67,13174,2376,15900,
67,13174,2376,15900,
67,13174,2376,15900,
67,13174,2376,15900,
24,15168,3309,17894,
83,15168,3309,17894,
83,15168,3309,17894,
83,15168,3309,17894,
83,15168,3309,17894,
83,15168,3309,17894,
83,15168,3309,17894,
83,15168,3309,17894,
83,15168,3309,17894,
15,3060,470,5786,
16,15168,3309,17894,
16,15168,3309,17894,
23,15168,3309,17894,
23,15168,3309,17894,
23,15168,3309,17894,
23,15168,3309,17894,
23,15168,3309,17894,
23,15168,3309,17894,
23,15168,3309,17894,
23,15168,3309,17894,
23,15168,3309,17894,
36,15168,3309,17894,
36,15168,3309,17894,
36,15168,3309,17894,
36,15168,3309,17894,
36,15168,3309,17894,
25,11712,1995,14438,
36,15168,3309,17894,
4,14470,2997,17196,
4,14470,2997,17196,
11,13403,2428,16129,
12,13407,2428,16133,
12,13407,2428,16133,
34,6723,1065,9449,
34,6723,1065,9449,
34,6723,1065,9449,
34,6723,1065,9449,
34,6723,1065,9449,
15,2524,372,5250,
10,10393,1753,13119,
10,10393,1753,13119,
13,15269,3382,17995,
13,15269,3382,17995,
13,15269,3382,17995,
13,15269,3382,17995,
19,13503,2468,16229,
19,13503,2468,16229,
17,13488,2463,16214,
0,693,108,3419,
45,15269,3382,17995,
12,15269,3382,17995,
1,6783,1080,9509,
30,15269,3382,17995,
30,15269,3382,17995,
29,15225,3365,17951,
29,15225,3365,17951,
3,1314,196,4040,
36,15111,3268,17837,
2,4778,729,7504,
37,15269,3382,17995,
37,15269,3382,17995,
37,15269,3382,17995,
37,15269,3382,17995,
37,15269,3382,17995,
37,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
70,12886,2257,15612,
14,13513,2471,16239,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
87,15269,3382,17995,
12,15269,3382,17995,
