0,,F72,
3,,F25,
5,,F62,
7,,F64,
9,,F34,
10,,F66,
12,,F68,
13,,F101,
16,,F104,
17,,F105,
19,,F108,
29,,F16-void,
254,,F94,
255,,F95,
257,,F109,
258,,F20,
259,,F23,
261,,F79,
262,,F111,
264,,F113,
265,,F116,
266,,F117,
267,,F118,
270,,F110,
274,,F114,
275,,F115,
276,,F61,
277,,F77,
281,,F40,
282,,F43,
283,,F42,
286,,F46,
287,,F126,
288,,F127,
289,,F128,
290,,F129,
291,,F36,
292,,F130,
293,,F35,
295,,F38,
296,,F132,
297,,F37,
298,,F133,
299,,F134,
300,,F39,
301,,F135,
303,,F137,
304,,F83,
305,,F71-mturk@apache.org,
329,,category,
original feature size,330
refined feature size,49
