F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-String[],F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-SkipResult,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-int,F16-SocketState,F16-boolean,F16-Comparable<Date>,F16-ELContextImpl,F16-String,F16-Method,F16-JspApplicationContext,F16-Void,F16-Response[],F3-NA,F3-Session,F3-Integer,F3-Class,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-Object,F3-boolean,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F7--,F7-&=,F7-++,F7-|=,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-Future<Integer>,F12-NA,F12-boolean,F12-A,F12-byte[],F12-Comparator<Session>,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-ByteBuffer[],F12-StringManager,F17-static,F17-static-final,F17-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-NA,F2-SimpleCharStream,F2-ByteArrayOutputStream,F2-MBeanServer,F2-Properties,F2-Set<URL>,F2-Connection,F2-String,F2-JDBCStore,F2-AccessibleObject,F2-CharArrayWriter,F2-Class<>,F2-Long,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-java.io.EOFException,F6-java.io.FileInputStream,F6-org.apache.catalina.authenticator.jaspic.provider.TomcatAuthConfig,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.util.net.TLSClientHelloExtractor,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-setAccessible,F1-longValue,F1-get,F1-execute,F1-append,F1-equals,F1-openNodeScope,F1-getProperty,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.IOException,F5-java.io.OutputStream,F5-java.lang.Exception,F9-header,F9-cluster,F9-encoding,F9-displayName,F9-username,F9-accessed,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-attribute,F9-lastAccess,F9-size,F9-servletClass,F9-jaasConfiguration,F9-NA,F9-wrapper,F9-serverAuthConfig,F9-uniqueId,F9-membershipService,F9-message,F10-NA,F10-true,F19-NA,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-String,F4-int,F4-CharArrayWriter,F4-Method,F8-AccessLogValve,F8-StandardContext,F8-StandardWrapper,F8-AbstractCatalinaTask,F8-ResultSetProxy,F8-StatementEntry,F8-TomcatAuthConfigProvider,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-SingleSignOnEntry,F8-ContextService,F8-ChannelData,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F8-ResponseHeaderElement,F11-START_DATA,F11-length,F11-NA,F11-comparator,F11-submittedCount,F11-integer,F11-offset,F11-hasHashCode,F11-attachment,F11-buffers,F11-INSTANCE,F11-type,F11-fnmap,F11-serialVersionUID,F11-sm,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-fschumacher@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category
2967,javax/security/auth/message/callback,javax/security/auth/message/callback/PasswordValidationCallback.java,22,true,3,7,155,1,0,29,1,14,21.5,34,20,0.5882352941176471,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.006264236902050114,0.0017084282460136675,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,7,241,22,2967,106,0.021821160175171002,17,11,95,134,0.032944844400684556,2,3,4,9,3,-1,2,0.021821160175171002,9,106,4,11,17,-1,134,95,0.032944844400684556,193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2918,17995,193,2918,open
17995,javax/servlet/http,javax/servlet/http/HttpServletRequestWrapper.java,3382,true,3,34,723,1,0,197,1,30,0.6957671957671958,148,193,1.304054054054054,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.0028473804100227792,5.694760820045558E-4,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,24,15269,3382,17995,0,0.0,0,0,0,0,0.0,255,17,3,275,0,238,0,0.08569036486321428,0,3528,0,1129,825,0,5482,2399,0.06903710783529243,1853,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4578,17995,777,3502,open
17995,javax/servlet/http,javax/servlet/http/HttpServletResponseWrapper.java,3382,true,6,23,723,1,0,197,1,30,2.238970588235294,100,146,1.46,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.0028473804100227792,0.0011389521640091116,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,15,15269,3382,17995,0,0.0,0,0,0,0,0.0,100,53,137,290,0,47,0,0.01728740581823983,0,3528,0,1129,825,0,5482,2399,0.06903710783529243,1853,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4578,17995,777,3502,open
17995,javax/servlet/http,javax/servlet/http/HttpServletResponseWrapper.java,3382,true,6,23,723,1,0,197,1,30,2.3106617647058822,100,146,1.46,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.0028473804100227792,0.0011389521640091116,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,15,15269,3382,17995,0,0.0,0,0,0,0,0.0,100,53,137,290,0,47,0,0.01728740581823983,0,3528,0,1129,825,0,5482,2399,0.06903710783529243,1853,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4578,17995,777,3502,open
17995,javax/servlet/jsp/tagext,javax/servlet/jsp/tagext/TagInfo.java,3382,true,3,20,524,1,0,159,1,26,0.4682713347921225,158,238,1.5063291139240507,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.010250569476082005,0.005125284738041002,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,6,15111,3268,17837,0,0.0,0,0,0,0,0.0,78,15,312,405,0,63,0,0.09479868891526508,0,1327,0,514,2428,0,4269,813,0.021736404656336375,6828,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9555,17995,1852,4577,open
17995,javax/servlet/jsp/tagext,javax/servlet/jsp/tagext/TagLibraryInfo.java,3382,true,3,14,524,1,0,159,1,26,0.36538461538461536,80,170,2.125,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.010250569476082005,0.002277904328018223,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,11,15269,3382,17995,0,0.0,0,0,0,0,0.0,79,62,231,372,0,17,0,0.022609967470655457,0,1327,0,514,2428,0,4269,813,0.021736404656336375,6828,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9555,17995,1852,4577,open
8944,javax/websocket,javax/websocket/SendResult.java,951,true,3,4,368,1,0,98,1,45,2.4358974358974357,18,16,0.8888888888888888,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.0017084282460136675,5.694760820045558E-4,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,2,6218,951,8944,0,0.0,0,0,0,0,0.0,34,4,0,38,0,30,0,0.15407934625016476,0,840,0,116,23,0,979,724,0.18001252124232536,812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3537,17995,686,3411,open
17995,org/apache/catalina/ant,org/apache/catalina/ant/AbstractCatalinaTask.java,3382,true,3,13,695,1,8,115,1,21,0.4519230769230769,164,94,0.573170731707317,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.003986332574031891,0.002277904328018223,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,26,15269,3382,17995,1,0.0,0,1,0,2,0.006349206349206349,251,22,3,276,0,229,0,0.11706651383159183,0,1068,0,218,885,0,2171,850,0.0810066180128245,3050,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5775,17995,1,2726,open
17995,org/apache/catalina/ant,org/apache/catalina/ant/AbstractCatalinaTask.java,3382,true,3,13,695,1,8,115,1,21,1.2532051282051282,164,94,0.573170731707317,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.003986332574031891,0.002277904328018223,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,26,15269,3382,17995,1,0.0,0,1,0,2,0.006349206349206349,251,22,3,276,0,229,0,0.11706651383159183,0,1068,0,218,885,0,2171,850,0.0810066180128245,3050,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5775,17995,1,2726,open
17995,org/apache/catalina/ant,org/apache/catalina/ant/AbstractCatalinaTask.java,3382,true,3,13,695,1,6,115,1,21,0.32211538461538464,164,94,0.573170731707317,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,BAD_PRACTICE,0.01943095072866065,NM_CONFUSING,19,3,0,0.003986332574031891,0.002277904328018223,2.847380410022779E-4,-0.5,0.10714285714285714,0.0027332361516034984,0.21561338289962825,0.5230156640657648,-0.7857142857142857,0.009715475364330326,0.030534351145038167,0.5230156640657648,-1.0,-1.0,26,15269,3382,17995,1,0.0,0,1,0,2,0.006349206349206349,251,22,3,276,0,229,0,0.11706651383159183,0,1068,0,218,885,0,2171,850,0.0810066180128245,3050,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5775,17995,1,2726,open
