F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
3,7,155,1,0,29,1,14,21.5,34,20,0.5882352941176471,1.0,0,0,
3,34,723,1,0,197,1,30,0.6957671957671958,148,193,1.304054054054054,1.0,0,0,
6,23,723,1,0,197,1,30,2.238970588235294,100,146,1.46,1.0,0,0,
6,23,723,1,0,197,1,30,2.3106617647058822,100,146,1.46,1.0,0,0,
3,20,524,1,0,159,1,26,0.4682713347921225,158,238,1.5063291139240507,1.0,0,0,
3,14,524,1,0,159,1,26,0.36538461538461536,80,170,2.125,1.0,0,0,
3,4,368,1,0,98,1,45,2.4358974358974357,18,16,0.8888888888888888,1.0,0,0,
3,13,695,1,8,115,1,21,0.4519230769230769,164,94,0.573170731707317,0.6666666666666666,0,0,
3,13,695,1,8,115,1,21,1.2532051282051282,164,94,0.573170731707317,0.6666666666666666,0,0,
3,13,695,1,6,115,1,21,0.32211538461538464,164,94,0.573170731707317,0.8333333333333334,0,0,
105,13,695,1,0,115,21,21,0.9198717948717948,164,94,0.573170731707317,1.0,0,1,
24,19,695,1,12,115,5,21,0.7,145,182,1.2551724137931035,0.375,0,0,
3,19,695,1,6,115,1,21,1.4986111111111111,145,182,1.2551724137931035,0.8333333333333334,0,0,
32,3,695,1,0,115,6,21,0.8823529411764706,54,39,0.7222222222222222,1.0,21,1,
9,20,327,1,0,114,2,11,0.9668508287292817,89,82,0.9213483146067416,1.0,2,1,
28,5,327,1,0,114,8,11,0.9738219895287958,91,76,0.8351648351648352,1.0,11,1,
12,11,327,1,8,114,4,11,0.9601990049751243,82,96,1.170731707317073,0.5,6,1,
56,40,327,1,16,114,15,11,0.76,409,218,0.5330073349633252,0.5892857142857143,32,1,
56,40,327,1,16,114,15,11,0.7485714285714286,409,218,0.5330073349633252,0.44642857142857145,32,1,
56,40,327,1,16,114,15,11,0.7214285714285714,409,218,0.5330073349633252,0.10714285714285714,32,1,
56,40,327,1,16,114,15,11,0.7328571428571429,409,218,0.5330073349633252,0.25,32,1,
43,33,1145,3,12,139,13,23,0.7250489236790607,503,374,0.7435387673956262,0.5348837209302325,34,1,
0,20,1145,4,0,139,1,23,0.7527216174183515,377,146,0.38726790450928383,1.0,0,1,
18,12,1145,1,8,139,5,23,0.7211394302848576,417,162,0.38848920863309355,0.7777777777777778,8,1,
10,17,1145,1,8,139,3,23,0.980327868852459,282,255,0.9042553191489362,0.6,0,1,
17,17,1145,1,0,139,6,23,0.519672131147541,282,255,0.9042553191489362,1.0,0,1,
0,17,1145,1,9,139,1,23,0.8290983606557377,282,255,0.9042553191489362,1.0,0,1,
0,12,1145,1,8,139,1,23,0.7372093023255814,79,107,1.3544303797468353,1.0,0,1,
0,12,1145,1,12,139,1,23,0.772093023255814,79,107,1.3544303797468353,1.0,0,1,
0,12,1145,1,8,139,1,23,0.7930232558139535,79,107,1.3544303797468353,1.0,0,1,
0,12,1145,1,9,139,1,23,0.8697674418604651,79,107,1.3544303797468353,1.0,0,1,
0,12,1145,1,8,139,1,23,0.8395348837209302,79,107,1.3544303797468353,1.0,0,1,
3,7,1145,1,8,139,1,23,2.028688524590164,84,26,0.30952380952380953,0.6666666666666666,0,0,
3,7,1145,1,8,139,1,23,0.6598360655737705,84,26,0.30952380952380953,0.6666666666666666,0,0,
0,11,1145,5,20,139,1,23,0.4415322580645161,358,67,0.1871508379888268,1.0,0,1,
3,9,173,4,8,38,1,16,0.52046783625731,116,16,0.13793103448275862,0.6666666666666666,0,1,
3,9,173,4,8,38,1,16,0.5555555555555556,116,16,0.13793103448275862,0.6666666666666666,0,1,
0,9,173,1,10,38,1,16,0.46875,105,22,0.20952380952380953,1.0,0,1,
0,5,53,1,9,20,1,3,0.9018987341772152,44,20,0.45454545454545453,1.0,0,1,
0,5,53,1,8,20,1,3,0.6455696202531646,44,20,0.45454545454545453,1.0,0,1,
3,5,53,1,8,20,1,3,0.9746835443037974,44,20,0.45454545454545453,0.6666666666666666,1,1,
3,8,142,2,8,37,1,7,0.5424354243542435,161,67,0.4161490683229814,0.6666666666666666,0,1,
3,25,142,4,8,37,1,7,0.47086614173228347,408,110,0.2696078431372549,0.6666666666666666,0,1,
0,69,1597,1,5,561,1,53,0.22100456621004566,465,359,0.7720430107526882,1.0,0,1,
27,18,1597,3,8,561,9,53,0.6656671664167916,892,274,0.3071748878923767,0.8888888888888888,0,1,
27,18,1597,3,8,561,9,53,0.6409295352323838,892,274,0.3071748878923767,0.1111111111111111,0,1,
179,18,1597,3,12,561,39,53,0.6064467766116941,892,274,0.3071748878923767,0.8100558659217877,136,1,
3,13,1597,1,0,561,1,53,0.9262672811059908,129,33,0.2558139534883721,1.0,1,1,
140,144,1597,9,32,561,23,53,0.8151159289370672,1859,904,0.48628294782140935,0.6928571428571428,0,1,
18,144,1597,9,0,561,3,53,0.9623607347184583,1859,904,0.48628294782140935,1.0,0,1,
