0,,F72,
5,,F62,
9,,F34,
13,,F101,
16,,F104,
17,,F105,
19,,F108,
117,,F6-java.lang.Long,
175,,F5-java.lang.Number,
243,,F8-ClientBaseDataSourceRoot,
277,,F109,
278,,F20,
279,,F23,
280,,F22,
284,,F113,
285,,F116,
288,,F119,
289,,F120,
291,,F121,
293,,F123,
295,,F115,
297,,F77,
307,,F126,
313,,F35,
314,,F131,
315,,F38,
316,,F132,
320,,F39,
326,,F71-djd@apache.org,
327,,F71-lilywei@apache.org,
328,,F71-davidvc@apache.org,
331,,F71-bakksjo@apache.org,
336,,F71-kahatlen@apache.org,
345,,F74,
349,,category,
original feature size,350
refined feature size,34
