F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
0,39,2743,4,12,421,1,47,0.9326315789473684,552,243,0.44021739130434784,1.0,0,1,
0,20,2743,1,12,421,1,47,0.5166340508806262,352,89,0.2528409090909091,1.0,0,1,
0,20,2743,1,8,421,1,47,0.5283757338551859,352,89,0.2528409090909091,1.0,0,1,
0,39,2743,4,12,421,1,47,0.9357894736842105,552,243,0.44021739130434784,1.0,0,1,
3,13,1278,1,0,965,1,48,3.45,18,16,0.8888888888888888,1.0,0,1,
3,129,386,1,0,260,1,10,2.7790055248618786,158,16,0.10126582278481013,1.0,0,0,
3,129,386,1,0,260,1,10,2.8093922651933703,158,16,0.10126582278481013,1.0,0,0,
30,8,984,1,0,157,5,16,0.41194029850746267,243,38,0.15637860082304528,1.0,0,1,
0,8,984,1,0,157,1,16,0.4059701492537313,243,38,0.15637860082304528,1.0,0,1,
19,85,984,2,8,157,2,16,0.8551324503311258,1373,790,0.5753823743627094,0.15789473684210525,0,1,
3,85,984,2,0,157,1,16,0.7781456953642384,1373,790,0.5753823743627094,1.0,0,1,
4,85,984,2,0,157,1,16,0.277317880794702,1373,790,0.5753823743627094,1.0,0,1,
16,85,984,2,0,157,6,16,0.8141556291390728,1373,790,0.5753823743627094,1.0,0,1,
25,85,984,2,0,157,7,16,0.7855960264900662,1373,790,0.5753823743627094,1.0,0,1,
16,85,984,2,0,157,3,16,0.7282698675496688,1373,790,0.5753823743627094,1.0,0,0,
22,85,984,2,8,157,1,16,0.37230960264900664,1373,790,0.5753823743627094,0.3181818181818182,0,0,
26,85,984,2,8,157,7,16,0.3391970198675497,1373,790,0.5753823743627094,0.36538461538461536,0,0,
46,85,984,2,8,157,3,16,0.5225579470198676,1373,790,0.5753823743627094,0.41304347826086957,0,0,
26,85,984,2,8,157,7,16,0.31767384105960267,1373,790,0.5753823743627094,0.36538461538461536,0,0,
20,85,984,2,12,157,3,16,0.8772764900662252,1373,790,0.5753823743627094,0.275,0,0,
39,85,984,2,12,157,7,16,0.8865894039735099,1373,790,0.5753823743627094,0.1282051282051282,12,0,
8,85,984,2,0,157,2,16,0.7280629139072847,1373,790,0.5753823743627094,1.0,0,1,
11,85,984,2,8,157,1,16,0.37210264900662254,1373,790,0.5753823743627094,0.6363636363636364,0,1,
13,85,984,2,8,157,4,16,0.3389900662251656,1373,790,0.5753823743627094,0.6923076923076923,0,1,
23,85,984,2,8,157,2,16,0.5223509933774835,1373,790,0.5753823743627094,0.8260869565217391,0,1,
13,85,984,2,8,157,4,16,0.31746688741721857,1373,790,0.5753823743627094,0.6923076923076923,0,1,
10,85,984,2,12,157,2,16,0.8770695364238411,1373,790,0.5753823743627094,0.5,0,1,
13,85,984,2,12,157,3,16,0.8861754966887417,1373,790,0.5753823743627094,0.38461538461538464,12,1,
10,85,984,2,12,157,2,16,0.8774834437086093,1373,790,0.5753823743627094,0.6,0,1,
13,85,984,2,0,157,3,16,0.8870033112582781,1373,790,0.5753823743627094,1.0,12,1,
8,85,984,2,0,157,2,16,0.7280629139072847,1373,790,0.5753823743627094,1.0,0,1,
11,85,984,2,8,157,1,16,0.37210264900662254,1373,790,0.5753823743627094,0.6363636363636364,0,1,
13,85,984,2,8,157,4,16,0.3389900662251656,1373,790,0.5753823743627094,0.6923076923076923,0,1,
23,85,984,2,8,157,2,16,0.5223509933774835,1373,790,0.5753823743627094,0.8260869565217391,0,1,
13,85,984,2,8,157,4,16,0.31746688741721857,1373,790,0.5753823743627094,0.6923076923076923,0,1,
13,85,984,2,8,157,3,16,0.8886589403973509,1373,790,0.5753823743627094,0.7692307692307693,12,1,
5,11,1308,1,8,193,1,16,0.75,69,73,1.0579710144927537,0.4,3,1,
21,20,1308,1,12,193,8,16,0.3392857142857143,304,136,0.4473684210526316,0.5311355311355311,0,1,
0,4,1308,1,5,193,1,16,0.5945945945945946,44,16,0.36363636363636365,1.0,0,1,
50,24,1308,1,0,193,13,16,0.8734693877551021,314,102,0.3248407643312102,1.0,30,1,
7,10,1308,1,12,193,2,16,0.4479638009049774,87,95,1.0919540229885059,0.7142857142857143,0,1,
7,10,1308,1,12,193,2,16,0.4479638009049774,87,95,1.0919540229885059,0.7142857142857143,0,1,
8,20,1308,1,9,193,3,16,0.43253968253968256,304,136,0.4473684210526316,0.5357142857142857,3,1,
16,29,1308,1,0,193,9,16,0.7788778877887789,306,237,0.7745098039215687,1.0,0,1,
4,29,1308,1,8,193,2,16,0.9851485148514851,306,237,0.7745098039215687,0.75,0,1,
4,29,1308,1,8,193,2,16,0.9966996699669967,306,237,0.7745098039215687,0.75,1,1,
16,29,1308,1,0,193,9,16,0.7788778877887789,306,237,0.7745098039215687,1.0,0,1,
16,29,1308,1,0,193,9,16,0.7788778877887789,306,237,0.7745098039215687,1.0,0,1,
4,29,1308,1,0,193,2,16,0.9818481848184818,306,237,0.7745098039215687,1.0,0,1,
4,29,1308,1,0,193,2,16,0.9933993399339934,306,237,0.7745098039215687,1.0,1,1,
3,7,1308,1,8,193,1,16,0.7142857142857143,44,61,1.3863636363636365,0.6666666666666666,1,1,
14,9,1308,1,12,193,6,16,0.5245901639344263,76,82,1.0789473684210527,0.42857142857142855,0,1,
8,20,1308,1,9,193,3,16,0.43253968253968256,304,136,0.4473684210526316,0.5357142857142857,3,1,
34,17,319,1,12,39,5,4,0.329126213592233,277,185,0.6678700361010831,0.19117647058823528,0,0,
0,6,319,1,4,39,1,4,0.4519230769230769,71,13,0.18309859154929578,1.0,0,1,
3,13,319,1,6,39,2,4,0.5162790697674419,114,69,0.6052631578947368,0.8333333333333334,0,0,
0,5,16768,1,8,2432,1,84,0.44594594594594594,70,55,0.7857142857142857,1.0,0,1,
9,5,16768,1,12,2432,2,84,0.9666666666666667,118,81,0.6864406779661016,0.3333333333333333,3,1,
7,26,16768,1,8,2432,1,84,0.07142857142857142,517,150,0.2901353965183752,0.42857142857142855,0,1,
23,133,16768,1,0,2432,4,84,0.4611295681063123,1266,59,0.04660347551342812,1.0,0,1,
23,133,16768,1,0,2432,4,84,0.48039867109634554,1266,59,0.04660347551342812,1.0,0,1,
0,133,16768,1,9,2432,1,84,0.038538205980066444,1266,59,0.04660347551342812,1.0,0,1,
9,11,16768,1,16,2432,2,84,0.8191489361702128,139,19,0.1366906474820144,0.4444444444444444,0,1,
3,38,16768,1,8,2432,1,84,0.935672514619883,676,221,0.3269230769230769,0.6666666666666666,0,1,
0,159,16768,2,8,2432,1,84,0.50103142822473,1894,524,0.27666314677930304,1.0,0,1,
0,159,16768,2,11,2432,1,84,0.7263277110383044,1894,524,0.27666314677930304,1.0,0,1,
17,159,16768,2,0,2432,4,84,0.563887877684747,1894,524,0.27666314677930304,1.0,0,1,
48,159,16768,2,12,2432,7,84,0.46396068438296323,1894,524,0.27666314677930304,0.28125,0,0,
72,159,16768,2,12,2432,10,84,0.46377866763742265,1894,524,0.27666314677930304,0.18055555555555555,0,0,
24,159,16768,2,12,2432,4,84,0.4634146341463415,1894,524,0.27666314677930304,0.5,0,1,
6,159,16768,2,8,2432,2,84,0.2966872952311613,1894,524,0.27666314677930304,0.3333333333333333,0,1,
6,159,16768,2,8,2432,2,84,0.2966872952311613,1894,524,0.27666314677930304,0.3333333333333333,0,1,
40,159,16768,2,11,2432,9,84,0.2073170731707317,1894,524,0.27666314677930304,0.36067961165048545,0,0,
23,159,16768,2,9,2432,3,84,0.5105569712413542,1894,524,0.27666314677930304,0.32173913043478264,0,0,
27,159,16768,2,9,2432,5,84,0.5760829996359665,1894,524,0.27666314677930304,0.3317230273752013,0,0,
25,159,16768,2,8,2432,4,84,0.38168911539861666,1894,524,0.27666314677930304,0.31285714285714283,0,0,
33,159,16768,2,10,2432,6,84,0.5586093920640699,1894,524,0.27666314677930304,0.31884057971014496,0,0,
0,159,16768,2,16,2432,1,84,0.50309428467419,1894,524,0.27666314677930304,1.0,0,1,
18,131,16768,2,16,2432,3,84,0.2161907750235331,2259,494,0.21868083222664897,0.6666666666666666,0,1,
108,131,16768,2,0,2432,23,84,0.7041104486978349,2259,494,0.21868083222664897,1.0,0,1,
298,131,16768,2,17,2432,65,84,0.651553184813304,2259,494,0.21868083222664897,0.2906939404643396,0,0,
5,131,16768,2,7,2432,1,84,0.06055851898336994,2259,494,0.21868083222664897,0.7,0,1,
9,4,16768,1,0,2432,2,84,0.8679245283018868,76,16,0.21052631578947367,1.0,0,1,
26,340,16768,1,16,2432,5,84,0.0811470408785845,4750,1127,0.23726315789473684,0.21153846153846154,0,0,
21,340,16768,1,12,2432,4,84,0.2088163514338011,4750,1127,0.23726315789473684,0.38095238095238093,0,1,
21,340,16768,1,12,2432,4,84,0.20469798657718122,4750,1127,0.23726315789473684,0.38095238095238093,0,1,
54,340,16768,1,16,2432,11,84,0.21918852959121415,4750,1127,0.23726315789473684,0.21296296296296297,0,0,
28,340,16768,1,0,2432,7,84,0.5382855399633923,4750,1127,0.23726315789473684,1.0,0,1,
22,340,16768,1,0,2432,3,84,0.638346552776083,4750,1127,0.23726315789473684,1.0,0,1,
22,340,16768,1,0,2432,3,84,0.6412446613788896,4750,1127,0.23726315789473684,1.0,0,1,
22,340,16768,1,0,2432,3,84,0.62477120195241,4750,1127,0.23726315789473684,1.0,6,1,
22,340,16768,1,0,2432,3,84,0.6278218425869433,4750,1127,0.23726315789473684,1.0,6,1,
62,340,16768,1,0,2432,18,84,0.5523184868822453,4750,1127,0.23726315789473684,1.0,0,1,
44,340,16768,1,0,2432,5,84,0.6397956070774863,4750,1127,0.23726315789473684,1.0,0,0,
44,340,16768,1,0,2432,5,84,0.6262965222696766,4750,1127,0.23726315789473684,1.0,6,0,
5,161,16768,1,8,2432,1,84,0.921456515197111,2366,588,0.2485207100591716,0.4,0,1,
66,161,16768,1,18,2432,17,84,0.8927174240144448,2366,588,0.2485207100591716,0.1590909090909091,0,0,
33,161,16768,1,8,2432,9,84,0.9000902798675895,2366,588,0.2485207100591716,0.9696969696969697,0,1,
16,161,16768,1,0,2432,5,84,0.931086367739994,2366,588,0.2485207100591716,1.0,0,1,
16,161,16768,1,8,2432,3,84,0.5514595245260306,2366,588,0.2485207100591716,0.21875,0,0,
274,161,16768,1,18,2432,65,84,0.6993680409268733,2366,588,0.2485207100591716,0.288184061736939,41,0,
0,8,16768,1,8,2432,1,84,0.44886363636363635,76,78,1.0263157894736843,1.0,0,1,
0,75,16768,1,0,2432,1,84,0.052204176334106726,1248,230,0.1842948717948718,1.0,0,1,
0,75,16768,1,0,2432,1,84,0.04988399071925754,1248,230,0.1842948717948718,1.0,0,1,
