F72,F54,F53,F55,F25,F26,
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,true,
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,true,
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,true,
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,true,
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,true,
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,true,
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoaderTest.java,3613,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoaderTest.java,3613,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoaderTest.java,3613,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntTypeDefinition.java,3613,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntTypeDefinition.java,3613,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntTypeDefinition.java,3613,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntTypeDefinition.java,3613,true,
718,org/apache/tools/ant,cass,org/apache/tools/ant/ArgumentProcessorRegistry.java,495,true,
718,org/apache/tools/ant,cass,org/apache/tools/ant/ArgumentProcessorRegistry.java,495,true,
8618,org/apache/tools/ant,cass,org/apache/tools/ant/Project.java,4207,true,
13494,org/apache/tools/ant,cass,org/apache/tools/ant/Target.java,5101,true,
13494,org/apache/tools/ant,cass,org/apache/tools/ant/Task.java,5101,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/BuildFileTest.java,3613,true,
6363,org/apache/tools/ant,cass,org/apache/tools/ant/BuildFileTest.java,3613,true,
8127,org/apache/tools/ant,cass,org/apache/tools/ant/ComponentHelper.java,4014,true,
8127,org/apache/tools/ant,cass,org/apache/tools/ant/ComponentHelper.java,4014,true,
