0,,F72,
1,,F54,
3,,F25,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
12,,F68,
16,,F104,
19,,F108,
23,,F16-Object,
53,,F3-int,
72,,F12-int,
109,,F2-System,
160,,F1-getProperty,
213,,F15-public,
233,,F4-String,
275,,F94,
276,,F95,
277,,F21,
280,,F23,
282,,F79,
283,,F111,
284,,F112,
285,,F113,
286,,F116,
287,,F117,
289,,F119,
290,,F120,
292,,F121,
294,,F123,
296,,F115,
297,,F61,
298,,F77,
301,,F41,
303,,F43,
304,,F42,
305,,F45,
306,,F44,
307,,F46,
312,,F36,
314,,F35,
317,,F132,
318,,F37,
323,,F136,
325,,F83,
327,,F71-djd@apache.org,
333,,F71-mikem@apache.org,
336,,F71-dag@apache.org,
338,,F71-bandaram@apache.org,
342,,F71-bernt@apache.org,
343,,F71-fuzzylogic@apache.org,
345,,F71-coar@apache.org,
346,,F74,
350,,category,
original feature size,351
refined feature size,54
