F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
3,8,1322,1,0,826,1,48,1.2581699346405228,38,100,2.6315789473684212,1.0,0,1,
3,129,386,1,0,260,1,10,2.75414364640884,158,16,0.10126582278481013,1.0,0,0,
3,129,386,1,0,260,1,10,2.7845303867403315,158,16,0.10126582278481013,1.0,0,0,
30,8,986,1,0,155,5,16,0.41964285714285715,245,38,0.15510204081632653,1.0,0,1,
0,8,986,1,0,155,1,16,0.41369047619047616,245,38,0.15510204081632653,1.0,0,1,
19,85,986,2,8,155,2,16,0.85519238725693,1373,790,0.5753823743627094,0.15789473684210525,0,1,
3,85,986,2,0,155,1,16,0.7782374844848986,1373,790,0.5753823743627094,1.0,0,1,
4,85,986,2,0,155,1,16,0.2772031443938767,1373,790,0.5753823743627094,1.0,0,1,
16,85,986,2,0,155,6,16,0.8142325196524617,1373,790,0.5753823743627094,1.0,0,1,
25,85,986,2,0,155,7,16,0.7856847331402566,1373,790,0.5753823743627094,1.0,0,1,
16,85,986,2,0,155,3,16,0.7283822920976417,1373,790,0.5753823743627094,1.0,0,0,
22,85,986,2,8,155,1,16,0.3721555647496897,1373,790,0.5753823743627094,0.3181818181818182,0,0,
26,85,986,2,8,155,7,16,0.339056681836988,1373,790,0.5753823743627094,0.36538461538461536,0,0,
46,85,986,2,8,155,3,16,0.5227554820024825,1373,790,0.5753823743627094,0.41304347826086957,0,0,
26,85,986,2,8,155,7,16,0.3175424079437319,1373,790,0.5753823743627094,0.36538461538461536,0,0,
20,85,986,2,12,155,3,16,0.8773272652047993,1373,790,0.5753823743627094,0.275,0,0,
39,85,986,2,12,155,7,16,0.8866363260239967,1373,790,0.5753823743627094,0.1282051282051282,12,0,
8,85,986,2,0,155,2,16,0.7281754240794374,1373,790,0.5753823743627094,1.0,0,1,
11,85,986,2,8,155,1,16,0.37194869673148534,1373,790,0.5753823743627094,0.6363636363636364,0,1,
13,85,986,2,8,155,4,16,0.3388498138187836,1373,790,0.5753823743627094,0.6923076923076923,0,1,
23,85,986,2,8,155,2,16,0.522548613984278,1373,790,0.5753823743627094,0.8260869565217391,0,1,
13,85,986,2,8,155,4,16,0.3173355399255275,1373,790,0.5753823743627094,0.6923076923076923,0,1,
10,85,986,2,12,155,2,16,0.877120397186595,1373,790,0.5753823743627094,0.5,0,1,
13,85,986,2,12,155,3,16,0.886222589987588,1373,790,0.5753823743627094,0.38461538461538464,12,1,
10,85,986,2,12,155,2,16,0.8775341332230038,1373,790,0.5753823743627094,0.6,0,1,
13,85,986,2,0,155,3,16,0.8870500620604055,1373,790,0.5753823743627094,1.0,12,1,
8,85,986,2,0,155,2,16,0.7281754240794374,1373,790,0.5753823743627094,1.0,0,1,
11,85,986,2,8,155,1,16,0.37194869673148534,1373,790,0.5753823743627094,0.6363636363636364,0,1,
13,85,986,2,8,155,4,16,0.3388498138187836,1373,790,0.5753823743627094,0.6923076923076923,0,1,
23,85,986,2,8,155,2,16,0.522548613984278,1373,790,0.5753823743627094,0.8260869565217391,0,1,
13,85,986,2,8,155,4,16,0.3173355399255275,1373,790,0.5753823743627094,0.6923076923076923,0,1,
13,85,986,2,8,155,3,16,0.8887050062060405,1373,790,0.5753823743627094,0.7692307692307693,12,1,
5,11,1282,1,8,188,1,16,0.75,69,73,1.0579710144927537,0.4,3,1,
21,20,1282,1,12,188,8,16,0.36475409836065575,282,136,0.48226950354609927,0.5311355311355311,0,1,
3,15,1282,1,0,188,1,16,0.4798387096774194,128,82,0.640625,1.0,0,1,
3,20,1282,1,0,188,1,16,0.35714285714285715,216,98,0.4537037037037037,1.0,0,1,
3,20,1282,1,0,188,1,16,0.5082417582417582,216,98,0.4537037037037037,1.0,0,1,
8,20,1282,1,0,188,1,16,0.2774725274725275,216,98,0.4537037037037037,1.0,0,1,
8,20,1282,1,0,188,1,16,0.2802197802197802,216,98,0.4537037037037037,1.0,0,1,
3,20,1282,1,0,188,1,16,0.5247252747252747,216,98,0.4537037037037037,1.0,0,1,
3,20,1282,1,0,188,1,16,0.5412087912087912,216,98,0.4537037037037037,1.0,1,1,
0,4,1282,1,5,188,1,16,0.5945945945945946,44,16,0.36363636363636365,1.0,0,1,
3,10,1282,1,0,188,1,16,0.3283582089552239,123,181,1.4715447154471544,1.0,0,1,
3,10,1282,1,0,188,1,16,0.3522388059701492,123,181,1.4715447154471544,1.0,0,1,
3,10,1282,1,0,188,1,16,0.24776119402985075,123,181,1.4715447154471544,1.0,0,1,
4,10,1282,1,0,188,1,16,0.28955223880597014,123,181,1.4715447154471544,1.0,0,1,
4,10,1282,1,0,188,1,16,0.29253731343283584,123,181,1.4715447154471544,1.0,0,1,
3,23,1282,1,0,188,1,16,0.4928131416837782,313,101,0.3226837060702875,1.0,0,1,
3,23,1282,1,0,188,1,16,0.5112936344969199,313,101,0.3226837060702875,1.0,0,1,
3,23,1282,1,0,188,1,16,0.48459958932238195,313,101,0.3226837060702875,1.0,0,1,
51,23,1282,1,0,188,17,16,0.36344969199178645,313,101,0.3226837060702875,1.0,0,1,
51,23,1282,1,0,188,17,16,0.3593429158110883,313,101,0.3226837060702875,1.0,0,1,
51,23,1282,1,0,188,17,16,0.3613963039014374,313,101,0.3226837060702875,1.0,0,1,
50,23,1282,1,0,188,13,16,0.8726899383983573,313,101,0.3226837060702875,1.0,30,1,
7,9,1282,1,12,188,2,16,0.45161290322580644,85,94,1.1058823529411765,0.7142857142857143,0,1,
7,9,1282,1,12,188,2,16,0.45161290322580644,85,94,1.1058823529411765,0.7142857142857143,0,1,
3,9,1282,1,0,188,1,16,0.5069124423963134,85,94,1.1058823529411765,1.0,0,1,
3,9,1282,1,0,188,1,16,0.5207373271889401,85,94,1.1058823529411765,1.0,0,1,
7,9,1282,1,8,188,2,16,0.41013824884792627,85,94,1.1058823529411765,0.2857142857142857,0,1,
7,9,1282,1,8,188,2,16,0.4147465437788018,85,94,1.1058823529411765,0.42857142857142855,0,1,
8,20,1282,1,9,188,3,16,0.4610655737704918,282,136,0.48226950354609927,0.5357142857142857,3,1,
16,28,1282,1,0,188,9,16,0.7766666666666666,302,236,0.7814569536423841,1.0,0,1,
4,28,1282,1,8,188,2,16,0.985,302,236,0.7814569536423841,0.75,0,1,
4,28,1282,1,8,188,2,16,0.9966666666666667,302,236,0.7814569536423841,0.75,1,1,
16,28,1282,1,0,188,9,16,0.7766666666666666,302,236,0.7814569536423841,1.0,0,1,
16,28,1282,1,0,188,9,16,0.7766666666666666,302,236,0.7814569536423841,1.0,0,1,
4,28,1282,1,0,188,2,16,0.9816666666666667,302,236,0.7814569536423841,1.0,0,1,
4,28,1282,1,0,188,2,16,0.9933333333333333,302,236,0.7814569536423841,1.0,1,1,
3,7,1282,1,8,188,1,16,0.7142857142857143,44,61,1.3863636363636365,0.6666666666666666,1,1,
14,9,1282,1,12,188,6,16,0.5245901639344263,76,82,1.0789473684210527,0.42857142857142855,0,1,
8,20,1282,1,9,188,3,16,0.4610655737704918,282,136,0.48226950354609927,0.5357142857142857,3,1,
16,16,353,1,0,50,3,6,0.24273858921161826,248,181,0.7298387096774194,1.0,0,1,
17,16,353,1,0,50,3,6,0.3360995850622407,248,181,0.7298387096774194,1.0,0,1,
34,16,353,1,12,50,5,6,0.32261410788381745,248,181,0.7298387096774194,0.19117647058823528,0,0,
3,13,353,1,8,50,1,6,0.9902912621359223,102,72,0.7058823529411765,0.6666666666666666,9,1,
3,13,353,1,8,50,1,6,0.8980582524271845,102,72,0.7058823529411765,0.6666666666666666,0,1,
4,13,353,1,8,50,2,6,0.5461165048543689,102,72,0.7058823529411765,0.625,0,0,
3,13,353,1,8,50,1,6,0.9902912621359223,102,72,0.7058823529411765,0.6666666666666666,9,1,
